"NetC","ARPA Puglia","","","","","","","","","",""
"Stat","Foggia Via Rosati","","","","","","","","","",""
,SO2,NO2,NOx,CO,PM10,
30/10/2011 9.00,"15,99299474",,,"1,49810379",13,
30/10/2011 10.00,"17,42096238",,,"1,42436512",13,
30/10/2011 11.00,"15,4923624",,,"1,27017038",13,
30/10/2011 12.00,"14,76735303",,,"1,25006597",13,
30/10/2011 13.00,"14,53778875",,,"1,21313664",13,
30/10/2011 14.00,"14,92428808",,,"1,3641719",13,
30/10/2011 15.00,"13,28231793",,,"1,30129335",13,
30/10/2011 16.00,"13,89578695",,,"1,28869388",13,
30/10/2011 17.00,"12,72850904",,,"1,2506974",13,
30/10/2011 18.00,"13,98916903",,,"1,34446359",13,
30/10/2011 19.00,"14,78421305",,,"1,37625761",13,
30/10/2011 20.00,"15,30300366",,,"1,31819867",13,
30/10/2011 21.00,"15,85421796",,,"1,32751867",13,
30/10/2011 22.00,"16,35225763",,,"1,36085398",13,
30/10/2011 23.00,"15,89312716",,,"1,36606735",13,
31/10/2011 0.00,"15,18887064",,,"1,30907439",13,
31/10/2011 1.00,"14,33286633",,,"1,27230349",,
31/10/2011 2.00,,,,"1,23584715",,
31/10/2011 3.00,"13,86984685",,,,,
31/10/2011 4.00,"12,37573166",,,"1,38301111",,
31/10/2011 5.00,"13,37051275",,,"1,40378656",,
31/10/2011 6.00,"12,38870075",,,"1,38415631",,
31/10/2011 7.00,"18,2964213",,,"1,36614657",,
31/10/2011 8.00,"19,60895576",,,"1,39821669",,
31/10/2011 9.00,"20,75158608",,,"1,46204355",,
31/10/2011 10.00,"21,49086088",,,"1,43870161",,
31/10/2011 11.00,"23,69572192",,,"1,34307957",,
31/10/2011 12.00,"23,82671304",,,"1,32040984",,
31/10/2011 13.00,"23,82541288",,,"1,33913139",,
31/10/2011 14.00,"15,83216878",,,"1,3429223",,
31/10/2011 15.00,"13,05923724",,,"1,28798323",,
31/10/2011 16.00,"12,63512696",,,"1,27206583",,
31/10/2011 17.00,"14,36658827",,,"1,31168049",,
31/10/2011 18.00,"18,52079832",,,"1,45094576",,
31/10/2011 19.00,"22,55179144",,,"1,57409558",,
31/10/2011 20.00,"27,47899632",,,"1,78208419",,
31/10/2011 21.00,"29,2960464",,,"1,68184293",,
31/10/2011 22.00,"28,05225216",,,"1,61015582",,
31/10/2011 23.00,"24,75015168",,,"1,55588779",,
01/11/2011 0.00,"20,1912936",,,"1,3794567",,
01/11/2011 1.00,"17,21474554",,,"1,37005631",,
01/11/2011 2.00,"16,96053749",,,"1,38617176",,
01/11/2011 3.00,"17,70889238",,,"1,4372407",,
01/11/2011 4.00,"16,47027966",,,"1,34446359",,
01/11/2011 5.00,"14,00732538",,,"1,39509682",,
01/11/2011 6.00,"14,68564371",,,"1,45378952",,
01/11/2011 7.00,"16,10842601",,,"1,4784351",,
01/11/2011 8.00,"18,71923524",,,"1,44814044",,
01/11/2011 9.00,"19,23412728",,,"1,58207466",,
01/11/2011 10.00,"21,09268688",,,"1,52693638",,
01/11/2011 11.00,"22,35464512",,,"1,45825264",,
01/11/2011 12.00,"24,01217704",,,"1,55407156",,
01/11/2011 13.00,"18,36905053",,,"1,41512201",,
01/11/2011 14.00,"15,61816818",,,"1,37989124",,
01/11/2011 15.00,"12,62475054",,,"1,34158022",,
01/11/2011 16.00,"13,06701908",,,"1,34233048",,
01/11/2011 17.00,"14,95411719",,,"1,35607515",,
01/11/2011 18.00,"17,45338799",,,"1,39256994",,
01/11/2011 19.00,"22,56605496",,,"1,43325174",,
01/11/2011 20.00,"21,0771232",,,"1,49992119",,
01/11/2011 21.00,"23,15487448",,,"1,53752157",,
01/11/2011 22.00,"28,39985376",,,"1,74796018",,
01/11/2011 23.00,"46,9349156",,,"2,03592837",,
02/11/2011 0.00,"39,38263032",,,"1,75708329",,
02/11/2011 1.00,"32,12605496",,,"1,65107528",,
02/11/2011 2.00,,,,"1,53064923",,
02/11/2011 3.00,"25,25208992",,,,,
02/11/2011 4.00,"20,12643856",,,"1,36669878",,
02/11/2011 5.00,"15,10197215",,,"1,22609144",,
02/11/2011 6.00,"13,81148305",,,"1,27032765",,
02/11/2011 7.00,"17,9462385",,,"1,38309033",,
02/11/2011 8.00,"29,80316616",,,"1,71134656",,
02/11/2011 9.00,"36,1207392",,,"1,7194037",,
02/11/2011 10.00,"31,36991632",,,"1,52350079",,
02/11/2011 11.00,"26,77863072",,,"1,52140845",,
02/11/2011 12.00,"28,10932536",,,"1,55964026",,
02/11/2011 13.00,"28,13137072",,,"1,4908773",,
02/11/2011 14.00,"19,8592748",,,"1,461729",,
02/11/2011 15.00,"17,74001974",,,"1,42096798",,
02/11/2011 16.00,"16,60646377",,,"1,38328838",,
02/11/2011 17.00,"24,26637744",,,"1,48013367",,
02/11/2011 18.00,"26,47902032",,,"1,54597481",,
02/11/2011 19.00,"30,81220504",,,"1,69728501",,
02/11/2011 20.00,"51,38610896",,,"2,09750328",,
02/11/2011 21.00,"50,35632488",,,"1,97312905",,
02/11/2011 22.00,"42,19835624",,,"1,80301808",,
02/11/2011 23.00,"38,27500872",,,"1,87920675",,
03/11/2011 0.00,"29,55284712",,,"1,70048526",,
03/11/2011 1.00,"26,66320328",,,"1,38992306",,
03/11/2011 2.00,"21,7749076",,,"1,43352784",,
03/11/2011 3.00,"23,10170176",,,"1,49458899",,
03/11/2011 4.00,"18,59602214",,,"1,29971361",,
03/11/2011 5.00,"21,46491504",,,"1,41895369",,
03/11/2011 6.00,"19,1005454",,,"1,46425588",,
03/11/2011 7.00,"20,21073864",,,"1,59558167",,
03/11/2011 8.00,"28,99905544",,,"1,74306252",,
03/11/2011 9.00,"43,98559824",,,"2,26121724",,
03/11/2011 10.00,"41,01551656",,,"1,85420585",,
03/11/2011 11.00,"32,0469364",,,"1,58551025",,
03/11/2011 12.00,"27,35448688",,,"1,48368925",,
03/11/2011 13.00,"24,80334352",,,"1,49494431",,
03/11/2011 14.00,"22,59588216",,,"1,56493169",,
03/11/2011 15.00,"22,37539032",,,"1,8502565",,
03/11/2011 16.00,"31,60855304",,,"3,91008018",,
03/11/2011 17.00,"38,3956368",,,"0,76654903",,
03/11/2011 18.00,"42,881858",,,"0,87508626",,
03/11/2011 19.00,"48,34729088",,,"0,88527535",,
03/11/2011 20.00,"55,96315016",,,"0,97090518",,
03/11/2011 21.00,"64,707338",,,"1,21669222",,
03/11/2011 22.00,"58,24192912",,,"0,98903374",,
03/11/2011 23.00,"60,83070064",,,"0,96249155",,
04/11/2011 0.00,"74,6175208",,,"1,30018777",,
04/11/2011 1.00,"48,11905544",,,"0,89143703","39,90000153",
04/11/2011 2.00,,,,"0,91323884","39,90000153",
04/11/2011 3.00,"45,64701152",,,,"39,90000153",
04/11/2011 4.00,"43,15942304",,,"0,92129598","39,90000153",
04/11/2011 5.00,"42,09589216",,,"0,9615444","39,90000153",
04/11/2011 6.00,"43,6353772",,,"0,95427597","39,90000153",
04/11/2011 7.00,"48,20335552",,,"1,05672956","39,90000153",
04/11/2011 8.00,"64,15222704",,,"1,32755828","39,90000153",
04/11/2011 9.00,"85,19826112",,,"1,56734207","39,90000153",
04/11/2011 10.00,"80,72628432",,,"1,17766938","39,90000153",
04/11/2011 11.00,"69,76165264",,,"1,03792996","39,90000153",
04/11/2011 12.00,"62,418196",,,"1,017511","39,90000153",
04/11/2011 13.00,"55,29907432",,,"0,80422979","39,90000153",
04/11/2011 14.00,"52,95804064",,,"0,91296274","39,90000153",
04/11/2011 15.00,"49,14883952",,,"0,91545118","39,90000153",
04/11/2011 16.00,"42,10757448",,,"0,66713725","39,90000153",
04/11/2011 17.00,"42,121838",,,"0,6757466","39,90000153",
04/11/2011 18.00,"44,54847192",,,"0,76433786","39,90000153",
04/11/2011 19.00,"52,10465768",,,"0,97374894","39,90000153",
04/11/2011 20.00,"52,71292224",,,"1,02146035","39,90000153",
04/11/2011 21.00,"53,77903432",,,"1,18019626","39,90000153",
04/11/2011 22.00,"56,12916912",,,"1,01130971","39,90000153",
04/11/2011 23.00,"47,44591672",,,"0,94444104","39,90000153",
05/11/2011 0.00,"42,01157296",,,"0,87729743","39,90000153",
05/11/2011 1.00,"38,75618264",,,"0,80209551","31,5",
05/11/2011 2.00,"40,16467656",,,"0,800122","31,5",
05/11/2011 3.00,"39,8287764",,,"0,82283251","31,5",
05/11/2011 4.00,"39,32815744",,,"0,88014119","31,5",
05/11/2011 5.00,"37,000068",,,"0,81674888","31,5",
05/11/2011 6.00,"35,70312016",,,"0,84340991","31,5",
05/11/2011 7.00,"38,75878296",,,"0,95652791","31,5",
05/11/2011 8.00,"41,41887208",,,"0,97074557","31,5",
05/11/2011 9.00,"49,73507784",,,"1,01648347","31,5",
05/11/2011 10.00,"60,15626176",,,"1,06170644","31,5",
05/11/2011 11.00,"49,80639544",,,"0,93752909","31,5",
05/11/2011 12.00,"44,69890808",,,"0,88286613","31,5",
05/11/2011 13.00,"42,6120748",,,"0,8683712","31,5",
05/11/2011 14.00,"45,80782984",,,"1,00072452","31,5",
05/11/2011 15.00,"42,56928424",,,"0,87907522","31,5",
05/11/2011 16.00,"35,56044672",,,"0,7247232","31,5",
05/11/2011 17.00,"34,04168776",,,"0,72882983","31,5",
05/11/2011 18.00,"38,90143728",,,"0,86556704","31,5",
05/11/2011 19.00,"44,67298136",,,"1,03168905","31,5",
05/11/2011 20.00,"46,26567736",,,"0,98686102","31,5",
05/11/2011 21.00,"44,86882752",,,"0,93986026","31,5",
05/11/2011 22.00,"45,89733056",,,"0,96861362","31,5",
05/11/2011 23.00,"41,06218848",,,"0,79249824","31,5",
06/11/2011 0.00,"40,27754192",,,"0,78815396","31,5",
06/11/2011 1.00,"34,6720168",,,"0,69991802","15,80000019",
06/11/2011 2.00,,,,"0,73443814","15,80000019",
06/11/2011 3.00,"36,83796864",,,,"15,80000019",
06/11/2011 4.00,"34,37370656",,,"0,61875247","15,80000019",
06/11/2011 5.00,"31,83810776",,,"0,75892644","15,80000019",
06/11/2011 6.00,"33,60848592",,,"0,5217103","15,80000019",
06/11/2011 7.00,"33,5138228",,,"0,36822621","15,80000019",
06/11/2011 8.00,"31,20389736",,,"0,46834981","15,80000019",
06/11/2011 9.00,"31,92500816",,,"0,64908674","15,80000019",
06/11/2011 10.00,"29,51653824",,,"0,74123125","15,80000019",
06/11/2011 11.00,"32,3997004",,,"0,87607301","15,80000019",
06/11/2011 12.00,"34,06503328",,,"0,89894196","15,80000019",
06/11/2011 13.00,"31,32970696",,,"0,88282768","15,80000019",
06/11/2011 14.00,"30,75775128",,,"0,88740846","15,80000019",
06/11/2011 15.00,"27,69298736",,,"0,83882796","15,80000019",
06/11/2011 16.00,"27,43360544",,,"0,76583838","15,80000019",
06/11/2011 17.00,"30,38032248",,,"0,86070899","15,80000019",
06/11/2011 18.00,"35,88208336",,,"0,84119757","15,80000019",
06/11/2011 19.00,"36,75106824",,,"0,77812214","15,80000019",
06/11/2011 20.00,"36,18167464",,,"0,84953198","15,80000019",
06/11/2011 21.00,"38,61480936",,,"0,73341177","15,80000019",
06/11/2011 22.00,"36,86261432",,,"0,64553116","15,80000019",
06/11/2011 23.00,"35,70051984",,,"0,84814913","15,80000019",
07/11/2011 0.00,"37,75622576",,,"0,78041253","15,80000019",
07/11/2011 1.00,"36,57724832",,,"0,49615603","22,39999962",
07/11/2011 2.00,"37,07920568",,,"0,55145042","22,39999962",
07/11/2011 3.00,"34,59289824",,,"0,41179139","22,39999962",
07/11/2011 4.00,"33,54365",,,,"22,39999962",
07/11/2011 5.00,"34,33609752",,,,"22,39999962",
07/11/2011 6.00,"31,94965384",,,,"22,39999962",
07/11/2011 7.00,"47,35253464",,,,"22,39999962",
07/11/2011 8.00,"63,37666248",,,,"22,39999962",
07/11/2011 9.00,"90,1643752",,,,"22,39999962",
07/11/2011 10.00,"88,36677016",,,,"22,39999962",
07/11/2011 11.00,"74,59159408",,,,"22,39999962",
07/11/2011 12.00,"64,66582848",,,,"22,39999962",
07/11/2011 13.00,"51,27848248",,,,"22,39999962",
07/11/2011 14.00,"41,86633744",,,,"22,39999962",
07/11/2011 15.00,"38,05063552",,,,"22,39999962",
07/11/2011 16.00,"34,41129648",,,,"22,39999962",
07/11/2011 17.00,"36,972822",,,,"22,39999962",
07/11/2011 18.00,"43,2022136",,,,"22,39999962",
07/11/2011 19.00,"46,53414128",,,,"22,39999962",
07/11/2011 20.00,"53,46647968",,,,"22,39999962",
07/11/2011 21.00,"71,53333096",,,,"22,39999962",
07/11/2011 22.00,"84,82213248",,,,"22,39999962",
07/11/2011 23.00,"79,27236128",,,,"22,39999962",
08/11/2011 0.00,"71,84718576",,,,"22,39999962",
08/11/2011 1.00,"60,96169176",,,,38,
08/11/2011 2.00,,,,,38,
08/11/2011 3.00,"45,43690184",,,,38,
08/11/2011 4.00,"39,28402848",,,,38,
08/11/2011 5.00,"38,23868072",,,,38,
08/11/2011 6.00,"36,77181344",,,,38,
08/11/2011 7.00,"40,32423296",,,,38,
08/11/2011 8.00,"58,02015624",,,,38,
08/11/2011 9.00,"90,15269288",,,,38,
08/11/2011 10.00,"142,66976896",,,,38,
08/11/2011 11.00,"100,91759704",,,,38,
08/11/2011 12.00,"65,96283368",,,,38,
08/11/2011 13.00,"52,43149496",,,,38,
08/11/2011 14.00,"53,61951616",,,,38,
08/11/2011 15.00,"47,31878784",,,,38,
08/11/2011 16.00,"39,8352772",,,,38,
08/11/2011 17.00,"42,88445832",,,,38,
08/11/2011 18.00,"46,81298736",,,,38,
08/11/2011 19.00,"64,98880352",,,,38,
08/11/2011 20.00,"66,77732656",,,"1,90717024",38,
08/11/2011 21.00,"77,40211936",,,"2,35881278",38,
08/11/2011 22.00,"103,1211388",,,"4,29303898",38,
08/11/2011 23.00,"108,51783528",,,"3,09443689",38,
09/11/2011 0.00,"100,65557656",,,"3,04577717",38,
09/11/2011 1.00,"82,18666992",,,"2,64599344","39,29999161",
09/11/2011 2.00,"62,26644056",,,"1,58558947","39,29999161",
09/11/2011 3.00,"49,60018624",,,"2,32137085","39,29999161",
09/11/2011 4.00,"43,36544104",,,"2,42379299","39,29999161",
09/11/2011 5.00,"40,73148896",,,"1,42709005","39,29999161",
09/11/2011 6.00,"40,97012568",,,"2,05445304","39,29999161",
09/11/2011 7.00,"44,78192712",,,"1,81064067","39,29999161",
09/11/2011 8.00,"51,54954672",,,"1,59348933","39,29999161",
09/11/2011 9.00,"62,11470424",,,"1,57129142","39,29999161",
09/11/2011 10.00,"62,19900432",,,"1,08208695","39,29999161",
09/11/2011 11.00,"53,50018824",,,"1,3674106","39,29999161",
09/11/2011 12.00,"46,81688784",,,"1,22044352","39,29999161",
09/11/2011 13.00,"41,09723544",,,"0,6842779","39,29999161",
09/11/2011 14.00,"37,35287024",,,"0,49287772","39,29999161",
09/11/2011 15.00,"36,67194968",,,"0,39054179","39,29999161",
09/11/2011 16.00,"36,57724832",,,"0,44204527","39,29999161",
09/11/2011 17.00,"38,04673504",,,"1,30192478","39,29999161",
09/11/2011 18.00,"40,24379512",,,"2,04177434","39,29999161",
09/11/2011 19.00,"45,03742768",,,"1,32589932","39,29999161",
09/11/2011 20.00,"47,37069864",,,"0,62925844","39,29999161",
09/11/2011 21.00,"47,8207452",,,"0,84412056","39,29999161",
09/11/2011 22.00,"45,234574",,,"0,66330557","39,29999161",
09/11/2011 23.00,"41,82610896",,,"0,56788158","39,29999161",
10/11/2011 0.00,"38,62389136",,,"0,67408764","39,29999161",
10/11/2011 1.00,"35,13890808",,,"0,64489973",32,
10/11/2011 2.00,,,,"0,58229846",32,
10/11/2011 3.00,"36,5189132",,,,32,
10/11/2011 4.00,"35,71216392",,,"0,56480016",32,
10/11/2011 5.00,"34,41003456",,,"0,65090414",32,
10/11/2011 6.00,"34,95864472",,,"0,87769236",32,
10/11/2011 7.00,"35,0429448",,,"0,85577172",32,
10/11/2011 8.00,"38,009126",,,"0,66962453",32,
10/11/2011 9.00,,,,"0,56582769",32,
10/11/2011 10.00,"41,85985576",,,"0,65998765",32,
10/11/2011 11.00,"37,73806176",,,"0,64963895",32,
10/11/2011 12.00,"35,13502672",,,"0,49892057",32,
10/11/2011 13.00,"34,57085288",,,"0,33117805",32,
10/11/2011 14.00,"34,99885408",,,"0,38604023",32,
10/11/2011 15.00,"33,30371312",,,"0,28157118",32,
10/11/2011 16.00,"32,56053784",,,"0,41427866",32,
10/11/2011 17.00,"33,51252264",,,"0,55630964",32,
10/11/2011 18.00,"34,52284256",,,"0,51681264",32,
10/11/2011 19.00,"37,629116",,,"0,57633366",32,
10/11/2011 20.00,"42,47462112",,,"0,56748665",32,
10/11/2011 21.00,"44,24886152",,,"0,56709171",32,
10/11/2011 22.00,"43,42786784",,,"0,48280513",32,
10/11/2011 23.00,"40,62642456",,,"0,32094935",32,
11/11/2011 0.00,"37,81718032",,,"0,47060175",32,
11/11/2011 1.00,"36,1414844",,,"0,29689559","29,5",
11/11/2011 2.00,"33,61366744",,,"0,33635298","29,5",
11/11/2011 3.00,"32,93796664",,,"0,39753295","29,5",
11/11/2011 4.00,"30,36215848",,,"0,35858933","29,5",
11/11/2011 5.00,"30,209122",,,"0,31581519","29,5",
11/11/2011 6.00,"30,05866672",,,"0,34476544","29,5",
11/11/2011 7.00,"32,84196512",,,"0,59616079","29,5",
11/11/2011 8.00,"38,74580048",,,"0,67503595","29,5",
11/11/2011 9.00,"45,56139216",,,"0,95937168","29,5",
11/11/2011 10.00,"43,02969384",,,"0,92785377","29,5",
11/11/2011 11.00,"36,90280456",,,"0,9656918","29,5",
11/11/2011 12.00,"34,02094256",,,"1,0194449","29,5",
11/11/2011 13.00,"31,99246352",,,"0,91849183","29,5",
11/11/2011 14.00,"32,56701952",,,"0,7985411","29,5",
11/11/2011 15.00,"31,75122648",,,"0,90735443","29,5",
11/11/2011 16.00,"31,11181544",,,"0,74909151","29,5",
11/11/2011 17.00,"31,50998944",,,"0,57392444","29,5",
11/11/2011 18.00,"35,16227272",,,"0,70418425","29,5",
11/11/2011 19.00,"36,26469368",,,"0,70268373","29,5",
11/11/2011 20.00,"40,5524684",,,"0,87350652","29,5",
11/11/2011 21.00,"42,82868528",,,"0,90553703","29,5",
11/11/2011 22.00,"43,1516412",,,"0,85545601","29,5",
11/11/2011 23.00,"38,77952816",,,"0,7791089","29,5",
12/11/2011 0.00,"34,11300536",,,"0,6660305","29,5",
12/11/2011 1.00,"32,4269464",,,"0,62937844",,
12/11/2011 2.00,,,,"0,54923925",,
12/11/2011 3.00,"33,58644056",,,,,
12/11/2011 4.00,"32,1040096",,,"0,45642254",,
12/11/2011 5.00,"30,53465912",,,"0,70292023",,
12/11/2011 6.00,"30,52817744",,,"1,31464309",,
12/11/2011 7.00,"31,76549",,,"2,08822289",,
12/11/2011 8.00,"32,72395648",,,"2,98574239",,
12/11/2011 9.00,"35,45408216",,,"3,01125705",,
12/11/2011 10.00,"36,09995576",,,"3,76327154",,
12/11/2011 11.00,"34,9923724",,,"3,50456931",,
12/11/2011 12.00,"32,88349376",,,"3,39212235",,
12/11/2011 13.00,"32,29075464",,,"3,35057262",,
12/11/2011 14.00,"31,52167176",,,"3,31715693",,
12/11/2011 15.00,"31,18705264",,,"3,27750382",,
12/11/2011 16.00,,,,,,
12/11/2011 17.00,,,,,,
12/11/2011 18.00,,,,,,
12/11/2011 19.00,,,,,,
12/11/2011 20.00,,,,,,
12/11/2011 21.00,,,,,,
12/11/2011 22.00,,,,,,
12/11/2011 23.00,,,,,,
13/11/2011 0.00,,,,,,
13/11/2011 1.00,,,,,26,
13/11/2011 2.00,,,,,26,
13/11/2011 3.00,,,,,26,
13/11/2011 4.00,,,,,26,
13/11/2011 5.00,,,,,26,
13/11/2011 6.00,,,,,26,
13/11/2011 7.00,,,,,26,
13/11/2011 8.00,,,,,26,
13/11/2011 9.00,,,,,26,
13/11/2011 10.00,,,,,26,
13/11/2011 11.00,,,,,26,
13/11/2011 12.00,,,,,26,
13/11/2011 13.00,,,,,26,
13/11/2011 14.00,,,,,26,
13/11/2011 15.00,,,,,26,
13/11/2011 16.00,,,,,26,
13/11/2011 17.00,,,,,26,
13/11/2011 18.00,,,,,26,
13/11/2011 19.00,,,,,26,
13/11/2011 20.00,,,,,26,
13/11/2011 21.00,,,,,26,
13/11/2011 22.00,,,,,26,
13/11/2011 23.00,,,,,26,
14/11/2011 0.00,,,,,26,
14/11/2011 1.00,,,,,"27,2999897",
14/11/2011 2.00,,,,,"27,2999897",
14/11/2011 3.00,,,,,"27,2999897",
14/11/2011 4.00,,,,,"27,2999897",
14/11/2011 5.00,,,,,"27,2999897",
14/11/2011 6.00,,,,,"27,2999897",
14/11/2011 7.00,,,,,"27,2999897",
14/11/2011 8.00,,,,,"27,2999897",
14/11/2011 9.00,,,,,"27,2999897",
14/11/2011 10.00,,,,,"27,2999897",
14/11/2011 11.00,,,,,"27,2999897",
14/11/2011 12.00,,,,,"27,2999897",
14/11/2011 13.00,,,,,"27,2999897",
14/11/2011 14.00,,,,,"27,2999897",
14/11/2011 15.00,,,,,"27,2999897",
14/11/2011 16.00,,,,,"27,2999897",
14/11/2011 17.00,,,,,"27,2999897",
14/11/2011 18.00,,,,,"27,2999897",
14/11/2011 19.00,,,,,"27,2999897",
14/11/2011 20.00,,,,,"27,2999897",
14/11/2011 21.00,"494,488132",,,,"27,2999897",
14/11/2011 22.00,"66,83956216",,,"0,95269623","27,2999897",
14/11/2011 23.00,"60,96299192",,,"0,91126417","27,2999897",
15/11/2011 0.00,"54,10717176",,,"0,86446029","27,2999897",
15/11/2011 1.00,"49,20461256",,,"0,87753509","28,10000038",
15/11/2011 2.00,"44,86882752",,,"0,77962266","28,10000038",
15/11/2011 3.00,"42,52257408",,,"0,85640432","28,10000038",
15/11/2011 4.00,"42,08941048",,,"0,85521835","28,10000038",
15/11/2011 5.00,"41,4512996",,,"0,87615223","28,10000038",
15/11/2011 6.00,"43,67690584",,,"0,8114959","28,10000038",
15/11/2011 7.00,"46,21120448",,,"0,74569553","28,10000038",
15/11/2011 8.00,"54,0604616",,,"0,78688993","28,10000038",
15/11/2011 9.00,"64,50242896",,,"0,86995094","28,10000038",
15/11/2011 10.00,"70,3738368",,,"0,84333069","28,10000038",
15/11/2011 11.00,"57,9462192",,,"0,8026885","28,10000038",
15/11/2011 12.00,"46,8389332",,,"0,76789228","28,10000038",
15/11/2011 13.00,"42,53555656",,,"0,5950156","28,10000038",
15/11/2011 14.00,"38,16088144",,,"0,6831327","28,10000038",
15/11/2011 15.00,"36,90280456",,,"0,63470948","28,10000038",
15/11/2011 16.00,"36,82758648",,,"0,64845531","28,10000038",
15/11/2011 17.00,"40,7651784",,,"0,70631737","28,10000038",
15/11/2011 18.00,"45,9258576",,,"0,75082969","28,10000038",
15/11/2011 19.00,"50,56903488",,,"0,64343882","28,10000038",
15/11/2011 20.00,"57,12652568",,,"0,79056318","28,10000038",
15/11/2011 21.00,"62,19638488",,,"0,74897384","28,10000038",
15/11/2011 22.00,"59,54927824",,,"0,70588166","28,10000038",
15/11/2011 23.00,"55,60128504",,,"0,69770685","28,10000038",
16/11/2011 0.00,"48,75324672",,,"0,61642247","28,10000038",
16/11/2011 1.00,"46,80132416",,,"0,53482354",32,
16/11/2011 2.00,,,,"0,47846201",32,
16/11/2011 3.00,"47,20467968",,,,32,
16/11/2011 4.00,"43,02713176",,,"0,51120433",32,
16/11/2011 5.00,"41,89098312",,,"0,56104886",32,
16/11/2011 6.00,"41,72626432",,,"0,57538651",32,
16/11/2011 7.00,"48,21243752",,,"0,63704064",32,
16/11/2011 8.00,"53,51963328",,,"0,55042406",32,
16/11/2011 9.00,"63,01221616",,,"0,62041143",32,
16/11/2011 10.00,"62,9032704",,,"0,55986405",32,
16/11/2011 11.00,"52,15523008",,,"0,36538245",32,
16/11/2011 12.00,"47,82462656",,,"0,2721708",32,
16/11/2011 13.00,"42,45255664",,,"0,31620896",32,
16/11/2011 14.00,"41,39810776",,,"0,43027528",32,
16/11/2011 15.00,"38,28409072",,,"0,31474805",32,
16/11/2011 16.00,"37,34248808",,,"0,25913678",32,
16/11/2011 17.00,"40,04278656",,,"0,28962832",32,
16/11/2011 18.00,"47,26563424",,,"0,3764814",32,
16/11/2011 19.00,"51,51581904",,,"0,2742643",32,
16/11/2011 20.00,"56,527324",,,"0,4038123",32,
16/11/2011 21.00,"61,88511128",,,"0,46317604",32,
16/11/2011 22.00,"64,40646568",,,"0,41380567",32,
16/11/2011 23.00,"62,30533064",,,"0,40875074",32,
17/11/2011 0.00,"56,55066952",,,"0,27232924",32,
17/11/2011 1.00,"49,33302248",,,"0,22366835",40,
17/11/2011 2.00,"46,91935192",,,"0,20281485",40,
17/11/2011 3.00,"44,6807632",,,"0,14428059",40,
17/11/2011 4.00,"41,37738168",,,"0,15411552",40,
17/11/2011 5.00,"40,4189152",,,"0,05975868",40,
17/11/2011 6.00,"41,54080032",,,"0,15743344",40,
17/11/2011 7.00,"46,44335952",,,"0,31881623",40,
17/11/2011 8.00,"55,2549836",,,"0,50306797",40,
17/11/2011 9.00,"66,1625612",,,"0,51321862",40,
17/11/2011 10.00,"67,56327328",,,"0,50776758",40,
17/11/2011 11.00,"53,89448088",,,"0,51112511",40,
17/11/2011 12.00,"45,0426092",,,"0,4821737",40,
17/11/2011 13.00,"42,69379368",,,"0,15273267",40,
17/11/2011 14.00,"40,16467656",,,"0,26063846",40,
17/11/2011 15.00,"36,46570224",,,"0,09929412",40,
17/11/2011 16.00,"37,1622056",,,"0,07263426",40,
17/11/2011 17.00,"40,94938048",,,"0,07966387",40,
17/11/2011 18.00,"48,27077264",,,"0,24183653",40,
17/11/2011 19.00,"52,60787696",,,"0,28169001",40,
