STATTE,,,,
,,,,,,,,,
,SO2,NO2,PM10,O3
14/03/2011 0.00,"3,03","3,99","16,00","93,88"
14/03/2011 1.00,"3,11","3,38","25,60","92,43"
14/03/2011 2.00,"2,94","2,11","25,60","93,32"
14/03/2011 3.00,"2,85","1,45","25,60","92,09"
14/03/2011 4.00,"2,98","1,12","25,60","90,14"
14/03/2011 5.00,"2,89","2,08","25,60","89,49"
14/03/2011 6.00,"3,03","3,40","25,60","87,55"
14/03/2011 7.00,"3,22","6,43","25,60","87,12"
14/03/2011 8.00,"3,16","12,17","25,60","83,96"
14/03/2011 9.00,"3,36","16,84","25,60","80,65"
14/03/2011 10.00,"3,29","12,54","25,60",
14/03/2011 11.00,"3,21","8,32","25,60","90,73"
14/03/2011 12.00,"2,97","7,62","25,60","90,96"
14/03/2011 13.00,"2,95","7,34","25,60","91,03"
14/03/2011 14.00,"3,20","7,04","25,60","88,29"
14/03/2011 15.00,"3,13","7,56","25,60","86,39"
14/03/2011 16.00,"2,95","5,57","25,60","88,09"
14/03/2011 17.00,"2,99","8,25","25,60","85,41"
14/03/2011 18.00,"3,23","9,74","25,60","85,52"
14/03/2011 19.00,"2,97","9,52","25,60","85,47"
14/03/2011 20.00,"3,17","10,61","25,60","83,86"
14/03/2011 21.00,"2,91","10,19","25,60","82,27"
14/03/2011 22.00,"2,90","6,67","25,60","84,43"
14/03/2011 23.00,"3,12","4,06","25,60","89,00"
15/03/2011 0.00,"2,96","3,03","25,60","90,06"
15/03/2011 1.00,,"2,86","20,10","91,89"
15/03/2011 2.00,"2,82",,"20,10","91,62"
15/03/2011 3.00,"2,65","3,01","20,10","94,04"
15/03/2011 4.00,"2,91","3,58","20,10","95,46"
15/03/2011 5.00,"2,73","3,36","20,10","95,83"
15/03/2011 6.00,"3,03","3,21","20,10","95,74"
15/03/2011 7.00,"2,90","8,39","20,10","91,69"
15/03/2011 8.00,"2,92","10,46","20,10","88,90"
15/03/2011 9.00,"2,89","12,11","20,10","91,41"
15/03/2011 10.00,"2,80","9,96","20,10","91,98"
15/03/2011 11.00,"2,16",,"20,10","91,94"
15/03/2011 12.00,"2,53","10,33","20,10","92,09"
15/03/2011 13.00,"2,70","10,20","20,10","92,42"
15/03/2011 14.00,"2,70","9,06","20,10","91,96"
15/03/2011 15.00,"2,72","7,86","20,10","90,94"
15/03/2011 16.00,"2,54","7,25","20,10","90,06"
15/03/2011 17.00,"2,37","9,23","20,10","89,65"
15/03/2011 18.00,"2,52","9,83","20,10","87,76"
15/03/2011 19.00,"2,41","10,48","20,10","85,63"
15/03/2011 20.00,"2,28","9,74","20,10","87,62"
15/03/2011 21.00,"2,41","8,50","20,10","90,20"
15/03/2011 22.00,"2,77","6,55","20,10","91,71"
15/03/2011 23.00,"2,63","4,10","20,10","95,52"
16/03/2011 0.00,"2,55","4,08","20,10","96,70"
16/03/2011 1.00,"2,72","2,46","36,40","97,98"
16/03/2011 2.00,"2,55","1,65","36,40","100,61"
16/03/2011 3.00,"2,73","2,75","36,40","101,83"
16/03/2011 4.00,"2,44","2,26","36,40","104,44"
16/03/2011 5.00,"2,34","3,23","36,40","102,85"
16/03/2011 6.00,"2,41","3,15","36,40","102,27"
16/03/2011 7.00,"2,36","6,00","36,40","100,22"
16/03/2011 8.00,"2,53","7,66","36,40","95,49"
16/03/2011 9.00,"2,63","10,00","36,40","93,48"
16/03/2011 10.00,"2,67","8,82","36,40","92,19"
16/03/2011 11.00,"2,48","17,60","36,40","83,53"
16/03/2011 12.00,"2,56","14,62","36,40","84,90"
16/03/2011 13.00,"2,64","7,68","36,40","88,40"
16/03/2011 14.00,"2,42","6,60","36,40","89,92"
16/03/2011 15.00,"2,47","5,60","36,40","92,37"
16/03/2011 16.00,"2,52","5,37","36,40","91,51"
16/03/2011 17.00,"2,42",,"36,40","91,27"
16/03/2011 18.00,"2,19",,"36,40","91,67"
16/03/2011 19.00,"2,33","8,71","36,40","95,28"
16/03/2011 20.00,"2,43","10,97","36,40","97,38"
16/03/2011 21.00,"2,43","9,57","36,40","95,32"
16/03/2011 22.00,"2,42","7,31","36,40","95,31"
16/03/2011 23.00,"2,36","5,39","36,40","94,98"
17/03/2011 0.00,"2,52","4,22","36,40","98,22"
17/03/2011 1.00,,"4,48","25,70","100,48"
17/03/2011 2.00,"2,18",,"25,70","102,87"
17/03/2011 3.00,"2,26","16,71","25,70","93,83"
17/03/2011 4.00,"2,38","37,32","25,70","77,53"
17/03/2011 5.00,"2,36","29,04","25,70","84,63"
17/03/2011 6.00,"2,40","5,60","25,70","96,38"
17/03/2011 7.00,"2,26","17,15","25,70","74,63"
17/03/2011 8.00,"2,55","16,43","25,70","74,22"
17/03/2011 9.00,"2,39","4,84","25,70","87,60"
17/03/2011 10.00,"2,38","4,46","25,70","89,45"
17/03/2011 11.00,"2,28","10,27","25,70","89,25"
17/03/2011 12.00,"2,54","14,77","25,70","88,08"
17/03/2011 13.00,"2,47","10,47","25,70","95,07"
17/03/2011 14.00,"2,65","8,52","25,70","98,70"
17/03/2011 15.00,"2,19","4,51","25,70","103,12"
17/03/2011 16.00,"2,37","6,48","25,70","102,03"
17/03/2011 17.00,"2,51","20,64","25,70","92,83"
17/03/2011 18.00,"2,56","26,40","25,70","88,08"
17/03/2011 19.00,"2,65","29,74","25,70","73,95"
17/03/2011 20.00,"2,55","21,39","25,70","73,81"
17/03/2011 21.00,"2,73","30,93","25,70","66,92"
17/03/2011 22.00,"2,84","26,06","25,70","71,23"
17/03/2011 23.00,"2,63","20,83","25,70","67,10"
18/03/2011 0.00,"2,67","9,82","25,70","76,68"
18/03/2011 1.00,"2,32","8,51","16,20","73,45"
18/03/2011 2.00,"2,39","5,74","16,20","76,95"
18/03/2011 3.00,"2,52","6,44","16,20","71,35"
18/03/2011 4.00,"2,50","7,91","16,20","73,54"
18/03/2011 5.00,"2,59","9,90","16,20","70,26"
18/03/2011 6.00,"2,44","10,27","16,20","65,17"
18/03/2011 7.00,"2,42","11,70","16,20","59,72"
18/03/2011 8.00,"2,53","17,56","16,20","58,55"
18/03/2011 9.00,"2,81","17,14","16,20","61,55"
18/03/2011 10.00,"3,00","21,50","16,20","72,34"
18/03/2011 11.00,"3,12","11,21","16,20","86,93"
18/03/2011 12.00,"2,76","11,28","16,20","84,73"
18/03/2011 13.00,"2,82","10,54","16,20","83,05"
18/03/2011 14.00,"3,03","14,08","16,20","79,77"
18/03/2011 15.00,"2,85","8,69","16,20","73,72"
18/03/2011 16.00,"2,96","17,87","16,20","72,41"
18/03/2011 17.00,"2,76","18,08","16,20","70,58"
18/03/2011 18.00,"2,99","22,07","16,20","68,32"
18/03/2011 19.00,"2,97","21,41","16,20","59,93"
18/03/2011 20.00,"3,13","22,51","16,20","56,83"
18/03/2011 21.00,"3,10","22,70","16,20","46,17"
18/03/2011 22.00,"3,17","35,65","16,20","34,18"
18/03/2011 23.00,"3,06","18,30","16,20","44,27"
19/03/2011 0.00,"2,87","13,08","16,20","44,75"
19/03/2011 1.00,,"9,20","23,20","53,39"
19/03/2011 2.00,"2,86",,"23,20","46,88"
19/03/2011 3.00,"2,97","8,30","23,20","61,38"
19/03/2011 4.00,"2,94","6,94","23,20","62,48"
19/03/2011 5.00,"2,82","5,91","23,20","57,74"
19/03/2011 6.00,"3,01","4,71","23,20","80,03"
19/03/2011 7.00,"3,04","6,90","23,20","70,33"
19/03/2011 8.00,"2,77","9,97","23,20","66,33"
19/03/2011 9.00,"2,97","21,21","23,20","54,47"
19/03/2011 10.00,"3,04","12,85","23,20","69,85"
19/03/2011 11.00,"3,09","12,91","23,20","55,53"
19/03/2011 12.00,"3,03","14,00","23,20","60,99"
19/03/2011 13.00,"3,11","11,90","23,20","67,38"
19/03/2011 14.00,"3,19","10,77","23,20","77,46"
19/03/2011 15.00,"2,94","9,16","23,20","84,38"
19/03/2011 16.00,"2,58","8,22","23,20","88,39"
19/03/2011 17.00,"3,03","9,04","23,20","82,66"
19/03/2011 18.00,"3,06","12,01","23,20","81,45"
19/03/2011 19.00,"3,05","14,00","23,20","71,23"
19/03/2011 20.00,"3,19","19,57","23,20","57,02"
19/03/2011 21.00,"3,71","27,66","23,20","52,67"
19/03/2011 22.00,"4,47","27,56","23,20","61,27"
19/03/2011 23.00,"8,05","28,77","23,20","63,33"
20/03/2011 0.00,"4,76","21,05","23,20","64,19"
20/03/2011 1.00,"4,03","16,63","12,90","68,85"
20/03/2011 2.00,"3,66","10,98","12,90","65,47"
20/03/2011 3.00,"3,57","10,59","12,90","68,62"
20/03/2011 4.00,"3,53","8,59","12,90","70,21"
20/03/2011 5.00,"3,44","7,20","12,90","67,02"
20/03/2011 6.00,"3,30","6,82","12,90","67,90"
20/03/2011 7.00,"2,82","6,86","12,90","67,10"
20/03/2011 8.00,"2,86","7,05","12,90","67,60"
20/03/2011 9.00,"2,86","6,56","12,90","72,46"
20/03/2011 10.00,"2,78","6,96","12,90","79,15"
20/03/2011 11.00,"3,06","7,41","12,90","83,96"
20/03/2011 12.00,"2,98","8,53","12,90","82,38"
20/03/2011 13.00,"3,17","8,92","12,90","84,74"
20/03/2011 14.00,"3,14","8,07","12,90","87,58"
20/03/2011 15.00,"3,17","7,76","12,90","88,09"
20/03/2011 16.00,"3,10","7,42","12,90","86,29"
20/03/2011 17.00,"3,10","8,04","12,90","83,00"
20/03/2011 18.00,"3,31","12,03","12,90","82,64"
20/03/2011 19.00,"3,69","10,97","12,90","90,09"
20/03/2011 20.00,"3,05","11,14","12,90","88,39"
20/03/2011 21.00,"3,55","12,16","12,90","86,17"
20/03/2011 22.00,"3,31","12,25","12,90","80,71"
20/03/2011 23.00,"3,46","9,95","12,90","78,37"
21/03/2011 0.00,"3,51","8,79","12,90","71,36"
21/03/2011 1.00,,"6,14","10,70","72,50"
21/03/2011 2.00,"3,14",,"10,70","69,81"
21/03/2011 3.00,"3,39","6,99","10,70","65,47"
21/03/2011 4.00,"3,32","6,33","10,70","69,77"
21/03/2011 5.00,"3,37","6,15","10,70","69,21"
21/03/2011 6.00,"3,37","6,21","10,70","67,79"
21/03/2011 7.00,"3,32","8,68","10,70","60,26"
21/03/2011 8.00,"3,44","12,03","10,70","57,33"
21/03/2011 9.00,"3,46","15,62","10,70","57,27"
21/03/2011 10.00,"3,51","14,99","10,70","60,32"
21/03/2011 11.00,"3,26","18,19","10,70","57,92"
21/03/2011 12.00,"3,43","13,28","10,70","59,76"
21/03/2011 13.00,"3,60","13,13","10,70","60,60"
21/03/2011 14.00,"3,43","14,37","10,70","62,41"
21/03/2011 15.00,"3,55","9,54","10,70","67,67"
21/03/2011 16.00,"3,42","10,44","10,70","73,30"
21/03/2011 17.00,"3,44","15,26","10,70","72,12"
21/03/2011 18.00,"3,49","14,58","10,70","73,22"
21/03/2011 19.00,"3,49","14,63","10,70","73,26"
21/03/2011 20.00,"3,37","17,46","10,70","72,19"
21/03/2011 21.00,"3,36","13,13","10,70","76,30"
21/03/2011 22.00,"3,30","10,93","10,70","76,54"
21/03/2011 23.00,"3,19","7,35","10,70","80,45"
22/03/2011 0.00,"3,20","9,29","10,70","74,14"
22/03/2011 1.00,"3,08","8,50","15,50","72,41"
22/03/2011 2.00,"3,23","6,56","15,50","73,52"
22/03/2011 3.00,"3,15","4,82","15,50","73,11"
22/03/2011 4.00,"3,16","7,08","15,50","72,45"
22/03/2011 5.00,"3,18","6,91","15,50","71,26"
22/03/2011 6.00,"3,30","7,23","15,50","62,48"
22/03/2011 7.00,"3,33","10,09","15,50","60,80"
22/03/2011 8.00,"3,48","11,76","15,50","71,11"
22/03/2011 9.00,"3,64","11,32","15,50","77,32"
22/03/2011 10.00,"3,56","9,63","15,50","80,32"
22/03/2011 11.00,"3,82","7,49","15,50","88,47"
22/03/2011 12.00,"3,87","7,61","15,50","91,46"
22/03/2011 13.00,"4,02","7,51","15,50","95,51"
22/03/2011 14.00,"4,05","8,02","15,50","95,43"
22/03/2011 15.00,"4,08","6,77","15,50","97,01"
22/03/2011 16.00,"3,81","7,19","15,50","96,29"
22/03/2011 17.00,"3,88","9,62","15,50","91,53"
22/03/2011 18.00,"3,95","11,04","15,50","89,35"
22/03/2011 19.00,"3,88","13,43","15,50","86,04"
22/03/2011 20.00,"3,99","15,37","15,50","79,58"
22/03/2011 21.00,"3,81","15,83","15,50","68,15"
22/03/2011 22.00,"3,47","11,15","15,50","76,47"
22/03/2011 23.00,"3,57","9,30","15,50","80,34"
23/03/2011 0.00,"3,54","12,28","15,50","75,00"
23/03/2011 1.00,,"8,50","21,40","78,46"
23/03/2011 2.00,"3,38",,"21,40","79,15"
23/03/2011 3.00,"3,47","5,19","21,40","80,08"
23/03/2011 4.00,"3,49","4,76","21,40","81,31"
23/03/2011 5.00,"3,48","4,10","21,40","81,94"
23/03/2011 6.00,"3,45","4,25","21,40","79,09"
23/03/2011 7.00,"3,63","8,31","21,40","70,99"
23/03/2011 8.00,"3,69","12,16","21,40","64,57"
23/03/2011 9.00,"3,64","17,57","21,40","67,68"
23/03/2011 10.00,"4,07","10,78","21,40","84,79"
23/03/2011 11.00,"4,32","10,63","21,40","87,51"
23/03/2011 12.00,"4,24","11,34","21,40","91,14"
23/03/2011 13.00,"4,54","9,62","21,40","93,27"
23/03/2011 14.00,"4,62","10,58","21,40","97,22"
23/03/2011 15.00,"5,51","7,66","21,40","103,76"
23/03/2011 16.00,"5,49","7,44","21,40","107,11"
23/03/2011 17.00,"5,34","8,71","21,40","109,56"
23/03/2011 18.00,"4,67","11,52","21,40","104,25"
23/03/2011 19.00,"4,12","14,01","21,40","101,58"
23/03/2011 20.00,"4,10","15,91","21,40","106,52"
23/03/2011 21.00,"3,93","15,76","21,40","103,46"
23/03/2011 22.00,"3,95","13,82","21,40","97,10"
23/03/2011 23.00,"3,79","19,39","21,40","78,42"
24/03/2011 0.00,"3,75","14,85","21,40","76,52"
24/03/2011 1.00,"3,57","8,99","25,00","89,84"
24/03/2011 2.00,"3,54","5,89","25,00","91,64"
24/03/2011 3.00,"3,42","5,21","25,00","99,98"
24/03/2011 4.00,"3,63","5,26","25,00","101,04"
24/03/2011 5.00,"3,68","5,66","25,00","99,17"
24/03/2011 6.00,"3,69","6,42","25,00","94,92"
24/03/2011 7.00,"3,68","9,99","25,00","94,00"
24/03/2011 8.00,"3,87","16,23","25,00","76,72"
24/03/2011 9.00,"3,98","14,67","25,00","85,01"
24/03/2011 10.00,"4,29","12,18","25,00","96,51"
24/03/2011 11.00,"4,85","10,99","25,00","96,95"
24/03/2011 12.00,"5,28","9,97","25,00","104,92"
24/03/2011 13.00,"5,31","10,98","25,00","107,93"
24/03/2011 14.00,"4,93","9,70","25,00","111,42"
24/03/2011 15.00,"4,87","7,96","25,00","110,67"
24/03/2011 16.00,"4,65","8,10","25,00","114,18"
24/03/2011 17.00,"4,77","8,55","25,00","116,27"
24/03/2011 18.00,"4,39","12,20","25,00","110,69"
24/03/2011 19.00,"4,16","20,79","25,00","98,68"
24/03/2011 20.00,"4,11","16,68","25,00","106,78"
24/03/2011 21.00,"3,98","16,86","25,00","104,98"
24/03/2011 22.00,"3,94","15,72","25,00","84,03"
24/03/2011 23.00,"3,89","14,24","25,00","91,55"
25/03/2011 0.00,"3,86","9,12","25,00","92,23"
25/03/2011 1.00,,"12,61","29,90","84,36"
25/03/2011 2.00,"3,65",,"29,90","74,83"
25/03/2011 3.00,"3,78","9,37","29,90","79,37"
25/03/2011 4.00,"3,51","6,93","29,90","83,96"
25/03/2011 5.00,"3,64","7,43","29,90","85,20"
25/03/2011 6.00,"3,63","5,42","29,90","89,11"
25/03/2011 7.00,"3,55","8,19","29,90","92,04"
25/03/2011 8.00,"3,81","11,67","29,90","68,11"
25/03/2011 9.00,"4,19","25,44","29,90","68,60"
25/03/2011 10.00,"4,37","25,41","29,90","64,93"
25/03/2011 11.00,"4,30","27,50","29,90","68,28"
25/03/2011 12.00,"4,05","24,90","29,90","81,80"
25/03/2011 13.00,"5,15","29,80","29,90","89,63"
25/03/2011 14.00,"9,14","44,00","29,90","89,42"
25/03/2011 15.00,"9,73","29,90","29,90","98,28"
25/03/2011 16.00,"11,51","35,82","29,90","93,39"
25/03/2011 17.00,"12,22","42,74","29,90","91,67"
25/03/2011 18.00,"6,32","33,66","29,90","99,53"
25/03/2011 19.00,"4,71","32,79","29,90","92,00"
25/03/2011 20.00,"4,33","46,94","29,90","85,41"
25/03/2011 21.00,"4,54","54,90","29,90","86,71"
25/03/2011 22.00,"4,17","35,47","29,90","97,82"
25/03/2011 23.00,"4,12","38,99","29,90","82,12"
26/03/2011 0.00,"4,08","28,43","29,90","79,63"
26/03/2011 1.00,"3,93","31,08","25,10","59,70"
26/03/2011 2.00,"3,90","17,58","25,10","64,58"
26/03/2011 3.00,"3,73","11,53","25,10","75,72"
26/03/2011 4.00,"3,74","9,18","25,10","86,75"
26/03/2011 5.00,"3,44","6,13","25,10","90,33"
26/03/2011 6.00,"3,53","5,50","25,10","93,07"
26/03/2011 7.00,"3,37","12,15","25,10","87,13"
26/03/2011 8.00,"3,76","23,58","25,10","79,55"
26/03/2011 9.00,"3,76","19,49","25,10","75,99"
26/03/2011 10.00,"4,00","16,91","25,10","84,87"
26/03/2011 11.00,"3,80","20,47","25,10","92,76"
26/03/2011 12.00,"3,93","8,99","25,10","106,15"
26/03/2011 13.00,"3,93","10,90","25,10","105,68"
26/03/2011 14.00,"5,54","20,75","25,10","101,86"
26/03/2011 15.00,"8,32","27,09","25,10","108,27"
26/03/2011 16.00,"6,46","21,78","25,10","109,44"
26/03/2011 17.00,"5,83","23,28","25,10","102,76"
26/03/2011 18.00,"5,22","21,88","25,10","100,64"
26/03/2011 19.00,"4,01","24,62","25,10","93,67"
26/03/2011 20.00,"4,10","31,70","25,10","88,77"
26/03/2011 21.00,"4,16","37,10","25,10","83,87"
26/03/2011 22.00,"4,23","44,67","25,10","72,72"
26/03/2011 23.00,"4,22","50,32","25,10","57,78"
27/03/2011 0.00,"4,06","46,37","25,10","44,46"
27/03/2011 1.00,,"46,40","21,20","39,60"
27/03/2011 2.00,"3,49",,"21,20","66,00"
27/03/2011 3.00,"3,45","18,76","21,20","69,64"
27/03/2011 4.00,"3,42","13,29","21,20","64,26"
27/03/2011 5.00,"3,33","7,95","21,20","66,77"
27/03/2011 6.00,"3,38","7,97","21,20","68,14"
27/03/2011 7.00,"3,56","9,38","21,20","71,22"
27/03/2011 8.00,"3,73","11,13","21,20","68,98"
27/03/2011 9.00,"3,86","10,93","21,20","69,18"
27/03/2011 10.00,"3,95","8,56","21,20","82,66"
27/03/2011 11.00,"4,01","10,05","21,20","88,99"
27/03/2011 12.00,"4,12","10,67","21,20","94,87"
27/03/2011 13.00,"3,97","7,43","21,20","101,75"
27/03/2011 14.00,"4,02","6,06","21,20","103,85"
27/03/2011 15.00,"4,29","11,12","21,20","102,64"
27/03/2011 16.00,"8,55","33,26","21,20","90,83"
27/03/2011 17.00,"6,35","19,78","21,20","89,37"
27/03/2011 18.00,"4,17","11,63","21,20","90,96"
27/03/2011 19.00,"3,91","17,97","21,20","74,16"
27/03/2011 20.00,"3,58","19,30","21,20","68,93"
27/03/2011 21.00,"4,30","57,68","21,20","47,30"
27/03/2011 22.00,"3,98","44,24","21,20","50,23"
27/03/2011 23.00,"3,87","39,54","21,20","56,87"
28/03/2011 0.00,"3,83","20,68","21,20","80,91"
28/03/2011 1.00,"3,71","8,72","23,60","92,06"
28/03/2011 2.00,"3,65","5,16","23,60","93,37"
28/03/2011 3.00,"3,72","5,09","23,60","92,29"
28/03/2011 4.00,"3,36","4,75","23,60","93,97"
28/03/2011 5.00,"3,21","5,60","23,60","91,45"
28/03/2011 6.00,"3,64","13,52","23,60","83,52"
28/03/2011 7.00,"3,27","17,15","23,60","76,44"
28/03/2011 8.00,"3,64","19,52","23,60","75,75"
28/03/2011 9.00,"3,83","20,82","23,60","78,94"
28/03/2011 10.00,"4,57","14,22","23,60","81,90"
28/03/2011 11.00,"4,14","21,53","23,60","87,54"
28/03/2011 12.00,"3,70","13,43","23,60","91,73"
28/03/2011 13.00,"3,98","10,37","23,60","96,29"
28/03/2011 14.00,"3,72","9,86","23,60","96,94"
28/03/2011 15.00,"3,60","9,24","23,60","89,66"
28/03/2011 16.00,"3,63","13,73","23,60","82,78"
28/03/2011 17.00,"3,53","17,22","23,60","77,87"
28/03/2011 18.00,"3,68","25,68","23,60","67,08"
28/03/2011 19.00,"3,54","18,02","23,60","72,42"
28/03/2011 20.00,"3,49","16,12","23,60","72,50"
28/03/2011 21.00,"3,61","13,51","23,60","70,07"
28/03/2011 22.00,"3,23","8,29","23,60","72,73"
28/03/2011 23.00,"3,45","6,56","23,60","71,26"
29/03/2011 0.00,"3,13","5,19","23,60","69,61"
29/03/2011 1.00,,"6,18","16,70","65,80"
29/03/2011 2.00,"3,20",,"16,70","66,42"
29/03/2011 3.00,"3,23","11,80","16,70","65,05"
29/03/2011 4.00,"3,23","16,78","16,70","58,46"
29/03/2011 5.00,"3,36","8,94","16,70","63,74"
29/03/2011 6.00,"3,28","7,03","16,70","70,04"
29/03/2011 7.00,"3,25","17,31","16,70","52,89"
29/03/2011 8.00,"4,21","18,95","16,70","46,23"
29/03/2011 9.00,"2,73","11,61","16,70",
29/03/2011 10.00,,,"16,70","46,82"
29/03/2011 11.00,"2,63",,"16,70","67,56"
29/03/2011 12.00,"2,75","10,25","16,70","70,32"
29/03/2011 13.00,"3,38","9,56","16,70","80,60"
29/03/2011 14.00,"3,18","8,67","16,70","80,46"
29/03/2011 15.00,"8,35","8,71","16,70",
29/03/2011 16.00,"2,84","12,18","16,70","84,45"
29/03/2011 17.00,"3,23","27,11","16,70","65,78"
29/03/2011 18.00,"3,06","20,15","16,70","51,75"
29/03/2011 19.00,"3,25","30,05","16,70","37,92"
29/03/2011 20.00,"3,29","34,46","16,70","28,77"
29/03/2011 21.00,"3,19","34,17","16,70","35,91"
29/03/2011 22.00,"3,30","32,49","16,70","40,98"
29/03/2011 23.00,"3,27","20,15","16,70","53,13"
30/03/2011 0.00,"2,82","8,96","16,70","58,45"
30/03/2011 1.00,"2,80","5,87","15,40","76,98"
30/03/2011 2.00,"2,30","5,29","15,40","75,77"
30/03/2011 3.00,"2,10","4,65","15,40","74,75"
30/03/2011 4.00,"2,83","4,51","15,40","66,32"
30/03/2011 5.00,"2,77","4,65","15,40","51,51"
30/03/2011 6.00,"2,81","6,33","15,40","72,52"
30/03/2011 7.00,"2,78","15,84","15,40","58,29"
30/03/2011 8.00,"2,75","24,29","15,40","47,45"
30/03/2011 9.00,"2,91","18,37","15,40","56,30"
30/03/2011 10.00,"2,83","12,25","15,40","63,45"
30/03/2011 11.00,"2,77","26,05","15,40","66,64"
30/03/2011 12.00,"2,93","47,33","15,40","61,78"
30/03/2011 13.00,"3,27","23,36","15,40","77,36"
30/03/2011 14.00,"3,08","28,30","15,40","77,46"
30/03/2011 15.00,"2,74","28,18","15,40","74,42"
30/03/2011 16.00,"2,77","21,42","15,40","75,88"
30/03/2011 17.00,"2,45","9,50","15,40","86,48"
30/03/2011 18.00,"2,93","15,23","15,40","71,94"
30/03/2011 19.00,"3,09","22,82","15,40","59,17"
30/03/2011 20.00,"3,00","35,42","15,40","46,65"
30/03/2011 21.00,"2,93","26,18","15,40","65,53"
30/03/2011 22.00,"2,73","15,81","15,40","78,90"
30/03/2011 23.00,"2,79","12,22","15,40","77,51"
31/03/2011 0.00,"2,67","11,25","15,40","76,87"
31/03/2011 1.00,,"8,71","14,20","80,97"
31/03/2011 2.00,"2,58",,"14,20","75,10"
31/03/2011 3.00,"2,47","6,68","14,20","82,79"
31/03/2011 4.00,"2,37","6,77","14,20","85,34"
31/03/2011 5.00,"2,51","7,02","14,20","83,52"
31/03/2011 6.00,"2,45","6,60","14,20","81,78"
31/03/2011 7.00,"2,54","8,14","14,20","91,96"
31/03/2011 8.00,"2,67","11,17","14,20","92,48"
31/03/2011 9.00,"2,84","9,61","14,20","100,91"
31/03/2011 10.00,"2,72","7,78","14,20","94,50"
31/03/2011 11.00,"2,87","10,11","14,20","94,22"
31/03/2011 12.00,"2,86","9,16","14,20","102,56"
31/03/2011 13.00,"2,90","9,29","14,20","104,64"
31/03/2011 14.00,"2,89","7,25","14,20","107,88"
31/03/2011 15.00,"2,90","7,12","14,20","113,77"
31/03/2011 16.00,"2,92","7,83","14,20","117,98"
31/03/2011 17.00,"3,01","8,68","14,20","121,48"
31/03/2011 18.00,"2,99","9,31","14,20","117,63"
31/03/2011 19.00,"2,93","12,40","14,20","113,28"
31/03/2011 20.00,"2,93","12,06","14,20","117,81"
31/03/2011 21.00,"2,97","10,50","14,20","121,02"
31/03/2011 22.00,"2,90","9,09","14,20","124,24"
31/03/2011 23.00,"2,96","12,67","14,20","109,98"
01/04/2011 0.00,"2,73","9,63","14,20","109,66"
01/04/2011 1.00,"2,71","6,26","26,20","120,08"
01/04/2011 2.00,"2,76","4,94","26,20","119,53"
01/04/2011 3.00,"2,52","4,67","26,20","120,24"
01/04/2011 4.00,"2,21","4,86","26,20","121,10"
01/04/2011 5.00,"2,28","5,51","26,20","117,81"
01/04/2011 6.00,"2,48","7,21","26,20","114,08"
01/04/2011 7.00,"2,73","10,43","26,20","104,11"
01/04/2011 8.00,"3,03","12,88","26,20","92,29"
01/04/2011 9.00,"3,10","12,59","26,20","97,88"
01/04/2011 10.00,"3,10","12,70","26,20","102,94"
01/04/2011 11.00,"3,34","12,93","26,20","107,22"
01/04/2011 12.00,"3,69","15,02","26,20","111,71"
01/04/2011 13.00,"4,00","11,95","26,20","114,55"
01/04/2011 14.00,"4,16","9,02","26,20","116,77"
01/04/2011 15.00,"4,73","8,72","26,20","121,62"
01/04/2011 16.00,"3,97","8,96","26,20","121,16"
01/04/2011 17.00,"4,04","10,48","26,20","123,57"
01/04/2011 18.00,"4,49","11,84","26,20","130,12"
01/04/2011 19.00,"3,29","15,30","26,20","125,73"
01/04/2011 20.00,"2,71","14,28","26,20","128,18"
01/04/2011 21.00,"2,66","12,90","26,20","125,31"
01/04/2011 22.00,"2,61","13,79","26,20","117,85"
01/04/2011 23.00,"2,55","8,82","26,20","117,56"
02/04/2011 0.00,"2,60","5,91","26,20","118,73"
02/04/2011 1.00,,"5,71",,"123,08"
02/04/2011 2.00,"2,33",,,"121,78"
02/04/2011 3.00,"2,41","11,08",,"117,85"
02/04/2011 4.00,"2,43","10,54",,"110,05"
02/04/2011 5.00,"2,51","10,48",,"107,45"
02/04/2011 6.00,"2,36","10,77",,"103,93"
02/04/2011 7.00,"2,69","13,28",,"97,80"
02/04/2011 8.00,"2,84","16,22",,"92,16"
02/04/2011 9.00,"3,06","14,65",,"91,94"
02/04/2011 10.00,"3,86","16,24",,"96,15"
02/04/2011 11.00,"4,82","13,13",,"105,53"
02/04/2011 12.00,"26,68","10,78",,
02/04/2011 13.00,"5,64","10,26",,"115,46"
02/04/2011 14.00,"5,35","7,06",,"118,37"
02/04/2011 15.00,,,,
02/04/2011 16.00,,,,
02/04/2011 17.00,,,,
02/04/2011 18.00,,,,
02/04/2011 19.00,,,,
02/04/2011 20.00,,,,
02/04/2011 21.00,,,,
02/04/2011 22.00,,,,
02/04/2011 23.00,,,,
03/04/2011 0.00,,,,
03/04/2011 1.00,,,"14,00",
03/04/2011 2.00,,,"14,00",
03/04/2011 3.00,,,"14,00",
03/04/2011 4.00,,,"14,00",
03/04/2011 5.00,,,"14,00",
03/04/2011 6.00,,,"14,00",
03/04/2011 7.00,,,"14,00",
03/04/2011 8.00,,,"14,00",
03/04/2011 9.00,,,"14,00",
03/04/2011 10.00,,,"14,00",
03/04/2011 11.00,,,"14,00",
03/04/2011 12.00,,,"14,00",
03/04/2011 13.00,,,"14,00",
03/04/2011 14.00,,,"14,00",
