Stat,TA-Talsano,,,,,
Parm,SO2,NOX,NO2,PM10,O3,IPA TOT
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,ug/m3 293K,ng/m3
15/10/2014 16.00,"3,3","3,2","1,6","33,0","58,2","2,3"
15/10/2014 17.00,"3,7","3,6","2,7","33,0","59,3","2,9"
15/10/2014 18.00,"3,3","4,7","3,8","33,0","58,8","4,1"
15/10/2014 19.00,"3,3","3,7","3,0","33,0","59,1","3,1"
15/10/2014 20.00,"3,3","3,7","3,2","33,0","53,6","3,7"
15/10/2014 21.00,"3,3","7,9","6,7","33,0","46,7","5,8"
15/10/2014 22.00,"3,3","4,2","3,9","33,0","54,4","2,2"
15/10/2014 23.00,"3,3","3,6","3,3","33,0","38,3","2,1"
16/10/2014 0.00,"3,3","8,3","5,7","33,0","28,0","1,9"
16/10/2014 1.00,"3,1","4,9","3,9","28,0","20,4","2,1"
16/10/2014 2.00,"3,3","3,3","2,5","28,0","20,6","1,7"
16/10/2014 3.00,"3,1","2,5","2,0","28,0","14,3","1,6"
16/10/2014 4.00,"3,2","2,4","1,7","28,0","18,5","1,6"
16/10/2014 5.00,"3,2","4,4","3,5","28,0","19,2","2,9"
16/10/2014 6.00,"3,3","7,9","7,2","28,0","19,4","7,8"
16/10/2014 7.00,"3,3","22,0","12,3","28,0","6,4","27,8"
16/10/2014 8.00,"3,3","13,4","8,9","28,0","9,9","15,5"
16/10/2014 9.00,"3,3","21,5","12,5","28,0","14,0","16,4"
16/10/2014 10.00,"3,9","17,4","13,1","28,0","35,6","12,9"
16/10/2014 11.00,"3,3","12,1","8,4","28,0","48,9","5,7"
16/10/2014 12.00,"3,2","6,5","4,9","28,0","57,4","3,0"
16/10/2014 13.00,"2,7","6,8","5,5","28,0","58,3","3,6"
16/10/2014 14.00,"3,2","7,2","5,5","28,0","64,3","3,4"
16/10/2014 15.00,"3,2","5,7","4,8","28,0","65,6","2,9"
16/10/2014 16.00,"3,3","4,9","4,0","28,0","67,5","3,5"
16/10/2014 17.00,"3,3","8,2","6,5","28,0","63,5","5,4"
16/10/2014 18.00,"3,1","7,0","6,4","28,0","66,9","4,5"
16/10/2014 19.00,"3,2","5,0","4,3","28,0","74,3","3,8"
16/10/2014 20.00,"3,2","5,7","4,9","28,0","71,0","2,9"
16/10/2014 21.00,"2,9","3,5","3,1","28,0","74,0","1,8"
16/10/2014 22.00,"2,9","2,2","1,5","28,0","77,5","1,5"
16/10/2014 23.00,"2,8","2,8","2,4","28,0","73,1","1,8"
17/10/2014 0.00,"2,8","4,0","3,2","28,0","67,2","1,1"
17/10/2014 1.00,,"5,5","4,7","24,9","55,3","1,3"
17/10/2014 2.00,"3,1",,,"24,9","42,9","2,1"
17/10/2014 3.00,"3,1","4,5","3,9","24,9",,"1,7"
17/10/2014 4.00,"2,4","4,8","4,2","24,9","23,3","1,6"
17/10/2014 5.00,"3,0","5,6","4,7","24,9","19,9","1,9"
17/10/2014 6.00,"2,6","7,7","7,2","24,9","16,1","2,7"
17/10/2014 7.00,"2,5","11,8","8,7","24,9","5,8","8,7"
17/10/2014 8.00,"2,8","22,5","14,0","24,9","15,0","10,5"
17/10/2014 9.00,"2,7","25,1","16,0","24,9","30,8","8,0"
17/10/2014 10.00,"2,6","15,9","11,7","24,9","54,7","5,0"
17/10/2014 11.00,"2,2","5,4","3,9","24,9","73,0","2,2"
17/10/2014 12.00,"3,0","6,1","4,6","24,9","79,0","2,6"
17/10/2014 13.00,"2,9","6,2","4,8","24,9","79,0","3,4"
17/10/2014 14.00,"2,1","10,4","7,1","24,9","77,6","3,9"
17/10/2014 15.00,"3,1","5,1","3,8","24,9","79,5","2,7"
17/10/2014 16.00,"3,2","6,2","5,2","24,9","75,6","6,1"
17/10/2014 17.00,"3,1","8,6","7,7","24,9","77,3","5,1"
17/10/2014 18.00,"2,9","10,7","9,8","24,9","70,6","5,9"
17/10/2014 19.00,"2,7","6,9","6,5","24,9","69,1","3,2"
17/10/2014 20.00,"2,4","11,5","10,9","24,9","56,4","3,6"
17/10/2014 21.00,"3,0","15,0","14,5","24,9","32,3","3,7"
17/10/2014 22.00,"2,4","21,4","20,5","24,9","28,4","3,1"
17/10/2014 23.00,"2,5","20,5","19,9","24,9","30,8","3,0"
18/10/2014 0.00,"2,2","16,2","15,3","24,9","25,3","2,4"
18/10/2014 1.00,"2,0","16,0","15,2","14,3","20,6","2,3"
18/10/2014 2.00,"2,0","8,5","7,8","14,3","34,4","1,3"
18/10/2014 3.00,"2,0","8,1","7,9","14,3","30,2","1,5"
18/10/2014 4.00,"2,0","9,9","9,3","14,3","22,8","2,5"
18/10/2014 5.00,"2,0","9,7","8,9","14,3","20,5","2,7"
18/10/2014 6.00,"2,0","13,1","12,2","14,3","17,4","6,6"
18/10/2014 7.00,"2,0","17,6","16,0","14,3","28,0","10,4"
18/10/2014 8.00,"2,1","17,1","14,0","14,3","33,5","8,5"
18/10/2014 9.00,"2,1","7,2","5,4","14,3","49,1","2,3"
18/10/2014 10.00,"2,0","11,8","8,5","14,3","51,4","2,4"
18/10/2014 11.00,"2,1","8,5","6,3","14,3","73,0","2,5"
18/10/2014 12.00,"2,4","2,9","2,1","14,3","87,3","1,2"
18/10/2014 13.00,"2,2","3,8","3,1","14,3","91,6","1,3"
18/10/2014 14.00,"2,9","4,7","3,8","14,3","90,7","1,6"
18/10/2014 15.00,"2,5","2,8","1,9","14,3","76,7","1,4"
18/10/2014 16.00,"2,2","2,5","1,6","14,3","75,1","1,6"
18/10/2014 17.00,"2,0","3,3","2,6","14,3","72,3","2,0"
18/10/2014 18.00,"2,0","4,3","3,8","14,3","67,8","1,9"
18/10/2014 19.00,"2,0","4,4","4,0","14,3","70,1","1,5"
18/10/2014 20.00,"2,0","8,1","7,2","14,3","60,5","3,6"
18/10/2014 21.00,"2,0","8,7","8,2","14,3","59,9","2,8"
18/10/2014 22.00,"2,0","4,4","3,9","14,3","64,6","1,4"
18/10/2014 23.00,"2,0","4,5","3,8","14,3","63,0","1,3"
19/10/2014 0.00,"2,0","5,1","4,6","14,3","60,4","1,6"
19/10/2014 1.00,,"4,4","3,6","16,6","62,9","1,2"
19/10/2014 2.00,"2,0",,,"16,6","60,8","1,2"
19/10/2014 3.00,"2,0","4,1","3,4","16,6",,"1,2"
19/10/2014 4.00,"2,0","4,1","3,4","16,6",,"1,2"
19/10/2014 5.00,"2,0","4,2","3,7","16,6",,"1,3"
19/10/2014 6.00,"2,0","3,7","3,4","16,6",,"1,1"
19/10/2014 7.00,"2,0","4,2","3,7","16,6",,"1,4"
19/10/2014 8.00,"2,0","6,8","5,4","16,6",,"2,9"
19/10/2014 9.00,"2,0","4,2","3,2","16,6",,"1,5"
19/10/2014 10.00,"2,0","2,9","2,0","16,6",,"1,3"
19/10/2014 11.00,"2,0","2,0","1,2","16,6",,"1,2"
19/10/2014 12.00,"2,0","2,1","1,3","16,6",,"1,6"
19/10/2014 13.00,"2,1","2,2","1,4","16,6",,"2,4"
19/10/2014 14.00,"2,4","1,0","0,8","16,6",,"1,1"
19/10/2014 15.00,"2,1",,,"16,6",,"1,1"
19/10/2014 16.00,"2,5",,,"16,6",,"1,1"
19/10/2014 17.00,"2,0","1,4","1,1","16,6",,"1,3"
19/10/2014 18.00,"2,0","4,3","3,6","16,6",,"2,0"
19/10/2014 19.00,"2,0","6,1","5,7","16,6",,"1,9"
19/10/2014 20.00,"2,0","8,3","7,5","16,6",,"2,5"
19/10/2014 21.00,"2,0","10,4","10,0","16,6",,"2,7"
19/10/2014 22.00,"2,0","12,0","11,2","16,6",,"1,7"
19/10/2014 23.00,"1,9","12,5","12,0","16,6",,"1,4"
20/10/2014 0.00,"1,9","10,1","9,6","16,6",,"1,4"
20/10/2014 1.00,"1,3","8,7","8,0","23,3",,"1,4"
20/10/2014 2.00,"1,3","5,3","4,7","23,3",,"1,1"
20/10/2014 3.00,"0,9","4,7","4,2","23,3",,"1,0"
20/10/2014 4.00,"1,2","3,7","3,2","23,3",,"1,3"
20/10/2014 5.00,"1,5","3,3","3,0","23,3",,"1,3"
20/10/2014 6.00,"1,3","3,9","3,5","23,3",,"1,4"
20/10/2014 7.00,"1,8","7,9","6,9","23,3",,"3,4"
20/10/2014 8.00,"2,0","17,4","13,3","23,3",,"7,9"
20/10/2014 9.00,"2,0","14,6","10,8","23,3",,"4,8"
20/10/2014 10.00,"2,0","7,6","6,3","23,3",,"2,9"
20/10/2014 11.00,,"6,7","5,7","23,3",,"2,9"
20/10/2014 12.00,"0,7","6,6","5,3","23,3","90,5","1,9"
20/10/2014 13.00,"0,9","5,6","4,5","23,3","88,5","2,9"
20/10/2014 14.00,"1,0","5,8","4,5","23,3","91,9","2,7"
20/10/2014 15.00,"0,8","12,3","8,5","23,3","84,3","3,6"
20/10/2014 16.00,"0,7","9,6","8,7","23,3","87,2","3,1"
20/10/2014 17.00,"2,1","17,9","16,4","23,3","82,5","6,3"
20/10/2014 18.00,"1,5","17,6","16,7","23,3","77,4","7,4"
20/10/2014 19.00,"0,7","14,1","13,5","23,3","63,1","5,4"
20/10/2014 20.00,"0,6","12,9","12,4","23,3","57,1","3,7"
20/10/2014 21.00,"0,6","18,6","18,0","23,3","40,0","5,6"
20/10/2014 22.00,,"16,5","16,0","23,3","36,3","2,4"
20/10/2014 23.00,"0,1","10,7","10,2","23,3","40,8","2,1"
21/10/2014 0.00,,"8,7","8,1","23,3","35,9","2,0"
21/10/2014 1.00,,"8,6","7,9","23,1","29,9","1,9"
21/10/2014 2.00,"0,5",,,"23,1","23,4","2,1"
21/10/2014 3.00,"0,4","9,9","9,1","23,1",,"2,4"
21/10/2014 4.00,"0,2","8,0","7,4","23,1","9,9","3,2"
21/10/2014 5.00,"0,4","6,4","5,8","23,1","21,8","2,4"
21/10/2014 6.00,"0,6","8,6","8,0","23,1","18,2","3,0"
21/10/2014 7.00,"0,3","14,5","11,0","23,1","8,3","6,9"
21/10/2014 8.00,"0,6","22,7","13,7","23,1","12,1","13,6"
21/10/2014 9.00,"0,7","11,8","9,3","23,1","44,3","5,7"
21/10/2014 10.00,"0,7","14,3","12,0","23,1","64,3","4,8"
21/10/2014 11.00,"0,7","8,2","6,6","23,1","78,5","2,7"
21/10/2014 12.00,"0,7","7,0","5,6","23,1","81,2","2,4"
21/10/2014 13.00,"0,7","6,6","5,6","23,1","81,0","2,9"
21/10/2014 14.00,"0,6","8,1","5,6","23,1","81,7","3,2"
21/10/2014 15.00,"0,1","4,5","3,4","23,1","89,9","2,4"
21/10/2014 16.00,"0,1","4,9","4,1","23,1","89,9","3,1"
21/10/2014 17.00,"0,1","9,3","8,2","23,1","82,9","6,6"
21/10/2014 18.00,"0,1","19,2","18,1","23,1","69,0","12,7"
21/10/2014 19.00,"0,1","19,8","18,8","23,1","67,9","11,1"
21/10/2014 20.00,,"13,8","12,9","23,1","58,4","7,1"
21/10/2014 21.00,,"10,8","10,2","23,1","61,5","4,9"
21/10/2014 22.00,,"4,7","4,2","23,1","71,2","3,9"
21/10/2014 23.00,,"5,3","5,2","23,1","36,2","2,8"
22/10/2014 0.00,,"6,3","5,7","23,1","28,0","2,6"
22/10/2014 1.00,,"3,7","3,1","16,6","51,0","1,6"
22/10/2014 2.00,,"3,2","2,7","16,6","46,9","1,4"
22/10/2014 3.00,"0,1","3,3","3,0","16,6","25,3","1,7"
22/10/2014 4.00,,"2,9","2,1","16,6","26,4","1,5"
22/10/2014 5.00,,"1,4","1,2","16,6","59,3","1,4"
22/10/2014 6.00,,"2,8","2,2","16,6","70,8","2,3"
22/10/2014 7.00,"0,9","7,5","6,2","16,6","65,0","4,9"
22/10/2014 8.00,"0,5","9,1","7,4","16,6","63,0","6,3"
22/10/2014 9.00,"0,5","8,2","6,4","16,6","64,2","4,9"
22/10/2014 10.00,"1,7","6,0","5,1","16,6","67,2","7,0"
22/10/2014 11.00,"2,0","11,5","9,6","16,6","63,5","6,7"
22/10/2014 12.00,"1,5","9,9","7,2","16,6","64,2","5,0"
22/10/2014 13.00,"1,1","6,9","5,3","16,6","67,5","3,6"
22/10/2014 14.00,"2,0","4,4","3,4","16,6","70,6","2,6"
22/10/2014 15.00,"2,1","9,4","8,0","16,6","68,8","2,7"
22/10/2014 16.00,"1,3","5,4","4,6","16,6","76,4","2,1"
22/10/2014 17.00,"3,9","14,9","14,3","16,6","64,3","2,5"
22/10/2014 18.00,"3,8","13,2","12,8","16,6","63,4","1,7"
22/10/2014 19.00,"1,9","5,8","5,3","16,6","67,8","1,5"
22/10/2014 20.00,"1,6","7,6","6,9","16,6","66,6","1,7"
22/10/2014 21.00,"1,8","5,1","4,4","16,6","67,6","1,2"
22/10/2014 22.00,"1,8","2,5","2,2","16,6","66,5","1,0"
22/10/2014 23.00,"1,1","2,9","2,3","16,6","64,7","1,0"
23/10/2014 0.00,"0,4","2,6","1,8","16,6","62,1","0,9"
23/10/2014 1.00,,"2,2","1,7","5,7","61,8","0,9"
23/10/2014 2.00,"1,0",,,"5,7","57,9","1,0"
23/10/2014 3.00,"1,6","1,9","1,0","5,7",,"0,9"
23/10/2014 4.00,"1,3","1,8","1,3","5,7","58,7","1,0"
23/10/2014 5.00,"2,0","2,3","1,9","5,7","58,2","1,1"
23/10/2014 6.00,"2,0","2,8","2,6","5,7","58,0","1,1"
23/10/2014 7.00,"1,8","3,6","3,0","5,7","60,2","1,6"
23/10/2014 8.00,"2,1","3,9","3,0","5,7","62,0","3,1"
23/10/2014 9.00,"2,0","4,4","3,3","5,7","62,5","1,6"
23/10/2014 10.00,"2,1","4,1","2,9","5,7","66,1","1,7"
23/10/2014 11.00,"2,2","3,2","2,2","5,7","69,5","1,9"
23/10/2014 12.00,"2,0","3,0","2,0","5,7","72,3","1,9"
23/10/2014 13.00,"2,0","3,4","2,5","5,7","71,0","1,4"
23/10/2014 14.00,"2,9","7,1","5,5","5,7","68,2","1,7"
23/10/2014 15.00,"2,4","6,9","5,4","5,7","66,8","1,6"
23/10/2014 16.00,"3,7","10,6","9,0","5,7","58,6","2,4"
23/10/2014 17.00,"2,3","7,8","6,8","5,7","58,3","2,8"
23/10/2014 18.00,"2,0","9,0","8,4","5,7","54,2","2,3"
23/10/2014 19.00,"1,6","7,4","6,5","5,7","52,1","1,6"
23/10/2014 20.00,"1,9","13,6","12,9","5,7","47,0","1,5"
23/10/2014 21.00,"3,1","18,0","17,1","5,7","39,4","2,6"
23/10/2014 22.00,"3,6","12,7","12,1","5,7","43,4","1,3"
23/10/2014 23.00,"1,9","16,6","15,8","5,7","34,7","1,4"
24/10/2014 0.00,"2,0","27,8","26,9","5,7","21,3","2,3"
24/10/2014 1.00,"1,8","15,6","14,7","7,3","35,2","1,4"
24/10/2014 2.00,"1,8","21,9","21,2","7,3","27,2","1,6"
24/10/2014 3.00,"1,2","7,4","6,8","7,3","44,7","1,1"
24/10/2014 4.00,"0,7","11,3","10,8","7,3","45,1","1,4"
24/10/2014 5.00,"1,8","13,5","12,8","7,3","46,6","1,4"
24/10/2014 6.00,"1,3","16,7","16,1","7,3","42,4","2,9"
24/10/2014 7.00,"2,4","31,0","28,9","7,3","29,2","6,3"
24/10/2014 8.00,"3,3","40,8","33,5","7,3","24,3","8,9"
24/10/2014 9.00,"4,2","31,9","23,4","7,3","31,3","19,7"
24/10/2014 10.00,"4,9","24,8","18,0","7,3","44,9","17,8"
24/10/2014 11.00,"4,8","13,4","9,1","7,3","60,4","8,3"
24/10/2014 12.00,"1,9","4,4","3,3","7,3","65,8","2,3"
24/10/2014 13.00,"2,4","4,8","3,5","7,3","65,2","2,1"
24/10/2014 14.00,"3,4","2,8","1,9","7,3","69,7","1,6"
24/10/2014 15.00,"3,0","2,0","1,2","7,3","72,6","1,2"
24/10/2014 16.00,"2,0","3,2","2,3","7,3","68,7","1,4"
24/10/2014 17.00,"1,9","3,1","2,4","7,3","67,9","1,5"
24/10/2014 18.00,"5,0","10,8","10,2","7,3","58,0","1,9"
24/10/2014 19.00,"5,2","17,7","16,8","7,3","49,5","2,3"
24/10/2014 20.00,"4,4","18,3","17,3","7,3","47,0","1,9"
24/10/2014 21.00,"2,6","14,8","14,0","7,3","45,1","1,5"
24/10/2014 22.00,"2,3","17,6","16,7","7,3","35,5","1,6"
24/10/2014 23.00,"1,9","10,7","9,9","7,3","39,4","1,4"
25/10/2014 0.00,"1,5","13,3","12,4","7,3","30,1","1,6"
25/10/2014 1.00,,"12,4","11,6","10,5","34,6","1,2"
25/10/2014 2.00,"2,6",,,"10,5","31,6","1,3"
25/10/2014 3.00,"1,9","9,0","8,0","10,5",,"1,0"
25/10/2014 4.00,"0,5","4,6","3,8","10,5","35,6","1,0"
25/10/2014 5.00,"1,2","6,5","5,8","10,5","33,4","1,2"
25/10/2014 6.00,"1,7","12,6","11,8","10,5","28,2","1,5"
25/10/2014 7.00,"2,0","14,5","13,3","10,5","26,8","2,2"
25/10/2014 8.00,"2,0","14,5","10,7","10,5","28,8","2,7"
25/10/2014 9.00,"3,3","20,3","13,7","10,5","30,2","3,0"
25/10/2014 10.00,"3,0","12,9","9,7","10,5","40,0","2,6"
25/10/2014 11.00,"4,0","13,5","9,5","10,5","46,2","8,2"
25/10/2014 12.00,"6,8","15,8","11,7","10,5","46,1","2,5"
25/10/2014 13.00,"4,8","5,7","4,4","10,5","64,7","1,8"
25/10/2014 14.00,"3,2","3,0","2,1","10,5","69,7","1,4"
25/10/2014 15.00,"2,2","3,2","2,3","10,5","72,5","1,3"
25/10/2014 16.00,"2,0","2,9","2,0","10,5","72,7","1,4"
25/10/2014 17.00,"2,0","3,6","2,8","10,5","70,9","1,6"
25/10/2014 18.00,"2,0","5,4","4,7","10,5","70,6","1,9"
25/10/2014 19.00,"2,0","7,8","6,9","10,5","67,1","1,8"
25/10/2014 20.00,"2,8","16,9","16,1","10,5","54,0","2,1"
25/10/2014 21.00,"2,0","8,3","7,5","10,5","61,2","1,4"
25/10/2014 22.00,"1,9","7,9","7,1","10,5","58,0","1,3"
25/10/2014 23.00,"2,1","16,6","15,7","10,5","44,3","1,9"
26/10/2014 0.00,"0,8","20,3","19,4","10,5","36,9","2,8"
26/10/2014 1.00,"1,4","17,9","17,0","11,8","36,6","2,4"
26/10/2014 2.00,"0,4","17,9","17,0","11,8","32,4","2,2"
26/10/2014 3.00,"0,3","10,0","9,5","11,8","34,6","1,6"
26/10/2014 4.00,"0,3","5,3","4,5","11,8","38,4","1,4"
26/10/2014 5.00,"0,3","8,2","7,3","11,8","40,3","1,5"
26/10/2014 6.00,"0,3","16,6","15,4","11,8","29,5","1,7"
26/10/2014 7.00,"0,3","12,0","11,2","11,8","35,0","2,6"
26/10/2014 8.00,"0,3","11,2","9,4","11,8","30,9","3,3"
26/10/2014 9.00,"0,3","12,2","8,9","11,8","35,5","3,5"
26/10/2014 10.00,"0,4","6,0","4,5","11,8","54,2","1,7"
26/10/2014 11.00,"0,5","4,3","3,3","11,8","56,8","1,5"
26/10/2014 12.00,"0,5","3,3","2,3","11,8","66,3","1,1"
26/10/2014 13.00,"0,6","2,9","2,0","11,8","72,4","1,2"
26/10/2014 14.00,"0,9","3,0","2,1","11,8","77,2","1,3"
26/10/2014 15.00,"0,5","2,0","1,1","11,8","80,2","1,2"
26/10/2014 16.00,"0,5","1,9","1,0","11,8","81,9","1,2"
26/10/2014 17.00,"0,6","2,1","1,3","11,8","74,7","1,3"
26/10/2014 18.00,"0,5","3,8","3,1","11,8","65,7","1,4"
26/10/2014 19.00,"0,4","6,4","5,6","11,8","61,4","2,4"
26/10/2014 20.00,"0,3","11,1","10,2","11,8","55,3","3,0"
26/10/2014 21.00,"0,3","10,7","9,8","11,8","53,7","3,0"
26/10/2014 22.00,"0,3","11,0","10,1","11,8","54,6","2,8"
26/10/2014 23.00,"0,3","18,3","17,6","11,8","43,3","2,4"
27/10/2014 0.00,"0,1","21,7","20,8","11,8","39,9","2,1"
27/10/2014 1.00,,"23,7","22,8","14,6","41,8","2,4"
27/10/2014 2.00,"0,2",,,"14,6","57,6","1,3"
27/10/2014 3.00,"0,1","8,3","7,6","14,6",,"1,3"
27/10/2014 4.00,"0,1","5,1","4,5","14,6","56,3","0,9"
27/10/2014 5.00,"0,1","5,3","5,0","14,6","41,7","2,0"
27/10/2014 6.00,,"17,0","16,4","14,6","31,3","1,6"
27/10/2014 7.00,,"20,9","19,4","14,6","19,7","2,5"
27/10/2014 8.00,"0,1","27,6","20,3","14,6","19,3","8,0"
27/10/2014 9.00,"0,3","20,9","14,6","14,6","43,5","7,4"
27/10/2014 10.00,"0,4","7,7","5,9","14,6","60,7","2,3"
27/10/2014 11.00,"0,4","3,8","2,9","14,6","67,1","1,4"
27/10/2014 12.00,"0,1","2,2","1,2","14,6","63,6","1,2"
27/10/2014 13.00,"0,4","2,0","1,1","14,6","69,9","1,1"
27/10/2014 14.00,"0,5","1,9","0,9","14,6","71,5","1,1"
27/10/2014 15.00,"0,4","1,9","0,9","14,6","72,9","1,8"
27/10/2014 16.00,,"1,8","1,2","14,6","73,5","1,1"
27/10/2014 17.00,,"2,5","2,1","14,6","69,2","1,4"
27/10/2014 18.00,,"5,8","5,3","14,6","59,9","2,5"
27/10/2014 19.00,,"7,8","7,1","14,6","59,6","2,7"
27/10/2014 20.00,,"7,9","7,3","14,6","54,8","2,6"
27/10/2014 21.00,,"10,8","10,6","14,6","49,9","3,1"
27/10/2014 22.00,,"11,4","10,5","14,6","52,6","1,7"
27/10/2014 23.00,,"19,9","18,9","14,6","43,4","2,7"
28/10/2014 0.00,,"38,0","36,8","14,6","21,6","4,9"
28/10/2014 1.00,,"28,7","27,7","19,4","32,1","2,8"
28/10/2014 2.00,,"25,3","24,4","19,4","26,0","2,9"
28/10/2014 3.00,,"31,1","29,8","19,4","17,1","2,6"
28/10/2014 4.00,,"27,7","27,2","19,4","19,7","2,1"
28/10/2014 5.00,"0,1","20,5","19,6","19,4","27,3","1,3"
28/10/2014 6.00,"0,2","20,1","19,6","19,4","26,4","1,6"
28/10/2014 7.00,"0,3","14,9","13,9","19,4","34,1","3,5"
28/10/2014 8.00,"0,1","21,3","17,2","19,4","33,1","9,3"
28/10/2014 9.00,"0,2","12,0","8,8","19,4","48,6","4,0"
28/10/2014 10.00,"0,2","4,6","3,6","19,4","62,2","1,4"
28/10/2014 11.00,"0,1","3,4","2,4","19,4","70,1","1,3"
28/10/2014 12.00,"0,2","2,9","2,1","19,4","73,5","1,2"
28/10/2014 13.00,"0,5","2,7","2,2","19,4","74,3","3,3"
28/10/2014 14.00,"0,7","2,9","2,4","19,4","76,0","1,3"
28/10/2014 15.00,"0,3","3,1","2,6","19,4","76,0","1,3"
28/10/2014 16.00,,"3,6","3,2","19,4","73,8","1,6"
28/10/2014 17.00,"0,1","5,1","4,4","19,4","70,0","2,1"
28/10/2014 18.00,,"7,6","7,1","19,4","62,2","3,5"
28/10/2014 19.00,"0,1","9,0","8,5","19,4","60,2","2,6"
28/10/2014 20.00,,"14,7","14,0","19,4","46,1","4,1"
28/10/2014 21.00,,"12,1","11,8","19,4","48,2","3,1"
28/10/2014 22.00,,"10,6","10,3","19,4","47,5","2,5"
28/10/2014 23.00,,"8,2","7,6","19,4","50,8","2,1"
29/10/2014 0.00,,"7,2","6,6","19,4","53,8","1,6"
29/10/2014 1.00,,"11,6","10,9","23,5","44,4","2,0"
29/10/2014 2.00,,,,"23,5","31,9","3,2"
29/10/2014 3.00,,"11,6","10,9","23,5",,"2,0"
29/10/2014 4.00,,"7,9","7,7","23,5","35,9","1,4"
29/10/2014 5.00,,"5,5","5,1","23,5","38,7","1,2"
29/10/2014 6.00,,"5,3","4,7","23,5","32,8","1,7"
29/10/2014 7.00,,"8,5","6,8","23,5","26,4","4,4"
29/10/2014 8.00,,"13,4","10,8","23,5","31,7","4,7"
29/10/2014 9.00,,"25,9","17,4","23,5","31,2","10,5"
29/10/2014 10.00,,"21,6","15,6","23,5","52,3","6,2"
29/10/2014 11.00,"0,2","11,1","8,9","23,5","66,3","2,3"
29/10/2014 12.00,"1,9","18,2","14,5","23,5","67,8","6,1"
29/10/2014 13.00,"3,1","16,1","12,8","23,5","67,2","2,7"
29/10/2014 14.00,"3,5","11,6","9,8","23,5","77,8","2,5"
29/10/2014 15.00,"3,2","9,2","8,1","23,5","76,4","2,6"
29/10/2014 16.00,,"20,6","15,4","23,5","66,7","4,9"
29/10/2014 17.00,,,,"23,5",,"8,1"
29/10/2014 18.00,,,,"23,5","57,5","2,8"
29/10/2014 19.00,"0,5","10,8","10,3","23,5","52,0","2,5"
29/10/2014 20.00,"0,2","13,0","12,5","23,5","50,6","2,9"
29/10/2014 21.00,"1,3","13,8","13,6","23,5","48,6","2,1"
29/10/2014 22.00,"1,7","19,2","18,2","23,5","37,8","6,1"
29/10/2014 23.00,"1,9","17,8","16,9","23,5","40,3","2,8"
30/10/2014 0.00,"2,0","11,2","10,7","23,5","47,1","1,3"
30/10/2014 1.00,,"10,3","9,9","18,7","43,0","1,9"
30/10/2014 2.00,"2,0",,,"18,7","41,6","1,4"
30/10/2014 3.00,"2,0",,,"18,7",,"1,7"
30/10/2014 4.00,"1,9",,,"18,7","40,8","1,2"
30/10/2014 5.00,"2,0",,,"18,7","27,0","1,6"
30/10/2014 6.00,"1,9",,,"18,7","22,3","1,6"
30/10/2014 7.00,"2,0",,,"18,7","25,9","2,7"
30/10/2014 8.00,"1,9",,,"18,7","22,0","7,8"
30/10/2014 9.00,"2,1",,,"18,7","43,6","12,3"
30/10/2014 10.00,"3,9",,,"18,7","36,2","9,0"
30/10/2014 11.00,"3,9",,,"18,7","54,1","5,2"
30/10/2014 12.00,"4,3","16,9","13,3","18,7","67,8","2,9"
30/10/2014 13.00,"4,7","9,9","8,2","18,7","78,6","1,9"
30/10/2014 14.00,"3,9","5,0","3,7","18,7","85,0","1,6"
30/10/2014 15.00,"3,8","4,1","3,5","18,7","85,2","1,5"
30/10/2014 16.00,"3,9","5,5","5,0","18,7","80,3","2,6"
30/10/2014 17.00,"3,3","8,1","7,2","18,7","74,6","2,4"
30/10/2014 18.00,"2,7","13,0","12,2","18,7","63,3","2,7"
30/10/2014 19.00,"2,0","15,2","15,0","18,7","60,3","2,5"
30/10/2014 20.00,"2,3","8,7","8,0","18,7","73,2","1,8"
30/10/2014 21.00,"2,1","12,6","12,3","18,7","66,6","3,1"
30/10/2014 22.00,"2,7","24,6","24,1","18,7","56,6","3,8"
30/10/2014 23.00,"3,7","24,2","24,0","18,7","54,6","1,6"
31/10/2014 0.00,"4,0","20,7","20,2","18,7","54,7","2,0"
31/10/2014 1.00,,"26,3","25,6","19,7","52,7","1,3"
31/10/2014 2.00,"5,2",,,"19,7","55,7","1,2"
31/10/2014 3.00,"7,1","24,7","24,3","19,7",,"1,3"
31/10/2014 4.00,"5,0","3,8","3,3","19,7","70,4","0,9"
31/10/2014 5.00,"4,1","3,8","3,8","19,7","66,5","1,0"
31/10/2014 6.00,"3,9","7,3","7,1","19,7","65,4","1,2"
31/10/2014 7.00,"3,8","6,7","6,6","19,7","58,7","2,3"
31/10/2014 8.00,"3,9","14,9","13,4","19,7","49,8","5,0"
31/10/2014 9.00,"4,8","10,1","8,5","19,7","58,9","3,0"
31/10/2014 10.00,"5,2","4,1","3,2","19,7","69,8","1,6"
31/10/2014 11.00,"5,2","6,3","5,0","19,7","67,3","2,2"
31/10/2014 12.00,"5,2","6,4","5,2","19,7","72,8","1,9"
31/10/2014 13.00,"5,2","6,9","5,7","19,7","74,5","1,9"
31/10/2014 14.00,"5,2","6,2","5,4","19,7","74,6","1,9"
31/10/2014 15.00,"5,2","7,5","6,6","19,7","72,8","2,6"
31/10/2014 16.00,"4,7","5,0","4,6","19,7","79,3","2,0"
