Stat,BR-SISRI,,,,,,,  ,
,,,,,,,,,,,,,,,,,
Parm,SO2,NO2,NOX,CO,PM10,BENZENE,IPA TOT,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3,ug/m3 293K,ng/m3,,
Field,Aver,Aver,Aver,Aver,Aver,Aver,Aver,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,
29/11/2014 14.00,"3,6","10,2","16,3","0,5","47,9",,"1,5",,
29/11/2014 15.00,"3,6","9,4","13,9","0,5",,,"1,3",,
29/11/2014 16.00,"4,1","9,1","14,4","0,5","41,8",,"1,5",,
29/11/2014 17.00,"3,5","8,9","14,2","0,5",,,"1,6",,
29/11/2014 18.00,"3,4","10,4","16,4","0,5","37,9",,"1,6",,
29/11/2014 19.00,"4,2","10,4","16,5","0,5",,,"1,4",,
29/11/2014 20.00,"3,8","11,3","18,2","0,5","27,1",,"1,6",,
29/11/2014 21.00,"4,2","43,8","54,7","0,5",,,"1,4",,
29/11/2014 22.00,"4,4","43,8","60,1","0,5","25,6",,"1,7",,
29/11/2014 23.00,"4,2","17,3","24,0","0,5",,,"1,3",,
30/11/2014 0.00,"3,9","17,1","24,8","0,5","27,1",,"1,3",,
30/11/2014 1.00,"3,6","21,5","30,7","0,5",,,"1,2",,
30/11/2014 2.00,"4,3",,,"0,5","29,8",,"1,2",,
30/11/2014 3.00,"4,3","40,9","55,6",,,,"1,2",,
30/11/2014 4.00,"3,3","15,5","25,5","0,2","26,1",,"1,3",,
30/11/2014 5.00,"4,1","16,5","33,7","0,2",,,"1,2",,
30/11/2014 6.00,"3,5","15,6","26,6","0,2","26,1",,"1,3",,
30/11/2014 7.00,"3,3","10,5","20,7","0,2",,,"1,3",,
30/11/2014 8.00,"3,3","8,9","19,6","0,2","27,1",,"1,5",,
30/11/2014 9.00,"3,3","16,1","26,5","0,2",,,"4,0",,
30/11/2014 10.00,"3,4","17,1","23,4","0,2","26,6",,"1,6",,
30/11/2014 11.00,"3,3","12,2","18,4","0,2",,,"1,3",,
30/11/2014 12.00,"3,5","9,7","16,4","0,2","34,2",,"1,3",,
30/11/2014 13.00,"3,7","9,9","16,6","0,2",,,"1,3",,
30/11/2014 14.00,"4,3","10,8","18,2","0,2","25,6",,"1,0",,
30/11/2014 15.00,"4,1","9,2","15,5","0,2",,,"1,3",,
30/11/2014 16.00,"3,3","8,8","14,1","0,2","34,7",,"1,3",,
30/11/2014 17.00,"3,3","10,5","17,5","0,2",,,"1,5",,
30/11/2014 18.00,"4,5","12,2","18,6","0,2","37,9",,"1,9",,
30/11/2014 19.00,"3,8","12,8","18,8","0,2",,,"1,5",,
30/11/2014 20.00,"4,0","11,8","18,2","0,2","35,2",,"1,5",,
30/11/2014 21.00,"3,3","11,0","17,1","0,2",,,"1,7",,
30/11/2014 22.00,"3,4","11,4","17,4","0,2","30,8",,"1,3",,
30/11/2014 23.00,"3,3","11,9","17,6","0,2",,,"1,3",,
01/12/2014 0.00,"3,5","10,8","16,2","0,2","31,7",,"1,1",,
01/12/2014 1.00,"3,4","9,2","13,7","0,2",,,"1,3",,
01/12/2014 2.00,"3,5","8,6","13,3","0,2","23,4",,"1,2",,
01/12/2014 3.00,"3,3","9,6","14,7","0,2",,,"1,1",,
01/12/2014 4.00,"3,6","9,4","15,1","0,2","27,1",,"1,2",,
01/12/2014 5.00,"3,6","10,1","14,3","0,2",,,"1,1",,
01/12/2014 6.00,"3,4","8,8","13,1","0,2","27,4",,"1,3",,
01/12/2014 7.00,"3,3","11,1","17,6","0,2",,,"1,7",,
01/12/2014 8.00,"3,3","11,4","16,8","0,2","34,7",,"2,1",,
01/12/2014 9.00,"3,3","12,9","17,7","0,2",,,"2,9",,
01/12/2014 10.00,"3,5","14,6","20,6","0,2","27,4",,"3,2",,
01/12/2014 11.00,"4,1","11,8","17,1","0,2",,,"1,9",,
01/12/2014 12.00,"4,7","10,8","16,8","0,2","22,0",,"1,8",,
01/12/2014 13.00,"4,4","13,1","19,9","0,2",,,"1,7",,
01/12/2014 14.00,"5,1","11,7","18,3","0,2","31,7",,"1,6",,
01/12/2014 15.00,"5,0","10,7","16,1","0,2",,,"1,7",,
01/12/2014 16.00,"4,6","11,2","16,2","0,2","29,1",,"1,5",,
01/12/2014 17.00,"4,8","9,0","13,8","0,2",,,"1,8",,
01/12/2014 18.00,"5,1","9,9","14,6","0,2","33,5",,"1,5",,
01/12/2014 19.00,"5,0","10,8","15,9","0,2",,,"1,3",,
01/12/2014 20.00,"4,9","11,8","18,0","0,2","28,6",,"1,3",,
01/12/2014 21.00,"5,0","11,6","18,7","0,2",,,"1,1",,
01/12/2014 22.00,"4,9","10,3","17,0","0,2","34,9",,"1,2",,
01/12/2014 23.00,"5,1","11,1","20,8","0,2",,,"1,5",,
02/12/2014 0.00,"5,2","12,3","21,1","0,2","36,9",,"1,3",,
02/12/2014 1.00,"5,2","10,6","18,5","0,2",,,"1,1",,
02/12/2014 2.00,"5,1",,,"0,2","42,0",,"1,2",,
02/12/2014 3.00,"5,1","8,2","15,0",,,,"1,1",,
02/12/2014 4.00,"5,0","7,3","14,4","0,2","59,6",,"1,1",,
02/12/2014 5.00,"4,6","6,0","13,2","0,2",,,"1,2",,
02/12/2014 6.00,"4,9","6,9","16,0","0,2","54,0",,"1,8",,
02/12/2014 7.00,"4,9","9,6","21,3","0,2",,,"3,5",,
02/12/2014 8.00,"4,9","10,6","18,5","0,2","69,6",,"4,9",,
02/12/2014 9.00,"4,3","10,5","17,2","0,2",,,"3,5",,
02/12/2014 10.00,"5,0","10,3","17,3","0,2","77,7",,"2,6",,
02/12/2014 11.00,"5,2","10,3","15,4","0,2",,,"1,6",,
02/12/2014 12.00,"5,2","13,8","19,8","0,2","92,6",,"2,1",,
02/12/2014 13.00,"5,2","19,8","27,9","0,2",,,"2,5",,
02/12/2014 14.00,"5,2","21,9","30,7","0,2","104,5",,"2,1",,
02/12/2014 15.00,"5,2","15,7","23,0","0,2",,,"3,2",,
02/12/2014 16.00,"5,2","15,7","24,4","0,2","111,6",,"3,9",,
02/12/2014 17.00,"5,2","11,6","22,7","0,2",,,"4,1",,
02/12/2014 18.00,"5,2","10,5","24,8","0,2","112,6",,"2,5",,
02/12/2014 19.00,"5,0","11,8","30,6","0,2",,,"2,9",,
02/12/2014 20.00,"4,9","7,5","26,1","0,2","99,6",,"1,0",,
02/12/2014 21.00,"5,1","7,7","19,5","0,3",,,"0,5",,
02/12/2014 22.00,"5,4","8,5","24,2","0,3","103,3",,"0,4",,
02/12/2014 23.00,"5,2","9,1","22,7","0,3",,,"0,5",,
03/12/2014 0.00,"5,5","12,9","37,1","0,3","92,6",,"0,4",,
03/12/2014 1.00,"5,8","9,8","35,8","0,3",,,"0,5",,
03/12/2014 2.00,"4,9","8,9","21,8","0,2","89,9",,"0,7",,
03/12/2014 3.00,"4,6","6,0","18,4","0,2",,,"0,8",,
03/12/2014 4.00,"5,3","5,3","25,9","0,2","95,7",,"0,9",,
03/12/2014 5.00,"5,0","5,3","24,7","0,2",,,"0,9",,
03/12/2014 6.00,"4,2","7,4","19,4","0,2","85,5",,"1,1",,
03/12/2014 7.00,"4,7","6,4","20,8","0,2",,,"1,3",,
03/12/2014 8.00,"4,2","11,5","34,5","0,2","76,2",,"2,4",,
03/12/2014 9.00,"1,2",,,"0,2",,,"0,9",,
03/12/2014 10.00,,"0,9","2,2","0,2","55,9",,"3,4",,
03/12/2014 11.00,"0,7","1,3","3,7","0,2",,,"2,4",,
03/12/2014 12.00,"0,7","1,2","3,4","0,2","62,3",,"2,1",,
03/12/2014 13.00,"0,7","1,5","3,7","0,2",,,"1,8",,
03/12/2014 14.00,"0,7","2,2","5,0","0,2","41,0",,"2,1",,
03/12/2014 15.00,"0,7","1,6","4,3","0,2",,,"1,9",,
03/12/2014 16.00,"0,6","1,0","4,1","0,5","29,1",,"2,4",,
03/12/2014 17.00,"1,5","3,5","16,2","0,2",,,"5,5",,
03/12/2014 18.00,"1,7","0,9","14,8","0,2","27,6",,"4,0",,
03/12/2014 19.00,"1,0","0,1","7,6","0,2",,,"1,1",,
03/12/2014 20.00,"0,8","0,7","5,5","0,2","20,8",,"1,0",,
03/12/2014 21.00,"1,0","0,9","7,7","0,2",,,"1,7",,
03/12/2014 22.00,"1,4","3,4","15,8","0,2","23,7",,"5,1",,
03/12/2014 23.00,"2,0","5,1","26,3","0,3",,,"4,5",,
04/12/2014 0.00,"1,9","2,9","18,9","0,3","28,1",,"2,5",,
04/12/2014 1.00,"2,0","5,3","23,9","0,2",,,"1,2",,
04/12/2014 2.00,"2,0","4,3","24,1","0,2","27,4",,"1,2",,
04/12/2014 3.00,"1,9","3,7","19,5",,,,"1,2",,
04/12/2014 4.00,"1,8","6,0","24,2","0,3","27,4",,"1,1",,
04/12/2014 5.00,"1,9","7,2","28,6","0,2",,,"1,5",,
04/12/2014 6.00,"1,9","5,4","26,3","0,2","26,6",,"2,5",,
04/12/2014 7.00,"2,3","6,2","31,3","0,2",,,"9,2",,
04/12/2014 8.00,,"4,2","37,0","0,2","21,2",,"23,7",,
04/12/2014 9.00,,"20,7","49,0","0,2",,,"14,1",,
04/12/2014 10.00,"3,5",,,"0,2","28,1","1,4","3,7",,
04/12/2014 11.00,"3,7",,,"0,4",,"1,5","1,9",,
04/12/2014 12.00,"1,6","15,0","23,3","0,1","19,5","1,4","1,3",,
04/12/2014 13.00,"2,0","14,5","22,9","0,2",,"1,4","1,5",,
04/12/2014 14.00,"2,0","12,7","20,5","0,1","25,6","1,3","1,9",,
04/12/2014 15.00,"2,0","25,5","34,8","0,1",,"1,4","1,9",,
04/12/2014 16.00,"2,0","36,8","47,7","0,2","34,7","1,5","2,0",,
04/12/2014 17.00,"2,4","58,6","86,5","0,2",,"1,7","2,4",,
04/12/2014 18.00,"2,3","25,9","48,2","0,2","33,9","1,7","5,0",,
04/12/2014 19.00,"2,3","17,8","33,5","0,2",,"1,8","2,1",,
04/12/2014 20.00,"2,1","13,0","23,9","0,3","27,4","2,0","0,4",,
04/12/2014 21.00,"2,6","9,9","22,0","0,3",,"2,0","0,4",,
04/12/2014 22.00,"2,3","8,7","17,0","0,2","22,0","1,9","0,4",,
04/12/2014 23.00,"2,3","10,2","18,1","0,3",,"1,9","1,0",,
05/12/2014 0.00,"2,2","9,4","17,5","0,2","28,3","1,7","0,6",,
05/12/2014 1.00,"3,1","29,6","61,1","0,2",,"1,8","1,0",,
05/12/2014 2.00,"3,3","29,1","72,6","0,2","32,0","1,5","1,1",,
05/12/2014 3.00,"3,0","26,1","59,5","0,2",,"1,5","0,9",,
05/12/2014 4.00,"3,0","30,5","67,6","0,2","17,1","1,4","1,0",,
05/12/2014 5.00,"2,6","19,2","47,4","0,2",,"1,5","0,9",,
05/12/2014 6.00,"2,5","22,2","44,8","0,2","14,9","1,5","1,1",,
05/12/2014 7.00,"2,9","34,6","76,6","0,2",,"1,4","4,2",,
05/12/2014 8.00,"2,7","25,9","63,0","0,2","13,2","1,2","8,5",,
05/12/2014 9.00,"2,1","13,1","29,6","0,2",,"1,5","3,6",,
05/12/2014 10.00,"2,0","20,1","33,9","0,2","10,0","1,7","3,4",,
05/12/2014 11.00,"2,0","29,4","42,0","0,2",,"1,8","3,0",,
05/12/2014 12.00,"2,0","16,6","24,6","0,2","12,9","1,8","1,1",,
05/12/2014 13.00,"2,0","70,2","85,5","0,2",,"1,9","1,3",,
05/12/2014 14.00,"2,1","65,7","79,5","0,2","8,8","1,9","2,9",,
05/12/2014 15.00,"2,1","27,3","37,4","0,2",,"1,8","2,4",,
05/12/2014 16.00,"2,0","12,3","19,9","0,2","14,7","1,6","2,0",,
05/12/2014 17.00,"2,5","17,4","32,6","0,2",,"1,5","2,7",,
05/12/2014 18.00,"2,8","16,9","41,1","0,2","13,2","1,6","4,5",,
05/12/2014 19.00,"2,8","21,9","50,6","0,2",,"1,7","6,2",,
05/12/2014 20.00,"2,7","12,2","30,6","0,2","7,6","1,9","3,6",,
05/12/2014 21.00,"3,2","27,2","60,5","0,3",,"2,0","2,7",,
05/12/2014 22.00,"3,2","23,1","50,3","0,3","15,1","2,2","2,5",,
05/12/2014 23.00,"3,3","25,7","50,8","0,3",,"2,1","1,5",,
06/12/2014 0.00,"2,9","20,7","41,3","0,3","28,1","1,8","1,0",,
06/12/2014 1.00,,"26,6","53,3","0,3",,"1,7","0,6",,
06/12/2014 2.00,"3,3","30,9","68,5","0,3","29,5","1,6","0,8",,
06/12/2014 3.00,"3,1","25,8","58,0",,,"1,6","0,7",,
06/12/2014 4.00,"3,1","31,0","57,8","0,3","15,4","1,8","0,6",,
06/12/2014 5.00,"3,1","37,1","64,8","0,3",,"1,6","1,0",,
06/12/2014 6.00,"3,1","39,7","77,4","0,3","13,7","1,5","2,3",,
06/12/2014 7.00,"3,2","35,2","74,0","0,3",,"1,4","5,2",,
06/12/2014 8.00,"3,3","36,2","90,3","0,3","10,7","1,5","11,1",,
06/12/2014 9.00,"3,3","37,1","86,5","0,4",,"7,6","11,3",,
06/12/2014 10.00,"3,3","37,2","74,5","0,3","20,5","4,5","4,6",,
06/12/2014 11.00,"3,4","34,1","52,9","0,2",,"1,7","1,9",,
06/12/2014 12.00,"3,3","19,2","29,4","0,2","11,2","1,7","1,3",,
06/12/2014 13.00,"4,2","35,2","49,7","0,2",,"1,8","2,7",,
06/12/2014 14.00,"3,4","37,2","48,3","0,2","6,8","1,8","1,3",,
06/12/2014 15.00,"3,2","71,8","89,6","0,2",,"1,7","1,6",,
06/12/2014 16.00,"3,3","64,1","89,6","0,2","6,6","1,7","1,8",,
06/12/2014 17.00,"3,9","53,2","92,6","0,2",,"1,5","3,8",,
06/12/2014 18.00,"3,3","41,6","79,1","0,2","5,6","1,4","6,4",,
06/12/2014 19.00,"3,9","47,4","89,3","0,2",,"1,4","5,6",,
06/12/2014 20.00,"3,7","40,4","75,1","0,3","6,6","1,6","7,2",,
06/12/2014 21.00,"3,3","35,6","63,5","0,3",,"1,9","5,9",,
06/12/2014 22.00,"3,4","39,5","77,0","0,3","13,4","1,9","7,9",,
06/12/2014 23.00,"3,4","37,8","77,5","0,4",,"1,8","9,6",,
07/12/2014 0.00,"3,2","36,0","64,3","0,4","16,8","1,9","3,1",,
07/12/2014 1.00,"3,2","39,0","65,8","0,4",,,"2,1",,
07/12/2014 2.00,"3,5","40,4","73,8","0,3","23,2",,"3,2",,
07/12/2014 3.00,"3,2","38,6","70,4","0,3",,,"2,3",,
07/12/2014 4.00,"2,7","24,0","47,3","0,3","16,4",,"1,2",,
07/12/2014 5.00,"2,4","19,4","36,4","0,3",,,"0,7",,
07/12/2014 6.00,"2,7","42,2","70,3","0,3","13,9",,"1,2",,
07/12/2014 7.00,"3,3","38,6","66,6","0,3",,,"4,7",,
07/12/2014 8.00,"2,9","40,9","66,8","0,3","7,6",,"6,7",,
07/12/2014 9.00,"3,0","35,2","60,6","0,3",,,"5,2",,
07/12/2014 10.00,"3,3","33,1","56,4","0,3","13,7",,"4,9",,
07/12/2014 11.00,"3,7","27,8","46,0","0,3",,,"2,9",,
07/12/2014 12.00,"4,5","32,3","47,7","0,3","10,0",,"1,2",,
07/12/2014 13.00,"5,2","43,9","65,2","0,2",,,"1,4",,
07/12/2014 14.00,"4,5","31,8","41,7","0,2","5,9",,"0,9",,
07/12/2014 15.00,"3,2","34,9","43,9","0,2",,,"0,8",,
07/12/2014 16.00,"3,2","57,5","72,6","0,2","4,9",,"0,7",,
07/12/2014 17.00,"3,9","40,4","65,5","0,2",,,"0,9",,
07/12/2014 18.00,"4,3","40,2","75,0","0,2","5,1",,"5,0",,
07/12/2014 19.00,"4,8","46,8","91,8","0,3",,,"21,8",,
07/12/2014 20.00,"4,7","46,4","93,3","0,3","3,4",,"23,6",,
07/12/2014 21.00,"4,9","46,4","99,8","0,5",,,"33,4",,
07/12/2014 22.00,"5,6","47,5","123,6","0,6","14,2",,"51,4",,
07/12/2014 23.00,"6,0","42,8","140,4","0,7",,,"52,4",,
08/12/2014 0.00,"6,2","45,9","131,5","0,7","22,2",,"43,5",,
08/12/2014 1.00,,"43,4","93,3","0,6",,,"20,8",,
08/12/2014 2.00,"4,4",,,"0,5","33,7",,"7,9",,
08/12/2014 3.00,"3,7",,,,,,"3,8",,
08/12/2014 4.00,"4,0",,,"0,4","34,2",,"2,3",,
08/12/2014 5.00,"3,2",,,"0,3",,,"1,3",,
08/12/2014 6.00,"3,1",,,"0,3","22,2",,"0,7",,
08/12/2014 7.00,"2,2",,,"0,2",,,"0,8",,
08/12/2014 8.00,"2,1",,,"0,2","21,0",,"1,0",,
08/12/2014 9.00,"2,0",,,"0,2",,,"1,7",,
08/12/2014 10.00,"2,1",,,"0,2","11,2",,"1,2",,
08/12/2014 11.00,"1,9",,,"0,2",,,"1,4",,
08/12/2014 12.00,"2,0",,,"0,2","6,3",,"1,7",,
08/12/2014 13.00,"1,9",,,"0,2",,,"1,4",,
08/12/2014 14.00,"2,0",,,"0,3","3,7",,"1,4",,
08/12/2014 15.00,"1,9",,,"0,4",,,"1,1",,
08/12/2014 16.00,"1,9",,,"0,4","3,2",,"0,8",,
08/12/2014 17.00,"1,9",,,"0,4",,,"0,8",,
08/12/2014 18.00,"2,0",,,"0,4","6,8",,"0,8",,
08/12/2014 19.00,"1,8",,,"0,4",,,"0,9",,
08/12/2014 20.00,"1,9",,,"0,4","4,6",,"0,8",,
08/12/2014 21.00,"1,9",,,"0,4",,,"0,9",,
08/12/2014 22.00,"1,9",,,"0,3","2,9",,"0,9",,
08/12/2014 23.00,"2,0",,,"0,3",,,"1,8",,
09/12/2014 0.00,"2,0",,,"0,4","11,5",,"1,5",,
09/12/2014 1.00,"2,1",,,"0,4",,,"1,3",,
09/12/2014 2.00,"2,0",,,"0,3","11,0",,"1,3",,
09/12/2014 3.00,"2,2",,,"0,3",,,"1,2",,
09/12/2014 4.00,"2,1",,,"0,3","8,8",,"0,9",,
09/12/2014 5.00,"2,1",,,"0,3",,,"1,1",,
09/12/2014 6.00,"2,0",,,"0,3","16,4",,"1,4",,
09/12/2014 7.00,"2,1",,,"0,4",,,"1,3",,
09/12/2014 8.00,"2,3",,,"0,4","9,8",,"2,9",,
09/12/2014 9.00,"2,7",,,"0,4",,,"2,7",,
09/12/2014 10.00,"2,8",,,"0,4","10,5",,"6,9",,
09/12/2014 11.00,"3,0",,,"0,4",,,"2,7",,
09/12/2014 12.00,"2,5",,,"0,4","19,0",,"2,2",,
09/12/2014 13.00,"2,1",,,"0,4",,,"2,0",,
09/12/2014 14.00,"2,2",,,"0,4","12,0",,"1,9",,
09/12/2014 15.00,"2,2",,,"0,5",,,"1,6",,
09/12/2014 16.00,"2,1",,,"0,5","10,0",,"1,7",,
09/12/2014 17.00,"2,0",,,"0,5",,,"1,9",,
09/12/2014 18.00,"2,0",,,"0,4","15,6",,"0,5",,
09/12/2014 19.00,"1,7",,,"0,4",,,"0,4",,
09/12/2014 20.00,"1,9",,,"0,3","9,0",,"0,4",,
09/12/2014 21.00,"1,8",,,"0,3",,,"0,3",,
09/12/2014 22.00,"1,5",,,"0,3","5,4",,"0,5",,
09/12/2014 23.00,"1,7",,,"0,3",,,"0,6",,
10/12/2014 0.00,"1,7",,,"0,3","3,7",,"0,9",,
10/12/2014 1.00,,,,"0,3",,,"1,2",,
10/12/2014 2.00,"1,6",,,"0,3","3,2",,"1,1",,
10/12/2014 3.00,"1,9",,,,,,"1,1",,
10/12/2014 4.00,"1,7",,,"0,3","8,1",,"1,0",,
10/12/2014 5.00,"1,9",,,"0,4",,,"1,0",,
10/12/2014 6.00,"1,7",,,"0,4","6,1",,"1,1",,
10/12/2014 7.00,"2,0",,,"0,4",,,"1,3",,
10/12/2014 8.00,"1,9",,,"0,4","8,1",,"1,5",,
10/12/2014 9.00,"1,9",,,"0,4",,,"2,0",,
10/12/2014 10.00,"2,0",,,"0,4","8,5",,"1,8",,
10/12/2014 11.00,"1,9",,,"0,4",,,"1,4",,
10/12/2014 12.00,,,,"0,4","6,8",,"0,9",,
10/12/2014 13.00,"0,7","16,5","23,4","0,4",,,"0,8",,
10/12/2014 14.00,"1,0","16,6","23,0","0,4",,,"0,5",,
10/12/2014 15.00,"0,9","15,5","21,9","0,4",,,"0,6",,
10/12/2014 16.00,"0,9","16,0","22,4","0,4","1,0",,"0,8",,
10/12/2014 17.00,"0,8","17,2","23,4","0,4",,,"0,8",,
10/12/2014 18.00,"0,9","15,8","21,7","0,3","9,3",,"0,5",,
10/12/2014 19.00,"0,7","16,9","22,6","0,4",,,"0,4",,
10/12/2014 20.00,"0,7","14,7","20,4","0,3","5,6",,"0,4",,
10/12/2014 21.00,"0,7","14,7","20,9","0,3",,,"0,4",,
10/12/2014 22.00,"0,7","11,6","17,9","0,3","7,3",,"0,5",,
10/12/2014 23.00,"0,8","11,5","18,5","0,3",,,"0,7",,
11/12/2014 0.00,"1,1","11,8","20,8","0,3","7,6",,"1,0",,
11/12/2014 1.00,"1,0","10,3","17,9","0,3",,,"0,5",,
11/12/2014 2.00,"0,8","9,2","16,3","0,3","18,8",,"0,4",,
11/12/2014 3.00,"0,8","9,6","16,4","0,3",,,"0,5",,
11/12/2014 4.00,"0,7","9,0","15,3","0,3","14,7",,"0,5",,
11/12/2014 5.00,"0,7","8,8","15,0","0,3",,,"0,6",,
11/12/2014 6.00,"0,8","9,0","16,1","0,2","17,8",,"0,8",,
11/12/2014 7.00,"0,8","9,5","16,6","0,3",,,"0,9",,
11/12/2014 8.00,"0,8","11,4","20,1","0,3","18,1",,"2,6",,
11/12/2014 9.00,"0,7","18,0","25,1","0,3",,,"1,8",,
11/12/2014 10.00,"0,7","24,7","31,8","0,3","10,7",,"1,8",,
11/12/2014 11.00,"0,7","20,1","26,9","0,3",,,"1,5",,
11/12/2014 12.00,"0,7","15,4","21,8","0,3","11,2",,"1,5",,
11/12/2014 13.00,"0,7","21,4","27,2","0,3",,,"0,7",,
11/12/2014 14.00,"0,7","30,1","37,0","0,3","9,3",,"1,3",,
11/12/2014 15.00,"0,8","29,9","37,1","0,3",,,"1,6",,
11/12/2014 16.00,"0,8","18,8","25,6","0,3","5,4",,"1,3",,
11/12/2014 17.00,"0,7","15,5","21,3","0,3",,,"1,3",,
11/12/2014 18.00,"0,7","13,9","19,8","0,3","3,4",,"1,6",,
11/12/2014 19.00,"0,7","14,7","20,5","0,3",,,"1,5",,
11/12/2014 20.00,"0,7","14,2","19,8","0,3","4,4",,"1,2",,
11/12/2014 21.00,"0,7","13,9","19,6","0,3",,,"0,8",,
11/12/2014 22.00,"0,7","11,4","16,0","0,2","3,2",,"1,0",,
11/12/2014 23.00,"0,7","10,2","15,8","0,2",,,"1,0",,
12/12/2014 0.00,"0,7","11,3","17,8","0,3","4,9",,"0,5",,
12/12/2014 1.00,,"10,5","17,0","0,3",,,"0,5",,
12/12/2014 2.00,"0,9",,,"0,3","18,1",,"0,7",,
12/12/2014 3.00,"0,8","10,5","17,3",,,,"0,8",,
12/12/2014 4.00,"0,9","10,5","16,2","0,3","10,3",,"0,6",,
12/12/2014 5.00,"0,7","8,4","12,8","0,3",,,"0,9",,
12/12/2014 6.00,"0,7","8,9","13,3","0,3","6,3",,"0,9",,
12/12/2014 7.00,"0,7","11,3","15,8","0,3",,,"0,9",,
12/12/2014 8.00,"0,7","12,3","17,6","0,3","10,0",,"1,2",,
12/12/2014 9.00,"0,7","11,7","17,2","0,3",,,"1,6",,
12/12/2014 10.00,"0,7","11,6","17,4","0,3","15,9",,"1,4",,
12/12/2014 11.00,"0,7","16,0","22,7","0,3",,,"1,4",,
12/12/2014 12.00,"0,7","13,2","19,2","0,3","10,3",,"1,4",,
12/12/2014 13.00,"0,7","11,4","17,1","0,3",,,"2,0",,
12/12/2014 14.00,"0,7","11,2","17,1","0,3","11,5",,"1,8",,
12/12/2014 15.00,"0,6","9,5","14,5","0,3",,,"1,3",,
12/12/2014 16.00,"0,7","9,5","14,4","0,3","6,3",,"1,4",,
12/12/2014 17.00,"0,7","13,0","19,6","0,3",,,"2,5",,
12/12/2014 18.00,"0,5","10,9","16,6","0,3","12,5",,"2,0",,
12/12/2014 19.00,"0,6","13,9","20,2","0,2",,,"2,7",,
12/12/2014 20.00,"0,5","12,2","18,2","0,2","8,1",,"1,7",,
12/12/2014 21.00,"0,6","10,2","17,0","0,2",,,"3,7",,
12/12/2014 22.00,"0,7","14,6","25,3","0,3","12,0",,"4,8",,
12/12/2014 23.00,"0,7","18,6","33,4","0,3",,,"3,5",,
13/12/2014 0.00,"1,3","58,9","82,2","0,3","14,2",,"0,9",,
13/12/2014 1.00,"1,6","60,6","88,8","0,4",,,"0,5",,
13/12/2014 2.00,"1,5","59,5","86,8","0,4","21,7",,"0,4",,
13/12/2014 3.00,"1,6","57,7","83,3","0,4",,,"0,3",,
13/12/2014 4.00,"1,5","53,6","76,9","0,4","22,7",,"0,3",,
13/12/2014 5.00,"1,4","57,5","81,3","0,3",,,"0,3",,
13/12/2014 6.00,"1,1","54,0","76,9","0,3","25,6",,"0,4",,
13/12/2014 7.00,"1,5","56,8","81,2","0,4",,,"1,8",,
13/12/2014 8.00,"1,8","60,8","93,8","0,4","20,0",,"4,4",,
13/12/2014 9.00,"1,9","39,2","79,1","0,5",,,"6,0",,
13/12/2014 10.00,"1,7","41,5","69,2","0,4","28,3",,"2,4",,
13/12/2014 11.00,"1,9","34,3","47,2","0,4",,,"0,3",,
13/12/2014 12.00,"1,9","25,8","35,9","0,3","30,3",,"0,3",,
13/12/2014 13.00,"2,0","31,9","43,3","0,3",,,"0,3",,
13/12/2014 14.00,"2,0","51,7","65,4","0,3","16,4",,"0,4",,
13/12/2014 15.00,"1,9","65,8","81,9","0,3",,,"0,5",,
13/12/2014 16.00,"1,6","48,5","63,0","0,2","13,2",,"1,0",,
13/12/2014 17.00,"1,8","61,8","86,6","0,2",,,"1,9",,
13/12/2014 18.00,"2,3","61,7","92,3","0,3","10,3",,"3,4",,
13/12/2014 19.00,"2,0","58,4","89,8","0,3",,,"12,4",,
13/12/2014 20.00,"2,4","58,9","92,0","0,3","17,8",,"13,9",,
13/12/2014 21.00,"2,3","60,5","97,6","0,4",,,"16,6",,
13/12/2014 22.00,"2,8","60,8","105,5","0,5","19,8",,"19,6",,
13/12/2014 23.00,"2,5","60,3","103,9","0,6",,,"15,4",,
14/12/2014 0.00,"2,4","62,5","97,1","0,7","28,3",,"7,6",,
14/12/2014 1.00,,"58,7","100,0","1,3",,,"11,0",,
14/12/2014 2.00,"3,3",,,"1,4","46,4",,"4,9",,
14/12/2014 3.00,"3,1","59,0","85,0",,,,"0,3",,
14/12/2014 4.00,"3,0","60,5","86,1","0,8","88,2",,"0,2",,
14/12/2014 5.00,"2,5","35,3","53,5","0,5",,,"0,3",,
14/12/2014 6.00,"2,5","55,4","78,1","0,5","86,9",,"0,3",,
14/12/2014 7.00,"2,5","59,4","87,7","0,3",,,"2,3",,
14/12/2014 8.00,"2,2","60,9","88,7","0,3","63,2",,"3,9",,
14/12/2014 9.00,"2,2","43,9","74,6","0,3",,,"7,9",,
14/12/2014 10.00,"2,1","51,1","77,2","0,3","41,3",,"4,1",,
14/12/2014 11.00,"2,0","43,6","53,3","0,2",,,"0,3",,
14/12/2014 12.00,"1,7","35,5","43,6","0,2","22,2",,"0,4",,
14/12/2014 13.00,"1,0","24,8","31,8","0,2",,,"0,5",,
14/12/2014 14.00,"0,7","22,1","28,8","0,1","11,7",,"0,5",,
14/12/2014 15.00,"0,7","12,5","18,9","0,1",,,"0,7",,
14/12/2014 16.00,"0,7","19,3","26,9","0,1","7,3",,"0,7",,
