Stat,STATTE - SS7 Wind,,,,,
Parm,SO2,NOX,NO2,PM10,CO,BENZENE
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,mg/m3 293K,ug/m3 293K
26/11/2014 18.00,"3,2","41,2","35,9","67,4","0,3","0,6"
26/11/2014 19.00,"3,3","41,0","34,0",,"0,3","1,0"
26/11/2014 20.00,"3,3","15,8","13,4","56,4","0,3","0,7"
26/11/2014 21.00,"2,8","23,4","21,0",,"0,3","0,7"
26/11/2014 22.00,"2,8","17,4","15,1","43,0","0,3","0,7"
26/11/2014 23.00,"3,1","15,1","12,8",,"0,3","0,9"
27/11/2014 0.00,"3,2","12,3","9,9","43,7","0,3","1,0"
27/11/2014 1.00,"3,1","14,2","11,8",,"0,4","0,8"
27/11/2014 2.00,"3,1","9,0","6,6","54,7","0,2","0,7"
27/11/2014 3.00,"3,2","5,0","2,6",,"0,2","0,6"
27/11/2014 4.00,"3,2","4,3","2,0","37,9","0,2","0,4"
27/11/2014 5.00,"3,3","4,6","2,3",,"0,3","2,1"
27/11/2014 6.00,"3,4","20,5","11,6","20,3","0,2","1,1"
27/11/2014 7.00,"3,3","19,7","13,4",,"0,3","0,7"
27/11/2014 8.00,"3,5","50,1","30,7","53,0","0,3","0,4"
27/11/2014 9.00,"3,3","46,2","29,7",,"0,3","0,5"
27/11/2014 10.00,"4,1","81,6","32,8","27,8","0,3","0,6"
27/11/2014 11.00,"3,3","58,2","32,6",,"0,4","0,8"
27/11/2014 12.00,"3,3","42,6","26,8","14,7","0,3","0,9"
27/11/2014 13.00,"3,3","38,7","25,7",,"0,3","0,9"
27/11/2014 14.00,,"43,2","27,8","15,1","0,3","0,6"
27/11/2014 15.00,,"46,5","31,1",,"0,3","0,5"
27/11/2014 16.00,,"56,4","36,6","29,1","0,3","0,5"
27/11/2014 17.00,,"52,4","38,4",,"0,3","0,5"
27/11/2014 18.00,,"28,2","20,4","86,4","0,2","0,5"
27/11/2014 19.00,,"18,5","15,0",,"0,3","1,2"
27/11/2014 20.00,,"26,1","20,8","69,6","0,4","2,1"
27/11/2014 21.00,,"18,6","16,2",,"0,4","2,0"
27/11/2014 22.00,,"15,2","12,9","66,9","0,4","1,5"
27/11/2014 23.00,,"14,5","12,1",,"0,4","1,4"
28/11/2014 0.00,"3,1","14,2","11,8","54,7","0,5","1,4"
28/11/2014 1.00,,"13,3","11,1",,"0,4","1,3"
28/11/2014 2.00,"3,3",,,"28,8","0,3","0,8"
28/11/2014 3.00,"3,3","15,5","13,0",,,"0,4"
28/11/2014 4.00,"3,2","8,2","5,8","15,9","0,3","0,4"
28/11/2014 5.00,"3,3","9,5","7,1",,"0,3",
28/11/2014 6.00,"3,2","11,2","8,8","63,0","0,2","0,4"
28/11/2014 7.00,"3,3","14,2","11,9",,"0,4","0,4"
28/11/2014 8.00,"3,2","35,8","30,1","51,8","0,6","0,5"
28/11/2014 9.00,"3,3","54,4","37,0",,"0,7","0,5"
28/11/2014 10.00,"3,3","30,6","23,7","27,1","0,5","1,5"
28/11/2014 11.00,"1,8","20,9","15,1",,"0,2","0,7"
28/11/2014 12.00,"3,0","19,5","12,4","15,1","0,1","0,1"
28/11/2014 13.00,"3,3","18,1","12,2",,"0,1",
28/11/2014 14.00,"3,3","18,0","13,4","8,1","0,2","0,2"
28/11/2014 15.00,"3,2","18,1","14,2",,"0,2","0,2"
28/11/2014 16.00,"3,3","28,9","24,5","28,6","0,6","0,8"
28/11/2014 17.00,"3,3","40,7","35,7",,"0,5","0,8"
28/11/2014 18.00,"3,5","33,8","30,3","38,6","0,7","0,8"
28/11/2014 19.00,"4,4","44,7","39,6",,"0,6","0,7"
28/11/2014 20.00,"4,4","43,3","39,2","57,6","0,7","0,8"
28/11/2014 21.00,"3,8","19,4","17,0",,"0,5","0,6"
28/11/2014 22.00,"3,3","14,5","12,2","43,2","0,4","0,4"
28/11/2014 23.00,"3,3","13,2","10,8",,"0,3","0,3"
29/11/2014 0.00,"3,3","13,3","11,0","22,7","0,4","0,4"
29/11/2014 1.00,"3,3","7,8","5,4",,"0,2","0,2"
29/11/2014 2.00,"3,2","10,0","7,5","74,2","0,1","0,2"
29/11/2014 3.00,"3,3","23,0","19,5",,"0,1","0,2"
29/11/2014 4.00,"3,2","20,3","17,3","48,6","0,1","0,3"
29/11/2014 5.00,"3,3","25,9","21,6",,"0,1","0,4"
29/11/2014 6.00,"3,3","26,5","21,1","72,3","0,1","0,5"
29/11/2014 7.00,"3,3","31,0","25,2",,"0,1","0,6"
29/11/2014 8.00,"3,3","34,4","28,1","36,4","0,1","0,4"
29/11/2014 9.00,"3,3","18,7","15,1",,"0,1","0,1"
29/11/2014 10.00,"3,3","16,1","12,8","128,4","0,2","0,2"
29/11/2014 11.00,"3,3","32,3","24,5",,"0,2","0,4"
29/11/2014 12.00,"3,3","25,7","19,2","113,8","0,1","0,3"
29/11/2014 13.00,"3,3","29,1","22,2",,"0,1","0,3"
29/11/2014 14.00,"3,3","19,8","13,1","138,2","0,1","0,2"
29/11/2014 15.00,"3,3","21,9","15,6",,"0,1","0,1"
29/11/2014 16.00,"3,3","27,0","20,3","69,4","0,1","0,4"
29/11/2014 17.00,"3,2","29,3","23,7",,"0,1","0,3"
29/11/2014 18.00,"3,2","13,3","10,7","34,9","0,1","0,1"
29/11/2014 19.00,"3,3","22,1","18,9",,"0,1","0,1"
29/11/2014 20.00,"3,3","19,4","16,7","55,7","0,1","0,2"
29/11/2014 21.00,"3,2","18,1","15,7",,"0,1","0,2"
29/11/2014 22.00,"3,3","19,1","16,6","81,3","0,2","0,4"
29/11/2014 23.00,"3,3","17,6","14,1",,"0,1","0,3"
30/11/2014 0.00,"3,3","10,4","7,4","150,2","0,1","0,1"
30/11/2014 1.00,,"8,3","5,8",,"0,1",
30/11/2014 2.00,"3,3",,,"204,9","0,1","0,2"
30/11/2014 3.00,"3,3","8,8","6,4",,,"0,1"
30/11/2014 4.00,"3,3","15,9","13,5","225,6",,"0,2"
30/11/2014 5.00,"3,3","6,7","4,4",,,
30/11/2014 6.00,"3,3","8,3","5,8","113,1","0,3","0,3"
30/11/2014 7.00,"3,3","26,8","23,9",,"0,3","0,8"
30/11/2014 8.00,"3,3","17,0","14,5","165,6","0,4","0,7"
30/11/2014 9.00,"3,3","42,0","34,7",,"0,5","1,2"
30/11/2014 10.00,"3,3","19,4","15,2","83,0","0,5","1,5"
30/11/2014 11.00,"3,3","15,9","11,6",,"0,2","0,5"
30/11/2014 12.00,"3,3","17,4","11,3","41,5","0,1","0,1"
30/11/2014 13.00,"3,3","19,2","13,4",,,"0,2"
30/11/2014 14.00,"3,3","12,4","8,6","21,0",,"0,1"
30/11/2014 15.00,"3,3","11,6","8,1",,,"0,1"
30/11/2014 16.00,"3,3","12,7","9,9","10,7",,"0,1"
30/11/2014 17.00,"3,3","13,6","10,7",,,"0,1"
30/11/2014 18.00,"3,3","16,5","13,8","121,9",,"0,3"
30/11/2014 19.00,"3,3","19,0","15,8",,"0,3","0,5"
30/11/2014 20.00,"3,3","15,1","12,3","96,9","0,1","0,4"
30/11/2014 21.00,"3,3","12,0","9,6",,"0,1","0,1"
30/11/2014 22.00,"3,3","12,1","9,6","74,7",,"0,6"
30/11/2014 23.00,"3,3","18,2","15,6",,"0,2","0,4"
01/12/2014 0.00,"3,3","29,8","26,5","37,6","0,4","0,6"
01/12/2014 1.00,"3,3","9,5","7,2",,"0,3","0,6"
01/12/2014 2.00,"3,3","8,6","6,2","68,9","0,1","0,2"
01/12/2014 3.00,"3,3","18,7","16,2",,"0,1","0,3"
01/12/2014 4.00,"3,3","18,3","15,6","120,4","0,5","0,5"
01/12/2014 5.00,"3,6","31,9","28,4",,"0,4","0,6"
01/12/2014 6.00,"4,1","30,2","26,9","60,3","0,4","0,1"
01/12/2014 7.00,"3,9","29,2","25,4",,"0,4","0,7"
01/12/2014 8.00,"3,8","24,8","20,8","85,7","0,5","0,7"
01/12/2014 9.00,"4,1","39,2","31,1",,"0,4","0,4"
01/12/2014 10.00,"3,7","38,0","25,2","43,0","0,4","0,4"
01/12/2014 11.00,"3,5","30,1","22,8",,"0,2","2,6"
01/12/2014 12.00,"3,6","23,4","13,7","164,8",,"2,3"
01/12/2014 13.00,"3,0","20,8","14,4",,,"0,1"
01/12/2014 14.00,"3,3","27,1","19,8","155,8",,"0,3"
01/12/2014 15.00,"3,3","30,1","22,4",,,"0,2"
01/12/2014 16.00,"3,3","27,1","21,0","77,9",,"0,1"
01/12/2014 17.00,"3,1","30,8","23,9",,,
01/12/2014 18.00,"3,1","36,1","28,1","261,8",,"0,2"
01/12/2014 19.00,"3,3","27,3","21,7",,,"0,5"
01/12/2014 20.00,"3,3","21,6","18,3","140,7",,"0,4"
01/12/2014 21.00,"3,3","25,0","20,6",,,"0,2"
01/12/2014 22.00,"3,3","24,0","19,9","128,7",,"0,5"
01/12/2014 23.00,"3,3","20,7","16,8",,,"0,2"
02/12/2014 0.00,"3,3","17,6","14,5","93,5",,"0,1"
02/12/2014 1.00,,"17,8","15,2",,,"0,1"
02/12/2014 2.00,"3,3",,,"106,7",,"0,3"
02/12/2014 3.00,"3,3","29,2","25,1",,,"0,3"
02/12/2014 4.00,"3,3","15,7","12,7","197,1",,"0,2"
02/12/2014 5.00,"3,3","12,1","9,8",,"0,8",
02/12/2014 6.00,"3,3","8,6","6,1","98,7","0,1","0,2"
02/12/2014 7.00,"3,3","18,1","11,4",,,"0,2"
02/12/2014 8.00,"3,3","16,9","13,4","138,2",,"0,1"
02/12/2014 9.00,"3,3","40,8","31,0",,"0,1","0,2"
02/12/2014 10.00,"3,3","58,5","38,6","98,2","0,4","0,7"
02/12/2014 11.00,"3,3","60,0","34,1",,"0,1","0,3"
02/12/2014 12.00,"3,3","155,7","21,7","49,3","0,1","0,2"
02/12/2014 13.00,"3,3","54,7","15,9",,"0,1","0,3"
02/12/2014 14.00,"2,6","30,3","17,6","24,9","0,8","0,1"
02/12/2014 15.00,"2,0","27,4","17,1",,"0,5","0,2"
02/12/2014 16.00,"2,0","22,8","18,1","63,2","0,2","0,1"
02/12/2014 17.00,"2,0","56,0","41,3",,,"0,3"
02/12/2014 18.00,"2,0","20,4","16,9","197,1",,"0,3"
02/12/2014 19.00,"2,0","26,9","23,9",,,"0,6"
02/12/2014 20.00,"2,0","10,7","8,4","145,1","0,1","0,5"
02/12/2014 21.00,"1,8","20,6","14,4",,"0,1","0,5"
02/12/2014 22.00,"1,7","20,5","18,2","153,1","0,1","0,8"
02/12/2014 23.00,"2,0","11,7","9,4",,"0,1","0,6"
03/12/2014 0.00,"1,9","13,2","10,3","118,4","0,1","0,8"
03/12/2014 1.00,"1,9","6,7","4,4",,"0,1","0,5"
03/12/2014 2.00,"2,0","4,2","2,0","100,6","0,1","0,2"
03/12/2014 3.00,"1,4","5,1","2,8",,"0,1","0,2"
03/12/2014 4.00,"1,2","9,3","6,9","114,5","0,1","0,3"
03/12/2014 5.00,"1,9","13,9","11,3",,"0,1","0,2"
03/12/2014 6.00,"1,8","13,5","11,0","57,4","0,1","0,3"
03/12/2014 7.00,"1,6","12,9","10,4",,"0,1","0,2"
03/12/2014 8.00,"1,9","19,9","16,0","62,8","0,1","0,2"
03/12/2014 9.00,"2,0","26,8","20,2",,"0,1","0,3"
03/12/2014 10.00,"1,9","33,3","26,4","31,5","0,1","0,2"
03/12/2014 11.00,"1,9","19,1","13,7",,"0,1","0,4"
03/12/2014 12.00,"1,9","24,0","16,9","15,9","0,1","0,2"
03/12/2014 13.00,"1,7","19,9","15,2",,"0,1","0,1"
03/12/2014 14.00,"1,8","21,5","16,2","9,3","0,1","0,1"
03/12/2014 15.00,"1,4","23,7","17,9",,"0,1",
03/12/2014 16.00,"1,8","33,7","26,6","5,9",,"0,2"
03/12/2014 17.00,"2,0","21,8","18,9",,,"0,1"
03/12/2014 18.00,"1,5","17,6","15,3","75,0","0,1","0,3"
03/12/2014 19.00,"1,8","13,1","10,7",,"0,1","0,3"
03/12/2014 20.00,"0,5","8,9","6,6","46,4","0,1","0,2"
03/12/2014 21.00,"1,4","20,7","18,4",,"0,1","0,3"
03/12/2014 22.00,"1,5","16,1","13,8","51,3","0,1","0,6"
03/12/2014 23.00,"1,4","10,6","8,3",,"0,1","0,5"
04/12/2014 0.00,"1,3","6,6","4,3","32,0","0,1","0,3"
04/12/2014 1.00,,"7,7","5,3",,"0,1","0,2"
04/12/2014 2.00,"1,7",,,"56,4","0,1","0,3"
04/12/2014 3.00,"1,0","8,9","6,6",,,"0,4"
04/12/2014 4.00,"1,3","6,9","4,6","41,8",,"0,3"
04/12/2014 5.00,"1,4","5,9","3,2",,,
04/12/2014 6.00,"1,2","21,0","11,4","44,7",,"0,2"
04/12/2014 7.00,"1,1","18,9","10,5",,,"0,2"
04/12/2014 8.00,"1,4","49,5","27,0","38,6",,"0,1"
04/12/2014 9.00,"2,0","63,9","39,1",,,"0,2"
04/12/2014 10.00,"1,8","52,1","35,3","19,3",,"0,6"
04/12/2014 11.00,"1,9","40,9","24,9",,,"0,4"
04/12/2014 12.00,"1,6","29,0","16,2","10,0",,"0,1"
04/12/2014 13.00,"1,0","25,5","13,8",,,"0,1"
04/12/2014 14.00,"1,2","26,8","15,9","21,5",,"0,2"
04/12/2014 15.00,"4,9","41,3","26,4",,,"0,2"
04/12/2014 16.00,"2,6","40,4","28,9","34,9","0,2","0,3"
04/12/2014 17.00,"1,7","31,3","27,8",,"0,2","0,1"
04/12/2014 18.00,"1,6","20,3","18,0","73,3","0,2","0,1"
04/12/2014 19.00,"1,4","21,5","19,2",,"0,5","0,5"
04/12/2014 20.00,"1,9","19,1","16,4","59,1","0,4","0,6"
04/12/2014 21.00,"1,3","21,9","19,1",,"0,3","0,4"
04/12/2014 22.00,"1,2","25,9","22,9","51,0","0,4","1,1"
04/12/2014 23.00,"1,2","16,8","14,4",,"0,5","0,6"
05/12/2014 0.00,"1,3","17,7","15,3","35,4","0,4","0,5"
05/12/2014 1.00,"1,6","15,0","12,7",,"0,3","0,5"
05/12/2014 2.00,"1,5","14,0","11,6","43,0","0,4","0,3"
05/12/2014 3.00,"1,8","7,0","4,0",,"0,2","0,1"
05/12/2014 4.00,"2,1","6,3","3,9","29,3","0,2","0,1"
05/12/2014 5.00,"1,8","5,8","3,5",,"0,3","0,1"
05/12/2014 6.00,"1,7","6,2","3,4","29,5","0,2","0,2"
05/12/2014 7.00,"1,6","12,9","9,1",,"0,3","0,2"
05/12/2014 8.00,"1,8","21,8","15,5","32,5","0,3","0,3"
05/12/2014 9.00,"2,4","71,6","33,1",,"0,3","0,3"
05/12/2014 10.00,"2,7","58,4","29,5","28,6","0,3","0,4"
05/12/2014 11.00,"2,1","25,8","17,9",,"0,3","0,4"
05/12/2014 12.00,"2,6","36,6","24,0","15,9","0,6","0,6"
05/12/2014 13.00,"2,6","51,0","30,4",,"0,4","0,6"
05/12/2014 14.00,"2,6","40,4","25,3","11,5","0,3","0,4"
05/12/2014 15.00,"2,3","38,8","24,1",,"0,3","0,3"
05/12/2014 16.00,"2,4","46,2","30,9","42,2","0,3","0,2"
05/12/2014 17.00,"2,6","56,6","38,3",,"0,4","0,6"
05/12/2014 18.00,"2,6","28,4","21,6","76,7","0,3","0,6"
05/12/2014 19.00,"3,1","82,3","39,6",,"0,4","0,5"
05/12/2014 20.00,"3,0","77,9","42,9","52,0","0,4","0,5"
05/12/2014 21.00,"2,5","41,4","33,6",,"0,3","0,5"
05/12/2014 22.00,"2,2","22,7","19,5","34,9","0,3","0,4"
05/12/2014 23.00,"2,5","22,4","14,3",,"0,3","0,4"
06/12/2014 0.00,"2,6","27,6","17,5","30,5","0,3","0,5"
06/12/2014 1.00,,"16,5","13,3",,"0,3","0,5"
06/12/2014 2.00,"2,5",,,"29,5","0,3","0,6"
06/12/2014 3.00,"2,6","24,9","14,0",,,"0,5"
06/12/2014 4.00,"2,3","16,0","8,5","16,1","0,2","0,4"
06/12/2014 5.00,"2,3","6,2","3,9",,"0,2",
06/12/2014 6.00,"2,6","8,6","6,1","9,0","0,2","0,3"
06/12/2014 7.00,"1,4","5,0","2,6",,"0,2",
06/12/2014 8.00,"1,5","14,6","6,8","5,6","0,2","0,3"
06/12/2014 9.00,"1,7","21,2","10,2",,"0,3","0,3"
06/12/2014 10.00,"1,9","18,7","11,6","4,9","0,3","0,4"
06/12/2014 11.00,"2,0","15,9","9,5",,"0,2","0,2"
06/12/2014 12.00,"1,7","18,8","11,0","4,2","0,2","0,2"
06/12/2014 13.00,"1,6","17,7","11,5",,"0,2","0,2"
06/12/2014 14.00,"1,2","15,0","10,2","2,9","0,2","0,2"
06/12/2014 15.00,"2,5","20,4","13,2",,"0,2","0,3"
06/12/2014 16.00,"2,0","29,9","22,4","2,2","0,2","0,1"
06/12/2014 17.00,"2,2","40,8","33,1",,"0,2","0,1"
06/12/2014 18.00,"2,6","13,1","9,7","5,9","0,2","0,1"
06/12/2014 19.00,"1,6","9,5","6,2",,"0,2","0,2"
06/12/2014 20.00,"2,4","10,7","8,0","18,8","0,2","0,1"
06/12/2014 21.00,"2,4","23,4","18,6",,"0,3","0,3"
06/12/2014 22.00,"2,2","6,5","4,2","10,7","0,3","0,4"
06/12/2014 23.00,"0,8","6,7","4,4",,"0,2","0,3"
07/12/2014 0.00,"1,2","11,6","8,8","6,1","0,3","0,4"
07/12/2014 1.00,"1,4","6,5","4,2",,"0,3","0,5"
07/12/2014 2.00,"1,1","14,7","11,1","4,2","0,3","0,4"
07/12/2014 3.00,"1,3","9,5","7,2",,"0,3","0,5"
07/12/2014 4.00,"1,7","6,6","4,3","2,9","0,3","0,4"
07/12/2014 5.00,"1,5","5,8","3,2",,"0,2","0,4"
07/12/2014 6.00,"1,4","6,3","3,9","10,7","0,2","0,3"
07/12/2014 7.00,"2,0","5,3","2,7",,"0,2","0,3"
07/12/2014 8.00,"1,3","4,5","1,9","6,1","0,2","0,3"
07/12/2014 9.00,"2,6","6,2","2,8",,"0,2","0,3"
07/12/2014 10.00,"2,0","8,3","5,1","3,7","0,3","0,5"
07/12/2014 11.00,"1,9","22,0","13,8",,"0,3","0,5"
07/12/2014 12.00,"1,3","14,6","9,2","5,6","0,3","0,7"
07/12/2014 13.00,"1,8","12,7","7,8",,"0,2","0,3"
07/12/2014 14.00,"2,6","19,2","12,5","6,8","0,3","0,4"
07/12/2014 15.00,"2,3","21,8","15,6",,"0,3","0,3"
07/12/2014 16.00,"2,0","14,9","11,1","4,4","0,3","0,3"
07/12/2014 17.00,"2,4","7,1","4,8",,"0,2","0,4"
07/12/2014 18.00,"1,7","7,0","4,7","25,9","0,3","0,5"
07/12/2014 19.00,"1,2","7,3","5,0",,"0,3","0,5"
07/12/2014 20.00,"2,0","7,5","5,2","16,1","0,3","0,6"
07/12/2014 21.00,"2,3","12,7","10,4",,"0,5","1,4"
07/12/2014 22.00,"1,6","11,3","8,9","22,2","0,4","1,4"
07/12/2014 23.00,"2,2","10,8","8,4",,"0,4","1,2"
08/12/2014 0.00,"2,4","7,1","4,7","12,2","0,3","1,0"
08/12/2014 1.00,,"4,5","2,2",,"0,2","0,5"
08/12/2014 2.00,"2,6",,,"15,6","0,2","0,5"
08/12/2014 3.00,"2,4","5,7","3,4",,,"0,5"
08/12/2014 4.00,"2,3","6,5","4,2","10,7","0,3","0,6"
08/12/2014 5.00,"1,8","8,0","5,6",,"0,3",
08/12/2014 6.00,"1,6","9,1","5,9","10,7","0,2","0,6"
08/12/2014 7.00,"1,8","4,9","2,6",,"0,2","0,6"
08/12/2014 8.00,"2,1","19,3","14,8","8,5","0,2","0,4"
08/12/2014 9.00,"2,6","16,6","10,8",,"0,2","0,4"
08/12/2014 10.00,"2,2","9,6","6,0","5,9","0,2","0,3"
08/12/2014 11.00,"2,3","5,5","2,7",,"0,2","0,3"
08/12/2014 12.00,"2,1","4,4","2,0","5,4","0,2","0,4"
08/12/2014 13.00,"2,5","5,0","2,4",,"0,2","0,3"
08/12/2014 14.00,"2,5","4,8","2,4","4,2","0,2","0,3"
08/12/2014 15.00,"2,5","6,6","3,9",,"0,2","0,3"
08/12/2014 16.00,"2,6","7,7","5,2","4,4","0,3","0,5"
08/12/2014 17.00,"1,8","12,7","9,7",,"0,3","0,6"
08/12/2014 18.00,"2,4","20,5","13,5","12,2","0,3","0,8"
08/12/2014 19.00,"2,6","19,2","13,2",,"0,4","1,1"
08/12/2014 20.00,"2,4","15,6","11,0","10,0","0,4","1,4"
08/12/2014 21.00,"2,1","18,7","13,0",,"0,4","1,3"
08/12/2014 22.00,"2,6","20,5","13,6","10,5","0,4","1,3"
08/12/2014 23.00,"2,4","22,5","14,7",,"0,3","1,2"
09/12/2014 0.00,"2,6","22,6","14,2","8,5","0,4","1,3"
09/12/2014 1.00,"2,6","11,3","7,7",,"0,3","1,2"
09/12/2014 2.00,"2,6","9,1","5,5","6,3","0,3","1,1"
09/12/2014 3.00,"2,5","10,6","6,6",,"0,3","1,0"
09/12/2014 4.00,"2,5","8,0","5,0","8,3","0,3","1,0"
09/12/2014 5.00,"2,6","11,4","6,9",,"0,3","0,8"
09/12/2014 6.00,"2,6","23,6","11,0","5,4","0,3","0,7"
09/12/2014 7.00,"3,5","78,5","28,6",,"0,3","0,8"
09/12/2014 8.00,"3,3","79,1","30,2","10,3","0,3","1,0"
09/12/2014 9.00,"3,0","51,1","23,0",,"0,3","1,0"
09/12/2014 10.00,"2,7","33,0","17,6","5,6","0,3","1,1"
09/12/2014 11.00,"2,6","14,6","7,8",,"0,3","1,0"
09/12/2014 12.00,"2,6","10,1","5,7","6,8","0,3","0,9"
09/12/2014 13.00,"2,6","7,7","4,3",,"0,3","0,8"
09/12/2014 14.00,"2,6","8,3","4,6","5,9","0,3","0,8"
09/12/2014 15.00,"2,9","9,6","6,0",,"0,3","0,8"
09/12/2014 16.00,"2,6","8,0","4,8","11,7","0,3","0,8"
09/12/2014 17.00,"2,6","11,3","7,6",,"0,3","0,9"
09/12/2014 18.00,"3,1","71,7","42,0","15,4","0,4","0,9"
09/12/2014 19.00,"2,7","20,4","13,9",,"0,4","1,0"
09/12/2014 20.00,"2,7","18,6","15,2","11,0","0,4","0,8"
09/12/2014 21.00,"2,5","28,2","24,9",,"0,4","1,1"
09/12/2014 22.00,"2,6","46,2","32,8","15,1","0,5","1,1"
09/12/2014 23.00,"2,6","25,0","20,5",,"0,5","1,2"
10/12/2014 0.00,"2,6","38,9","28,4","19,8","0,5","1,2"
10/12/2014 1.00,,"12,9","10,1",,"0,4","1,2"
10/12/2014 2.00,"2,7",,,"16,6","0,4","1,0"
10/12/2014 3.00,"2,6","5,4","3,1",,,"1,0"
10/12/2014 4.00,"2,6","5,6","3,2","12,0","0,3","1,1"
10/12/2014 5.00,"2,6","6,7","4,2",,"0,3",
10/12/2014 6.00,"2,5","16,7","12,2","10,5","0,3","1,2"
10/12/2014 7.00,"1,8","20,7","15,9",,"0,3","1,2"
10/12/2014 8.00,"3,0","74,0","28,0","13,2","0,4","1,2"
10/12/2014 9.00,"2,9","79,2","30,2",,"0,4","1,3"
10/12/2014 10.00,"1,8","30,4","15,5","17,8","0,3","1,1"
10/12/2014 11.00,"2,3","13,5","7,6",,"0,3","1,2"
10/12/2014 12.00,"2,6","10,1","5,4","10,3","0,3","1,2"
10/12/2014 13.00,"2,6","9,8","5,5",,"0,3","1,1"
10/12/2014 14.00,"2,6","12,9","7,4","7,6","0,3","1,0"
10/12/2014 15.00,"2,6","11,8","7,2",,"0,3","1,0"
10/12/2014 16.00,"2,6","12,4","8,4","15,4","0,3","0,9"
10/12/2014 17.00,"1,6","12,0","8,7",,"0,3","1,1"
10/12/2014 18.00,"2,2","37,6","22,7","20,0","0,3","1,0"
10/12/2014 19.00,"2,5","60,6","33,3",,"0,3","1,0"
10/12/2014 20.00,"2,0","51,0","30,3","18,1","0,3","1,0"
10/12/2014 21.00,"2,0","54,0","29,3",,"0,3","0,8"
10/12/2014 22.00,"1,6","31,8","21,8","23,0","0,2","0,6"
10/12/2014 23.00,"1,1","29,0","18,0",,"0,2","0,7"
11/12/2014 0.00,"0,7","22,4","17,6","14,7","0,2","0,7"
11/12/2014 1.00,"1,3","37,5","23,9",,"0,2","0,5"
11/12/2014 2.00,"0,7","15,5","12,0","8,5","0,2","0,6"
11/12/2014 3.00,"0,7","15,6","9,5",,"0,2","0,6"
11/12/2014 4.00,"1,3","31,0","19,2","5,6","0,2","0,5"
11/12/2014 5.00,"1,3","40,2","24,9",,"0,2","0,5"
11/12/2014 6.00,"2,2","73,6","39,9","10,5","0,2","0,5"
11/12/2014 7.00,"3,4","137,1","43,3",,"0,3","0,6"
11/12/2014 8.00,"4,4","158,4","53,3","16,6","0,3","0,7"
11/12/2014 9.00,"1,7","13,2","7,1",,"0,2","0,7"
11/12/2014 10.00,"1,7","11,2","6,5","16,6","0,2","0,7"
11/12/2014 11.00,"1,4","8,4","5,0",,"0,3","0,8"
11/12/2014 12.00,"1,4","10,3","6,5","12,9","0,3","0,7"
11/12/2014 13.00,"2,4","8,2","5,1",,"0,3","0,7"
11/12/2014 14.00,"1,5","9,2","6,3","17,1","0,3","0,7"
11/12/2014 15.00,"1,6","10,2","6,8",,"0,2","0,8"
11/12/2014 16.00,"1,9","9,4","6,1","22,2","0,2","0,7"
11/12/2014 17.00,"1,0","9,7","6,9",,"0,2","0,7"
11/12/2014 18.00,"0,8","9,9","6,9","15,9","0,2","0,5"
11/12/2014 19.00,"0,9","12,9","10,3",,"0,2","0,6"
11/12/2014 20.00,"1,9","14,2","11,5","13,9","0,2","0,6"
11/12/2014 21.00,"1,5","12,1","9,5",,"0,2","0,6"
11/12/2014 22.00,"2,6","16,7","13,1","15,9","0,2","0,6"
11/12/2014 23.00,"1,7","22,5","18,1",,"0,2","0,6"
12/12/2014 0.00,"0,9","23,2","18,4","11,0","0,2","0,6"
12/12/2014 1.00,,"18,3","14,4",,"0,2","0,5"
12/12/2014 2.00,"1,4",,,"13,9","0,2","0,5"
12/12/2014 3.00,"1,4","7,9","5,4",,,"0,3"
12/12/2014 4.00,"1,2","9,4","6,8","8,1","0,2","0,4"
12/12/2014 5.00,"0,7","11,9","8,4",,"0,2",
12/12/2014 6.00,"0,8","12,8","10,2","7,6","0,2","0,4"
12/12/2014 7.00,"1,5","30,0","19,6",,"0,2","0,4"
12/12/2014 8.00,"1,5","48,6","32,4","13,2","0,2","0,5"
12/12/2014 9.00,"1,9","57,3","32,3",,"0,3","0,5"
12/12/2014 10.00,"2,2","38,1","21,3","16,8","0,3","1,1"
12/12/2014 11.00,"1,5","26,3","15,1",,"0,2","0,6"
12/12/2014 12.00,"0,7","7,5","4,3","15,4","0,2","0,5"
12/12/2014 13.00,"1,2","7,2","4,1",,"0,2","0,4"
12/12/2014 14.00,"2,1","11,2","7,1","15,6","0,2","0,3"
12/12/2014 15.00,"2,0","10,1","6,3",,"0,2","0,7"
12/12/2014 16.00,"1,0","10,4","7,2","19,5","0,2","0,7"
12/12/2014 17.00,"0,9","32,8","25,1",,"0,2","0,4"
12/12/2014 18.00,"0,7","21,0","17,1","30,3","0,2","0,2"
12/12/2014 19.00,"1,3","80,9","48,0",,"0,3","0,4"
12/12/2014 20.00,"1,0","43,3","33,0","30,8","0,3","0,5"
12/12/2014 21.00,"0,9","22,4","17,9",,"0,3","0,9"
12/12/2014 22.00,"1,4","51,7","23,2","35,4","0,3","0,9"
12/12/2014 23.00,"0,7","34,2","28,9",,"0,3","1,0"
13/12/2014 0.00,"0,7","19,7","17,1","43,5","0,3","1,1"
13/12/2014 1.00,"0,8","9,0","6,7",,"0,3","1,1"
13/12/2014 2.00,"0,7","6,2","3,9","26,1","0,2","0,6"
