Stat,MARTINA FRANCA,,,,
19/04/2014 23.00,"9,3","7,0","0,2","86,6",
20/04/2014 0.00,"11,6","9,6","0,2","79,5",
20/04/2014 1.00,"13,3","10,2","0,2","74,9",
20/04/2014 2.00,"6,9","5,4","0,2","84,5",
20/04/2014 3.00,"7,0","5,4",,"80,7",
20/04/2014 4.00,"3,4","2,6","0,2",,
20/04/2014 5.00,"2,4","1,8","0,1","101,8",
20/04/2014 6.00,"4,9","3,6","0,1","104,1",
20/04/2014 7.00,"9,7","6,8","0,2","96,1",
20/04/2014 8.00,"7,3","5,1","0,2","98,0",
20/04/2014 9.00,"5,2","3,6","0,2","97,5",
20/04/2014 10.00,"8,1","5,4","0,2","101,1",
20/04/2014 11.00,"10,4","6,8","0,2","100,9",
20/04/2014 12.00,"13,6","8,8","0,2","102,6",
20/04/2014 13.00,"10,8","7,3","0,2","106,2",
20/04/2014 14.00,"3,0","2,1","0,2","105,8",
20/04/2014 15.00,"8,0","5,0","0,2","100,7",
20/04/2014 16.00,"4,7","3,1","0,2","100,9",
20/04/2014 17.00,"6,4","4,2","0,2","98,4",
20/04/2014 18.00,"8,9","6,4","0,2","93,5",
20/04/2014 19.00,"12,8","9,3","0,2","88,5",
20/04/2014 20.00,"13,8","9,9","0,2","89,0",
20/04/2014 21.00,"10,8","7,7","0,2","92,3",
20/04/2014 22.00,"7,4","5,3","0,1","94,0",
20/04/2014 23.00,"7,1","5,4","0,1","92,9",
21/04/2014 0.00,"6,5","4,5","0,1","94,5",
21/04/2014 1.00,"3,8","2,8","0,1","97,7",
21/04/2014 2.00,"3,3","2,2","0,1","97,0",
21/04/2014 3.00,"1,9","1,4","0,1","98,0",
21/04/2014 4.00,"2,1","1,3","0,1","95,5",
21/04/2014 5.00,"2,5","1,9","0,1","94,3",
21/04/2014 6.00,"4,5","3,3","0,1","92,0",
21/04/2014 7.00,"14,0","8,3","0,1","85,0",
21/04/2014 8.00,"12,6","7,9","0,2","85,5",
21/04/2014 9.00,"11,7","7,5","0,2","86,9",
21/04/2014 10.00,"12,9","8,2","0,2","87,9",
21/04/2014 11.00,"13,1","8,0","0,2","91,1",
21/04/2014 12.00,"16,2","10,1","0,2","95,7",
21/04/2014 13.00,"8,4","5,5","0,2","101,9",
21/04/2014 14.00,"2,8","1,7","0,2","105,7",
21/04/2014 15.00,"7,0","4,4","0,2","101,0",
21/04/2014 16.00,"5,6","3,5","0,2","99,9",
21/04/2014 17.00,"6,5","4,2","0,1","94,9",
21/04/2014 18.00,"11,5","7,9","0,2","86,4",
21/04/2014 19.00,"14,8","10,4","0,2","80,6",
21/04/2014 20.00,"12,4","9,2","0,1","80,0",
21/04/2014 21.00,"8,6","6,7","0,1","81,5",
21/04/2014 22.00,"6,4","4,7","0,1","78,1",
21/04/2014 23.00,"18,7","17,0","0,6","54,7",
22/04/2014 0.00,"10,0","6,5","0,2","71,6",
22/04/2014 1.00,"3,3","2,9","0,1","71,2",
22/04/2014 2.00,"2,5","2,2","0,1","69,4",
22/04/2014 3.00,"1,6","1,1",,"71,1",
22/04/2014 4.00,"4,5","3,0","0,1",,
22/04/2014 5.00,"12,4","10,0","0,1","66,5",
22/04/2014 6.00,"102,0","43,4","0,4","29,9",
22/04/2014 7.00,"96,6","52,0","0,4","24,6",
22/04/2014 8.00,"62,9","36,7","0,5","39,5",
22/04/2014 9.00,"60,1","36,8","0,5","48,9",
22/04/2014 10.00,"40,7","26,1","0,3","63,8","6,8"
22/04/2014 11.00,"33,4","21,3","0,2","67,5",
22/04/2014 12.00,"31,6","20,7","0,2","71,5","5,9"
22/04/2014 13.00,"30,2","19,8","0,2","81,6",
22/04/2014 14.00,"19,0","12,0","0,1","90,1","9,3"
22/04/2014 15.00,"27,5","19,0","0,3","80,0",
22/04/2014 16.00,"64,7","38,8","0,3","64,8","5,4"
22/04/2014 17.00,"80,2","48,2","0,4","54,7",
22/04/2014 18.00,"115,6","68,1","0,6","37,6","3,9"
22/04/2014 19.00,"92,6","62,7","0,5","43,5",
22/04/2014 20.00,"91,9","60,8","0,6","28,5","10,3"
22/04/2014 21.00,"26,0","20,2","0,2","56,4",
22/04/2014 22.00,"17,5","15,7","0,2","51,1","17,1"
22/04/2014 23.00,"22,8","17,2","0,2","43,4",
23/04/2014 0.00,"18,5","15,6","0,2","36,7","20,0"
23/04/2014 1.00,"12,2","10,7","0,2","49,5",
23/04/2014 2.00,"10,7","9,1","0,2","49,8","12,2"
23/04/2014 3.00,"7,1","6,6","0,2","48,9",
23/04/2014 4.00,"7,8","6,7","0,2","57,0","14,6"
23/04/2014 5.00,"17,9","12,8","0,2","43,5",
23/04/2014 6.00,"27,5","18,8","0,2","58,5","8,3"
23/04/2014 7.00,"77,6","37,4","0,4","47,6",
23/04/2014 8.00,"71,9","41,9","0,5","46,1","9,3"
23/04/2014 9.00,"63,6","38,4","0,5","50,6",
23/04/2014 10.00,"53,0","31,4","0,4","61,7","9,8"
23/04/2014 11.00,"43,1","24,4","0,3","63,9",
23/04/2014 12.00,"53,2","30,2","0,4","60,6","7,8"
23/04/2014 13.00,"50,4","28,2","0,3","63,1",
23/04/2014 14.00,"22,5","13,5","0,2","71,9","9,3"
23/04/2014 15.00,"26,1","15,7","0,2","70,5",
23/04/2014 16.00,"26,3","17,4","0,2","66,9","5,4"
23/04/2014 17.00,"29,0","18,5","0,2","65,0",
23/04/2014 18.00,"39,2","24,4","0,3","62,1","5,4"
23/04/2014 19.00,"24,0","16,4","0,2","67,0",
23/04/2014 20.00,"23,5","15,6","0,2","67,2","6,8"
23/04/2014 21.00,"12,3","8,4","0,1","73,1",
23/04/2014 22.00,"5,1","3,6","0,1","80,7","7,8"
23/04/2014 23.00,"3,0","2,1","0,1","88,2",
24/04/2014 0.00,"3,7","2,2","0,1","86,4","4,4"
24/04/2014 1.00,"2,3","1,4","0,1","83,4",
24/04/2014 2.00,"1,8","1,1","0,1","86,9","4,4"
24/04/2014 3.00,"1,3","0,7",,"83,7",
24/04/2014 4.00,"1,5","0,7","0,2",,"3,4"
24/04/2014 5.00,"3,7","2,4","0,2","76,2",
24/04/2014 6.00,"15,2","9,7","0,2","66,2","4,4"
24/04/2014 7.00,"30,6","18,1","0,3","55,8",
24/04/2014 8.00,"38,1","23,4","0,3","55,9","3,4"
24/04/2014 9.00,"29,1","18,1","0,3","60,7",
24/04/2014 10.00,"28,3","17,8","0,3","64,3","2,0"
24/04/2014 11.00,"28,9","18,3","0,3","67,4",
24/04/2014 12.00,,,"0,3","70,4","6,8"
24/04/2014 13.00,,,"0,3","67,6",
24/04/2014 14.00,"25,6","17,9","0,3","71,8","7,8"
24/04/2014 15.00,"28,9","19,0","0,3","73,5",
24/04/2014 16.00,"28,5","20,1","0,3","71,2","4,9"
24/04/2014 17.00,"34,0","23,9","0,3","61,6",
24/04/2014 18.00,"55,0","36,7","0,4","50,5","5,4"
24/04/2014 19.00,"36,4","25,6","0,3","60,6",
24/04/2014 20.00,"34,7","24,7","0,3","60,7","4,4"
24/04/2014 21.00,"32,8","21,8","0,3","62,4",
24/04/2014 22.00,"7,9","6,2","0,2","75,9","6,8"
24/04/2014 23.00,"8,3","6,2","0,2","73,1",
25/04/2014 0.00,"5,5","4,4","0,2","73,6","7,8"
25/04/2014 1.00,"3,9","3,0","0,2","74,8",
25/04/2014 2.00,"4,1","3,0","0,2","72,2","8,3"
25/04/2014 3.00,"4,4","3,1","0,2","69,5",
25/04/2014 4.00,"2,6","1,8","0,2","71,1","4,9"
25/04/2014 5.00,"3,0","1,9","0,2","69,6",
25/04/2014 6.00,"7,6","5,6","0,2","63,2","3,4"
25/04/2014 7.00,"7,3","5,3","0,2","65,0",
25/04/2014 8.00,"10,5","7,1","0,2","71,0","3,4"
25/04/2014 9.00,"13,8","9,3","0,3","72,4",
25/04/2014 10.00,"15,9","10,5","0,3","75,5","2,4"
25/04/2014 11.00,"21,2","14,2","0,3","76,3",
25/04/2014 12.00,"24,3","17,4","0,3","80,2","2,4"
25/04/2014 13.00,"18,8","13,5","0,3","84,5",
25/04/2014 14.00,"9,3","6,3","0,2","90,9","7,3"
25/04/2014 15.00,"13,9","11,0","0,3","80,8",
25/04/2014 16.00,"13,9","10,9","0,3","84,5","4,4"
25/04/2014 17.00,"15,0","11,6","0,3","80,0",
25/04/2014 18.00,"10,7","8,0","0,2","82,2","3,9"
25/04/2014 19.00,"17,0","12,6","0,3","74,9",
25/04/2014 20.00,"17,8","14,4","0,3","67,2","4,9"
25/04/2014 21.00,"14,9","12,0","0,2","70,1",
25/04/2014 22.00,"13,7","11,5","0,3","72,6","12,2"
25/04/2014 23.00,"15,1","13,3","0,3","69,7",
26/04/2014 0.00,"12,5","11,1","0,2","72,0","7,3"
26/04/2014 1.00,"4,0","3,1","0,2","79,3",
26/04/2014 2.00,"4,1","2,9","0,2","75,8","7,8"
26/04/2014 3.00,"7,1","6,2",,"56,8",
26/04/2014 4.00,"21,6","13,7","0,2",,"4,4"
26/04/2014 5.00,"49,9","25,4","0,2","46,2",
26/04/2014 6.00,"65,4","38,8","0,2","34,3","3,4"
26/04/2014 7.00,"36,2","23,6","0,2","48,3",
26/04/2014 8.00,"17,1","11,7","0,3","70,8","2,9"
26/04/2014 9.00,"22,8","14,4","0,3","77,6",
26/04/2014 10.00,"16,6","11,0","0,3","91,7","2,4"
26/04/2014 11.00,"22,6","14,4","0,3","85,5",
26/04/2014 12.00,"56,4","32,1","0,4","53,0","11,2"
26/04/2014 13.00,"54,2","31,4","0,4","56,8",
26/04/2014 14.00,"30,2","19,7","0,3","72,9","6,8"
26/04/2014 15.00,"34,3","22,2","0,4","67,8",
26/04/2014 16.00,"44,2","28,7","0,4","62,8","4,4"
26/04/2014 17.00,"50,9","32,6","0,4","59,6",
26/04/2014 18.00,"83,2","51,1","0,5","36,6","4,9"
26/04/2014 19.00,"101,2","59,2","0,6","31,0",
26/04/2014 20.00,"70,1","46,2","0,5","37,2","7,3"
26/04/2014 21.00,"49,0","33,1","0,4","37,6",
26/04/2014 22.00,"29,4","24,0","0,5","32,3","4,9"
26/04/2014 23.00,"27,6","22,6","0,4","29,2",
27/04/2014 0.00,"29,0","21,9","0,4","18,4","13,7"
27/04/2014 1.00,"33,0","21,8","0,4","12,3",
27/04/2014 2.00,"13,0","11,0","0,2","47,1","17,1"
27/04/2014 3.00,"15,2","13,1","0,2","27,9",
27/04/2014 4.00,"16,3","11,7","0,2","15,7","11,7"
27/04/2014 5.00,"45,3","17,7","0,2","11,7",
27/04/2014 6.00,"35,9","17,8","0,3","9,1","6,8"
27/04/2014 7.00,"35,1","19,4","0,3","35,0",
27/04/2014 8.00,"12,1","9,8","0,3","67,1","3,9"
27/04/2014 9.00,"12,0","8,6","0,3","76,4",
27/04/2014 10.00,"14,2","9,0","0,3","86,4","3,4"
27/04/2014 11.00,"9,8","6,8","0,3","90,5",
27/04/2014 12.00,"24,2","16,7","0,5","80,8","3,9"
27/04/2014 13.00,"18,9","14,1","0,6","93,7",
27/04/2014 14.00,"5,3","3,7","0,3","106,2","2,9"
27/04/2014 15.00,"7,2","4,4","0,2","99,6",
27/04/2014 16.00,"5,5","3,3","0,2","94,0","3,4"
27/04/2014 17.00,"8,1","5,8","0,3","85,0",
27/04/2014 18.00,"7,1","4,5","0,2","83,0","2,4"
27/04/2014 19.00,"9,3","5,9","0,2","81,6",
27/04/2014 20.00,"14,2","9,8","0,2","71,2","2,0"
27/04/2014 21.00,"10,3","7,7","0,2","72,1",
27/04/2014 22.00,"8,8","6,5","0,2","69,1","6,8"
27/04/2014 23.00,"3,5","2,6","0,2","76,7",
28/04/2014 0.00,"5,5","4,1","0,2","79,9","5,4"
28/04/2014 1.00,"1,6","1,2","0,2","82,5",
28/04/2014 2.00,"1,9","1,2","0,2","76,9","3,4"
28/04/2014 3.00,"1,7","1,2",,"69,9",
28/04/2014 4.00,"7,5","5,2","0,1",,"2,4"
28/04/2014 5.00,"39,9","26,3","0,1","44,9",
28/04/2014 6.00,"36,5","24,7","0,2","41,9","1,5"
28/04/2014 7.00,"76,7","42,2","0,4","25,0",
28/04/2014 8.00,"62,7","34,1","0,4","45,7","2,0"
28/04/2014 9.00,"83,3","39,3","0,2","48,1",
28/04/2014 10.00,"64,3","33,3","0,3","52,8","1,5"
28/04/2014 11.00,"74,5","38,9","0,3","47,0",
28/04/2014 12.00,"60,7","32,2","0,3","48,7","1,5"
28/04/2014 13.00,"49,4","27,4","0,2","58,0",
28/04/2014 14.00,"28,5","17,5","0,1","67,7","4,9"
28/04/2014 15.00,"16,4","9,7","0,1","79,5",
28/04/2014 16.00,"30,0","20,6","0,2","71,2","2,9"
28/04/2014 17.00,"43,3","29,5","0,3","64,7",
28/04/2014 18.00,"55,3","34,3","0,3","61,1","2,0"
28/04/2014 19.00,"47,8","30,9","0,3","59,5",
28/04/2014 20.00,"32,0","22,2","0,2","57,6","2,9"
28/04/2014 21.00,"18,7","15,4","0,2","52,8",
28/04/2014 22.00,"9,9","7,9","0,1","63,5","10,7"
28/04/2014 23.00,"11,0","9,1","0,1","56,5",
29/04/2014 0.00,"5,7","3,9","0,1","62,7","5,4"
29/04/2014 1.00,"4,8","3,5","0,1","56,2",
29/04/2014 2.00,"1,8","1,1","0,1","67,3","2,4"
29/04/2014 3.00,,,"0,1","75,8",
29/04/2014 4.00,"1,4","0,9","0,1","75,1","2,0"
29/04/2014 5.00,"44,0","26,1","0,2","46,5",
29/04/2014 6.00,"60,9","34,0","0,2","41,9","2,4"
29/04/2014 7.00,"48,6","26,4","0,2","54,3",
29/04/2014 8.00,"53,7","26,8","0,3","57,3","2,4"
29/04/2014 9.00,"30,3","16,5","0,2","71,1",
29/04/2014 10.00,"26,3","14,1","0,2","80,6","2,4"
29/04/2014 11.00,"29,1","16,4","0,2","80,6",
29/04/2014 12.00,"40,5","23,7","0,2","75,8","2,0"
29/04/2014 13.00,"48,4","29,0","0,2","65,0",
29/04/2014 14.00,"27,9","17,4","0,1","77,1","2,4"
29/04/2014 15.00,"31,0","19,1","0,2","72,5",
29/04/2014 16.00,"44,4","26,5","0,2","67,6","6,8"
29/04/2014 17.00,"26,2","15,7","0,2","76,3",
29/04/2014 18.00,"70,6","38,6","0,3","44,7","4,4"
29/04/2014 19.00,"60,6","38,3","0,3","36,2",
29/04/2014 20.00,"62,0","35,8","0,5","24,3","2,9"
29/04/2014 21.00,"47,0","28,1","0,4","23,0",
29/04/2014 22.00,"15,8","13,0","0,2","47,6","4,4"
29/04/2014 23.00,"10,1","8,2","0,2","59,1",
30/04/2014 0.00,"8,1","6,3","0,2","61,5","6,8"
30/04/2014 1.00,,,"0,1","66,3",
30/04/2014 2.00,,,"0,1","68,0","4,4"
30/04/2014 3.00,,,,"73,2",
30/04/2014 4.00,,,"0,2",,"2,9"
30/04/2014 5.00,,,"0,2","48,7",
30/04/2014 6.00,,,"0,4","41,4",
30/04/2014 7.00,,,"0,4","39,7",
30/04/2014 8.00,,,"0,5","46,1",
30/04/2014 9.00,,,"0,4","62,8",
30/04/2014 10.00,,,"0,4","69,8","1,5"
30/04/2014 11.00,,,"0,3","74,0",
30/04/2014 12.00,,,"0,4","64,5",
30/04/2014 13.00,,,"0,4","70,0",
30/04/2014 14.00,,,"0,2","76,8",
30/04/2014 15.00,,,"0,2","91,9",
30/04/2014 16.00,,,"0,2","90,4",
30/04/2014 17.00,,,"0,4","82,9",
30/04/2014 18.00,,,"0,5","81,6","25,9"
30/04/2014 19.00,,,"0,3","81,0",
30/04/2014 20.00,,,"0,4","64,1","21,0"
30/04/2014 21.00,,,"0,3","52,7",
30/04/2014 22.00,,,"0,3","55,6","25,4"
30/04/2014 23.00,,,"0,3","58,0",
01/05/2014 0.00,,,"0,2","57,4","24,9"
01/05/2014 1.00,,,"0,2","65,4",
01/05/2014 2.00,,,"0,2","67,6","21,5"
01/05/2014 3.00,,,"0,2","74,6",
01/05/2014 4.00,,,"0,2","74,3","20,0"
01/05/2014 5.00,,,"0,2","74,6",
01/05/2014 6.00,,,"0,2","66,8","11,2"
01/05/2014 7.00,,,"0,2","69,3",
01/05/2014 8.00,,,"0,2","67,2","9,3"
01/05/2014 9.00,,,"0,2","63,3",
01/05/2014 10.00,,,"0,3","64,6","7,3"
01/05/2014 11.00,,,"0,3","64,2",
01/05/2014 12.00,,,"0,3","57,6","4,4"
01/05/2014 13.00,,,"0,2","79,0",
01/05/2014 14.00,,,"0,2","88,2","7,8"
01/05/2014 15.00,,,"0,2","87,3",
01/05/2014 16.00,,,"0,2","74,5","4,9"
01/05/2014 17.00,,,"0,2","67,7",
01/05/2014 18.00,,,"0,3","69,0","6,8"
01/05/2014 19.00,,,"0,3","41,9",
01/05/2014 20.00,,,"0,4","14,9","4,4"
01/05/2014 21.00,,,"0,5","6,2",
01/05/2014 22.00,,,"0,5","1,0","12,2"
01/05/2014 23.00,,,"0,5","5,4",
02/05/2014 0.00,,,"0,4","10,3","20,0"
02/05/2014 1.00,"7,2","6,6","0,2","58,8",
02/05/2014 2.00,"4,2","4,1","0,2","60,2","23,4"
02/05/2014 3.00,"7,4","6,6",,"31,1",
02/05/2014 4.00,"15,2","7,5","0,1",,"12,2"
02/05/2014 5.00,"53,6","30,4","0,1","34,1",
02/05/2014 6.00,"417,8","91,3","0,5","0,7","6,8"
02/05/2014 7.00,"239,0","67,2","0,7","1,3",
02/05/2014 8.00,"130,7","58,6","0,7","16,8","19,0"
02/05/2014 9.00,"54,1","31,9","0,4","48,9",
02/05/2014 10.00,"51,6","33,0","0,4","57,6","22,0"
02/05/2014 11.00,"56,7","33,6","0,4","54,9",
02/05/2014 12.00,"94,4","55,2","0,8","39,7","12,2"
02/05/2014 13.00,"60,9","37,1","0,4","64,7",
02/05/2014 14.00,"26,7","19,4","0,4","80,2","25,9"
02/05/2014 15.00,"34,7","22,9","0,3","80,5",
02/05/2014 16.00,"18,5","12,7","0,2","88,6","14,2"
02/05/2014 17.00,"23,0","15,2","0,2","85,4",
02/05/2014 18.00,"27,4","18,8","0,2","80,6","14,2"
02/05/2014 19.00,"35,8","24,4","0,2","67,1",
02/05/2014 20.00,"31,2","21,4","0,2","66,0","7,8"
02/05/2014 21.00,"9,4","7,5","0,1","77,9",
02/05/2014 22.00,"5,7","5,4","0,1","79,2","17,6"
02/05/2014 23.00,"8,1","6,5","0,1","80,1",
03/05/2014 0.00,"3,8","3,3","0,1","84,2","17,1"
03/05/2014 1.00,"3,8","3,4","0,1","84,8",
03/05/2014 2.00,"1,5","1,5","0,1","87,0","16,6"
03/05/2014 3.00,"1,4","1,4","0,1","89,1",
03/05/2014 4.00,"5,3","4,1","0,1","88,3","14,6"
03/05/2014 5.00,"12,1","8,6","0,2","84,4",
03/05/2014 6.00,"28,2","19,4","0,2","74,8","11,7"
03/05/2014 7.00,"35,6","22,8","0,2","72,4",
03/05/2014 8.00,"33,7","22,6","0,3","67,3","10,7"
03/05/2014 9.00,"63,2","38,1","0,4","50,4",
03/05/2014 10.00,"54,1","34,5","0,5","50,8","15,1"
03/05/2014 11.00,"40,1","26,1","0,4","60,9",
03/05/2014 12.00,"44,3","26,3","0,3","64,3","16,6"
03/05/2014 13.00,"47,4","26,1","0,3","67,6",
03/05/2014 14.00,"14,4","9,8","0,2","86,4","9,8"
03/05/2014 15.00,"16,6","11,0","0,2","86,6",
03/05/2014 16.00,"16,6","11,3","0,2","90,1","5,9"
03/05/2014 17.00,"30,9","19,8","0,3","80,8",
03/05/2014 18.00,"29,3","21,0","0,2","75,0","4,4"
03/05/2014 19.00,"30,1","20,8","0,3","69,0",
03/05/2014 20.00,"27,2","17,8","0,2","70,8","8,8"
03/05/2014 21.00,"20,7","14,5","0,2","76,9",
03/05/2014 22.00,"8,5","7,6","0,1","76,1","16,1"
03/05/2014 23.00,"14,6","11,5","0,1","66,5",
04/05/2014 0.00,"21,3","17,8","0,2","52,2","17,1"
04/05/2014 1.00,"11,9","10,2","0,2","60,1",
04/05/2014 2.00,"10,2","8,6","0,2","57,4","19,5"
04/05/2014 3.00,"3,4","3,4",,"67,3",
04/05/2014 4.00,"3,4","3,3","0,2",,"10,7"
04/05/2014 5.00,"3,3","3,1","0,2","68,1",
04/05/2014 6.00,"3,8","3,5","0,2","69,0","6,8"
04/05/2014 7.00,"8,6","6,7","0,2","69,7",
04/05/2014 8.00,"11,5","9,1","0,2","76,9","4,4"
04/05/2014 9.00,"9,3","7,3","0,2","77,7",
04/05/2014 10.00,"16,6","12,0","0,2","72,8","3,4"
04/05/2014 11.00,"16,6","12,6","0,2","82,0",
04/05/2014 12.00,"21,1","15,7","0,2","82,4","2,4"
04/05/2014 13.00,"16,3","12,6","0,2","80,1",
04/05/2014 14.00,"5,4","4,9","0,2","89,6","2,0"
04/05/2014 15.00,"13,3","10,6","0,2","86,2",
04/05/2014 16.00,"12,2","9,9","0,2","91,6","4,9"
04/05/2014 17.00,"10,5","8,6","0,2","78,3",
04/05/2014 18.00,"13,5","10,6","0,3","66,7","6,8"
04/05/2014 19.00,"11,1","8,7","0,3","65,7",
04/05/2014 20.00,"17,7","13,7","0,3","56,1","9,3"
04/05/2014 21.00,"15,2","12,1","0,3","55,4",
04/05/2014 22.00,"10,5","8,7","0,3","54,2","8,8"
04/05/2014 23.00,"9,5","7,7","0,3","55,3",
05/05/2014 0.00,"6,0","5,5","0,3","57,1","13,2"
05/05/2014 1.00,"4,5","4,1","0,2","60,2",
05/05/2014 2.00,"2,1","2,0","0,2","61,2","13,7"
05/05/2014 3.00,"1,9","2,0","0,2","60,3",
05/05/2014 4.00,"2,2","2,2","0,2","60,2","7,8"
05/05/2014 5.00,"4,7","4,0","0,2","61,1",
05/05/2014 6.00,"14,6","10,1","0,3","55,2","6,8"
05/05/2014 7.00,"54,9","27,1","0,4","44,7",
05/05/2014 8.00,"69,5","37,8","0,5","36,9","12,7"
05/05/2014 9.00,,,"0,4","45,8",
05/05/2014 10.00,"42,2","25,9","0,4","56,7","6,3"
05/05/2014 11.00,"33,7","21,7","0,3","69,0",
05/05/2014 12.00,"48,2","30,1","0,4","66,7","6,8"
05/05/2014 13.00,"54,5","30,8","0,4","72,0",
05/05/2014 14.00,"22,7","15,2","0,3","88,2","14,2"
05/05/2014 15.00,"26,7","18,7","0,3","87,7",
05/05/2014 16.00,"32,3","21,8","0,4","84,2","15,1"
05/05/2014 17.00,"35,1","24,6","0,3","81,1",
05/05/2014 18.00,"41,3","29,0","0,3","76,3","13,2"
05/05/2014 19.00,"52,6","36,7","0,4","64,7",
05/05/2014 20.00,"78,2","51,1","0,6","47,4","18,6"
05/05/2014 21.00,"38,1","30,4","0,4","62,6",
05/05/2014 22.00,"19,0","17,3","0,3","70,2","22,0"
05/05/2014 23.00,"11,6","10,9","0,3","79,6",
06/05/2014 0.00,"8,5","8,0","0,2","82,8","28,8"
06/05/2014 1.00,"5,1","5,0","0,2","83,2",
06/05/2014 2.00,,,"0,2","73,5","24,4"
06/05/2014 3.00,"8,8","8,9",,"74,0",
06/05/2014 4.00,"7,5","7,6","0,2",,"20,0"
06/05/2014 5.00,"25,2","22,0","0,3","61,4",
06/05/2014 6.00,"37,1","31,4","0,4","57,6","17,6"
06/05/2014 7.00,"63,7","44,2","0,5","50,3",
06/05/2014 8.00,"58,9","40,3","0,5","61,1","16,1"
06/05/2014 9.00,"53,1","36,4","0,4","67,3",
06/05/2014 10.00,"50,8","33,6","0,4","74,6","15,6"
06/05/2014 11.00,"52,3","35,4","0,3","79,5",
06/05/2014 12.00,"53,5","36,0","0,4","83,5","14,6"
06/05/2014 13.00,"50,0","33,0","0,4","86,9",
06/05/2014 14.00,"45,9","30,3","0,3","92,1","12,2"
06/05/2014 15.00,"53,3","34,9","0,4","86,6",
06/05/2014 16.00,"51,3","33,9","0,5","87,5","15,1"
06/05/2014 17.00,"60,9","39,0","0,4","81,8",
06/05/2014 18.00,"76,7","48,4","0,6","72,3","10,3"
06/05/2014 19.00,"95,6","61,9","0,6","52,4",
06/05/2014 20.00,"113,0","70,8","0,7","34,2","13,7"
06/05/2014 21.00,"61,5","49,9","0,6","23,6",
06/05/2014 22.00,"57,7","43,4","0,5","12,6","28,3"
06/05/2014 23.00,"35,3","28,9","0,4","18,5",
07/05/2014 0.00,"37,6","32,8","0,5","26,0","46,9"
07/05/2014 1.00,"35,9","32,1","0,6","43,2",
07/05/2014 2.00,"21,6","20,6","0,5","60,9","39,6"
07/05/2014 3.00,"12,5","12,0","0,4","75,2",
07/05/2014 4.00,"6,7","6,4","0,3","94,4","30,3"
07/05/2014 5.00,"21,3","17,4","0,2","82,8",
07/05/2014 6.00,"72,0","50,5","0,5","40,6","23,4"
07/05/2014 7.00,"64,9","45,7","0,5","47,8",
07/05/2014 8.00,"60,2","43,3","0,7","62,0","25,9"
07/05/2014 9.00,"53,4","38,6","1,0","70,7",
07/05/2014 10.00,"30,7","22,4","0,4","95,6","21,0"
07/05/2014 11.00,"20,5","15,0","0,3","109,6",
07/05/2014 12.00,"43,4","29,4","0,3","98,3","19,0"
07/05/2014 13.00,"47,3","30,6","0,4","102,5",
07/05/2014 14.00,"27,1","19,4","0,3","112,6","10,3"
07/05/2014 15.00,"18,7","14,4","0,3","116,6",
07/05/2014 16.00,"22,5","17,0","0,3","118,0","12,2"
07/05/2014 17.00,"26,0","19,9","0,3","114,5",
07/05/2014 18.00,"50,8","34,9","0,4","94,1","13,7"
07/05/2014 19.00,"34,7","26,7","0,3","101,5",
07/05/2014 20.00,"39,0","30,6","0,3","88,9","15,1"
07/05/2014 21.00,"18,9","16,0","0,3","102,5",
07/05/2014 22.00,"13,5","12,4","0,2","102,2","18,6"
07/05/2014 23.00,"22,1","21,4","0,5","85,2",
08/05/2014 0.00,"38,2","37,5","0,8","62,8","21,0"
08/05/2014 1.00,"11,0","10,9","0,4","102,2",
08/05/2014 2.00,,,"0,3","75,2","17,6"
08/05/2014 3.00,"17,3","16,5",,"60,3",
08/05/2014 4.00,"28,4","20,6","0,1",,"16,1"
08/05/2014 5.00,"392,1","97,5","0,3","10,2",
08/05/2014 6.00,"352,2","97,7","0,4","0,9","16,1"
08/05/2014 7.00,"287,8","98,9","0,7","5,3",
08/05/2014 8.00,"82,0","53,8","0,5","59,1","29,3"
08/05/2014 9.00,"57,0","39,3","0,3","74,3",
08/05/2014 10.00,"66,2","42,9","0,3","77,2","27,8"
08/05/2014 11.00,"55,8","37,6","0,4","86,2",
08/05/2014 12.00,"60,2","42,7","0,4","83,4","19,0"
08/05/2014 13.00,"45,1","31,8","0,3","94,5",
08/05/2014 14.00,"25,8","19,9","0,2","93,9","23,4"
08/05/2014 15.00,"32,6","24,4","0,3","95,9",
08/05/2014 16.00,"32,9","25,2","0,3","96,6","38,1"
08/05/2014 17.00,"32,8","24,6","0,4","94,5",
08/05/2014 18.00,"43,6","32,4","0,4","89,8","27,3"
08/05/2014 19.00,"49,3","37,3","0,4","80,5",
08/05/2014 20.00,"52,4","41,0","0,4","70,3","23,4"
08/05/2014 21.00,"30,8","26,1","0,3","83,4",
08/05/2014 22.00,"21,2","19,1","0,3","82,1","26,4"
08/05/2014 23.00,"19,0","16,9","0,3","75,2",
09/05/2014 0.00,"14,1","12,4","0,2","81,8","32,2"
09/05/2014 1.00,"5,1","4,8","0,2","97,5",
09/05/2014 2.00,"3,8","3,5","0,2","100,7","29,8"
09/05/2014 3.00,"2,5","2,4","0,2","96,5",
09/05/2014 4.00,"8,4","6,6","0,2","91,6","20,5"
09/05/2014 5.00,"6,8","6,0","0,2","90,5",
09/05/2014 6.00,"16,6","13,6","0,3","80,9","12,2"
09/05/2014 7.00,"63,5","33,7","0,4","63,8",
09/05/2014 8.00,"48,5","31,8","0,4","70,3","7,8"
09/05/2014 9.00,"36,8","25,1","0,4","75,5",
