"NetC","SIMAGE Brindisi","","","","","","","","","","","","","","","","","",""
"Stat","Torchiarolo","","","","","","","","","","","","","","","","","",""
,SO2,NOX,NO2,CO,PM10,O3,BENZENE
07/11/2011 22.00,"0,7","31,9","21,4","0,4",37,"39,2","0,5"
07/11/2011 23.00,"1,8","24,5","20,6","0,4",37,"31,9","0,4"
08/11/2011 0.00,"1,7","22,6","16,7","0,4",37,34,"0,4"
08/11/2011 1.00,,"14,2","10,6","0,3","30,6","35,7","0,4"
08/11/2011 2.00,"0,3",,,"0,3","30,6","41,1","0,2"
08/11/2011 3.00,"0,2",12,"9,7",,"30,6","37,1","0,2"
08/11/2011 4.00,"0,2","8,2","6,1","0,1","30,6",,"0,2"
08/11/2011 5.00,"0,1",7,"4,9","0,1","30,6","48,9","0,1"
08/11/2011 6.00,"0,1","8,4","5,6","0,1","30,6","55,4","0,1"
08/11/2011 7.00,"0,2","14,2","9,3","0,2","30,6","54,8",1
08/11/2011 8.00,"0,2","37,3","23,5","0,3","30,6","36,9","0,8"
08/11/2011 9.00,"0,1","45,4","27,4","0,2","30,6","29,9","1,3"
08/11/2011 10.00,"0,1","45,8","27,5","0,2","30,6","36,7","1,2"
08/11/2011 11.00,"0,1","34,4",22,"0,2","30,6",47,"0,8"
08/11/2011 12.00,0,"26,7","16,8","0,3","30,6","62,8","0,8"
08/11/2011 13.00,0,"23,3",15,"0,2","30,6",68,"1,1"
08/11/2011 14.00,0,"20,5","13,6","0,2","30,6","71,5","0,4"
08/11/2011 15.00,0,"16,4","11,2","0,2","30,6","70,7","0,5"
08/11/2011 16.00,0,"25,3","18,1","0,2","30,6","62,5","0,5"
08/11/2011 17.00,0,"29,3","22,2","0,2","30,6","52,1","0,7"
08/11/2011 18.00,0,"40,1","29,7","0,4","30,6","35,8","1,3"
08/11/2011 19.00,0,"50,8","35,2","0,5","30,6","34,1","1,9"
08/11/2011 20.00,0,"46,5","32,6","0,4","30,6","29,6","1,6"
08/11/2011 21.00,0,"26,1",19,"0,2","30,6","32,2","1,1"
08/11/2011 22.00,"0,2","12,9","8,5","0,2","30,6","40,2","0,9"
08/11/2011 23.00,"0,4","8,7","5,2","0,1","30,6","52,5","0,5"
09/11/2011 0.00,"0,3","8,3","5,2","0,1","30,6","48,4","0,4"
09/11/2011 1.00,"0,2","12,8","9,4","0,1","21,6",40,"0,5"
09/11/2011 2.00,"0,2","7,3","4,8","0,1","21,6","41,6","0,4"
09/11/2011 3.00,"0,1","5,3","2,9","0,1","21,6","43,4","0,5"
09/11/2011 4.00,"0,1","4,5","2,3","0,2","21,6","39,5","0,4"
09/11/2011 5.00,"0,1","5,1","2,9","0,1","21,6","35,2",2
09/11/2011 6.00,0,"15,2","7,4","0,3","21,6","35,1","0,4"
09/11/2011 7.00,"0,1","54,7","30,7","0,5","21,6","25,7","1,6"
09/11/2011 8.00,"0,2",102,"54,2","0,6","21,6","9,4","1,9"
09/11/2011 9.00,"0,4","132,2","62,8","0,5","21,6","4,4","2,3"
09/11/2011 10.00,"0,1","83,9",45,"0,4","21,6","17,9","1,6"
09/11/2011 11.00,0,"53,7","31,4","0,3","21,6","31,2","1,6"
09/11/2011 12.00,0,"42,3","27,1","0,3","21,6",41,"1,1"
09/11/2011 13.00,0,"44,5","28,6","0,4","21,6","41,2","1,2"
09/11/2011 14.00,0,"33,5","23,5","0,3","21,6","45,4","0,9"
09/11/2011 15.00,0,"43,4","34,2","0,3","21,6",32,"0,9"
09/11/2011 16.00,0,"22,8","16,3","0,2","21,6","54,5","0,7"
09/11/2011 17.00,0,22,"15,2","0,3","21,6","38,6","0,4"
09/11/2011 18.00,0,"20,6",13,"0,3","21,6","38,4",1
09/11/2011 19.00,0,"18,2","12,3","0,2","21,6","42,7","0,9"
09/11/2011 20.00,0,32,"20,8","0,3","21,6","42,4","0,9"
09/11/2011 21.00,0,"43,2",31,"0,4","21,6","32,9","1,2"
09/11/2011 22.00,"0,4","39,9","29,6","0,4","21,6","25,9","1,4"
09/11/2011 23.00,"1,7","23,6","19,3","0,3","21,6","25,1","0,9"
10/11/2011 0.00,"1,6","29,2",20,"0,3","21,6","27,7","0,9"
10/11/2011 1.00,,"11,3","8,3","0,1",17,"44,1","0,5"
10/11/2011 2.00,"0,2",,,"0,2",17,"20,4","0,1"
10/11/2011 3.00,"0,4","11,6","8,9",,17,"23,7","0,5"
10/11/2011 4.00,"0,1","11,8","9,1","0,2",17,,"0,5"
10/11/2011 5.00,"0,2","12,1","9,1","0,2",17,16,"0,5"
10/11/2011 6.00,"0,1","22,3","16,8","0,2",17,"8,2","0,6"
10/11/2011 7.00,"0,1","42,9","27,6","0,3",17,"2,7",1
10/11/2011 8.00,"0,4","79,8","34,1","0,4",17,"1,4","1,1"
10/11/2011 9.00,"0,7","104,7","39,7","0,3",17,"6,1","1,7"
10/11/2011 10.00,"0,1",27,17,"0,1",17,"42,1","0,7"
10/11/2011 11.00,0,"13,1",8,"0,2",17,"64,8","0,4"
10/11/2011 12.00,0,"14,9","9,7","0,2",17,"67,4","0,4"
10/11/2011 13.00,0,"10,2","5,4","0,2",17,"71,6","0,4"
10/11/2011 14.00,,,,,17,,"0,1"
10/11/2011 15.00,0,"7,4","4,5","0,1",17,"72,8",
10/11/2011 16.00,0,"19,9","15,6","0,2",17,"61,7",
10/11/2011 17.00,0,"17,1","12,1","0,2",17,"59,7",
10/11/2011 18.00,0,25,"18,5","0,3",17,"43,9",
10/11/2011 19.00,0,"18,4","13,7","0,3",17,"52,8",
10/11/2011 20.00,0,"21,5",16,"0,3",17,"44,4",
10/11/2011 21.00,0,"26,9","21,6","0,3",17,"32,1",
10/11/2011 22.00,0,30,"23,2","0,2",17,"33,1",
10/11/2011 23.00,"0,1","38,1",32,"0,4",17,"17,7",
11/11/2011 0.00,"0,1","20,2","15,7","0,2",17,"32,3",
11/11/2011 1.00,0,"20,9","17,5","0,2","27,3","29,3",
11/11/2011 2.00,0,"13,5","10,4","0,2","27,3","41,9",
11/11/2011 3.00,0,9,"6,4","0,1","27,3","50,3",
11/11/2011 4.00,0,"8,3","5,7","0,1","27,3",51,
11/11/2011 5.00,0,"6,6","4,2","0,1","27,3","53,2",
11/11/2011 6.00,0,"9,3","6,4","0,1","27,3","55,6",
11/11/2011 7.00,0,"21,6","15,3","0,2","27,3","57,6",
11/11/2011 8.00,0,"31,9","20,3","0,3","27,3","50,7",
11/11/2011 9.00,0,"23,4","15,1","0,3","27,3","55,1",
11/11/2011 10.00,0,"16,3","11,3","0,3","27,3","69,4",
11/11/2011 11.00,0,"11,6","7,6","0,3","27,3","67,6",
11/11/2011 12.00,0,"9,7","5,9","0,3","27,3","58,6",
11/11/2011 13.00,0,"12,2","7,4","0,3","27,3","61,3",
11/11/2011 14.00,0,"23,7","14,7","0,2","27,3","62,3",
11/11/2011 15.00,0,"9,5","6,3","0,2","27,3","62,8",
11/11/2011 16.00,0,"9,8","6,4","0,2","27,3","61,1",
11/11/2011 17.00,,,,,"27,3",,
11/11/2011 18.00,,"21,3","15,6","0,3","27,3",54,"0,5"
11/11/2011 19.00,"0,2","30,8",23,"0,4","27,3",42,"0,6"
11/11/2011 20.00,"0,2","23,4","16,8","0,4","27,3","45,7","0,4"
11/11/2011 21.00,"0,2","33,3","22,7","0,4","27,3","36,5","0,7"
11/11/2011 22.00,"1,2","16,7","12,1","0,2","27,3","46,8","0,5"
11/11/2011 23.00,"2,7","10,7","7,2","0,3","27,3",51,"0,3"
12/11/2011 0.00,"2,5","9,7","6,1","0,3","27,3",48,"0,3"
12/11/2011 1.00,,10,"6,9","0,3",25,"56,1","0,4"
12/11/2011 2.00,"2,2",,,"0,3",25,"60,7","0,3"
12/11/2011 3.00,2,15,"12,1",,25,"58,5","0,4"
12/11/2011 4.00,"2,2",10,"7,7","0,3",25,,"0,3"
12/11/2011 5.00,"1,7","8,4","6,2","0,3",25,"52,6","0,4"
12/11/2011 6.00,"1,6","10,1","7,3","0,4",25,"48,9",
12/11/2011 7.00,"1,3","13,9","10,4","0,4",25,46,
12/11/2011 8.00,"1,3",13,"9,1","0,3",25,"49,3",1
12/11/2011 9.00,"1,1","15,3","9,7","0,4",25,"48,8",1
12/11/2011 10.00,"1,1","12,7",8,"0,4",25,"53,2","1,1"
12/11/2011 11.00,"1,2","14,5","9,5","0,4",25,"56,5",1
12/11/2011 12.00,1,"15,4","10,2","0,5",25,"62,7",1
12/11/2011 13.00,1,"12,7","8,5","0,4",25,"70,9","1,5"
12/11/2011 14.00,"0,7","11,2","7,7","0,4",25,"78,3",1
12/11/2011 15.00,"0,6","11,2","7,6","0,4",25,82,1
12/11/2011 16.00,"0,5","9,8","6,7","0,4",25,"81,3","1,3"
12/11/2011 17.00,"0,4","11,7","8,3","0,4",25,"81,2","1,2"
12/11/2011 18.00,"0,3","10,5","7,3","0,4",25,"85,2","1,1"
12/11/2011 19.00,"0,3","12,5","8,7","0,4",25,"83,9","1,2"
12/11/2011 20.00,"0,3","10,8","7,5","0,4",25,"85,3","1,2"
12/11/2011 21.00,"1,2","11,8","8,6","0,5",25,"79,7",1
12/11/2011 22.00,"2,2","11,9","8,7","0,5",25,"66,2","1,3"
12/11/2011 23.00,"2,4","9,9","6,9","0,4",25,"59,7","0,9"
13/11/2011 0.00,"2,5","10,3","7,1","0,4",25,"60,2","0,8"
13/11/2011 1.00,"2,5","8,5","5,7","0,4","20,5","64,1","0,6"
13/11/2011 2.00,2,"7,5",5,"0,4","20,5","65,8","0,7"
13/11/2011 3.00,2,7,5,"0,3","20,5","66,4","0,4"
13/11/2011 4.00,"1,7","6,8","4,8","0,4","20,5","68,5","0,5"
13/11/2011 5.00,"1,7","6,4","4,2","0,4","20,5",72,"0,5"
13/11/2011 6.00,"1,6","6,8","4,4","0,3","20,5","74,2","0,5"
13/11/2011 7.00,"1,6","6,8","4,6","0,3","20,5","75,3","0,6"
13/11/2011 8.00,"1,4","6,6","4,6","0,4","20,5","74,2","0,5"
13/11/2011 9.00,"1,2","7,3","4,9","0,4","20,5","70,9","0,6"
13/11/2011 10.00,"1,3","7,9","5,2","0,4","20,5","73,6","0,6"
13/11/2011 11.00,"1,3","8,2","5,4","0,4","20,5","75,9","0,6"
13/11/2011 12.00,1,"10,8",7,"0,4","20,5",81,"0,7"
13/11/2011 13.00,1,"10,4",7,"0,4","20,5","85,1","0,6"
13/11/2011 14.00,"0,8","11,7","7,7","0,4","20,5","86,2","0,7"
13/11/2011 15.00,"0,6","7,3","4,9","0,4","20,5","90,8","0,6"
13/11/2011 16.00,"0,8","8,2","5,6","0,3","20,5","90,4","0,5"
13/11/2011 17.00,"0,6","11,2","8,1","0,4","20,5","87,8","0,5"
13/11/2011 18.00,"0,5","13,4","9,5","0,4","20,5","88,9","1,1"
13/11/2011 19.00,"0,3","9,7","6,7","0,4","20,5","91,5","0,7"
13/11/2011 20.00,"0,2","8,1","5,5","0,3","20,5","91,9","0,6"
13/11/2011 21.00,"0,3","8,7","5,9","0,4","20,5","91,8","0,6"
13/11/2011 22.00,"1,2","9,3","6,5","0,4","20,5",91,"0,7"
13/11/2011 23.00,"2,5","8,1","5,5","0,4","20,5","89,5","0,5"
14/11/2011 0.00,"2,8","8,2",6,"0,4","20,5","86,1","0,6"
14/11/2011 1.00,,"8,4",6,"0,4","22,6","83,9","0,7"
14/11/2011 2.00,"2,3",,,"0,3","22,6","77,5","0,6"
14/11/2011 3.00,"2,2","14,5","12,3",,"22,6","75,4","0,4"
14/11/2011 4.00,"2,2","9,1","7,2","0,3","22,6",,"0,5"
14/11/2011 5.00,2,"8,8","6,6","0,3","22,6","76,2","0,4"
14/11/2011 6.00,"1,7","9,8","7,3","0,3","22,6","78,2","0,2"
14/11/2011 7.00,"1,9","9,2","6,8","0,3","22,6","80,8","0,7"
14/11/2011 8.00,"1,7",12,"8,9","0,3","22,6","78,5","0,6"
14/11/2011 9.00,"1,8","9,5","6,3","0,3","22,6","78,4","0,5"
14/11/2011 10.00,"1,9","9,6","6,2","0,3","22,6","80,6","0,4"
14/11/2011 11.00,"1,6","10,2","6,8","0,4","22,6","82,6","0,3"
14/11/2011 12.00,"1,6","8,9","5,7","0,4","22,6",86,"0,6"
14/11/2011 13.00,"1,7","8,7","5,6","0,3","22,6","86,5","0,5"
14/11/2011 14.00,"1,4","12,1",8,"0,4","22,6","87,3","0,5"
14/11/2011 15.00,"1,1","8,6","5,7","0,3","22,6","91,8","0,6"
14/11/2011 16.00,"0,8",9,"6,2","0,3","22,6","93,8","0,3"
14/11/2011 17.00,,"10,5","7,8","0,5","22,6","90,9","0,4"
14/11/2011 18.00,"1,3","19,6","14,6","0,6","22,6","82,1","1,2"
14/11/2011 19.00,"0,9","21,1","15,9","0,6","22,6","82,7","1,3"
14/11/2011 20.00,"0,8","15,3","11,4","0,6","22,6","85,9","1,1"
14/11/2011 21.00,"0,9","20,4","14,4","0,6","22,6","78,6","1,3"
14/11/2011 22.00,"1,6",11,"7,9","0,4","22,6","88,6","0,8"
14/11/2011 23.00,"2,8",8,"5,4","0,4","22,6","91,1","0,6"
15/11/2011 0.00,"2,4","6,5","4,2","0,4","22,6","90,5","0,3"
15/11/2011 1.00,"2,6","5,4","3,5","0,3",71,"91,3","0,2"
15/11/2011 2.00,"2,4","5,4","3,4","0,3",71,"90,4","0,2"
15/11/2011 3.00,"2,6","6,7","4,7","0,4",71,"81,8","0,2"
15/11/2011 4.00,"2,4","13,2","10,3","0,5",71,"51,4","0,6"
15/11/2011 5.00,"2,1","14,7","11,7","0,5",71,"42,5","0,8"
15/11/2011 6.00,"2,2","19,6","16,4","0,5",71,"33,9","0,9"
15/11/2011 7.00,"2,3","40,9","33,1","0,5",71,"21,3",1
15/11/2011 8.00,"2,2","50,3","36,5","0,5",71,"20,9","1,5"
15/11/2011 9.00,"2,3","57,5","37,9","0,5",71,"26,9",1
15/11/2011 10.00,"2,2","41,9","27,8","0,4",71,"45,5","0,9"
15/11/2011 11.00,"1,9","20,3","14,4","0,4",71,"72,5","0,9"
15/11/2011 12.00,"1,7","13,4","8,9","0,4",71,"81,3","0,5"
15/11/2011 13.00,"1,6","12,7","8,2","0,4",71,"85,8","0,5"
15/11/2011 14.00,"1,4","13,6","9,4","0,4",71,"86,1","0,5"
15/11/2011 15.00,"1,2","11,5","7,8","0,4",71,"87,8","0,5"
15/11/2011 16.00,1,"16,1","10,9","0,4",71,"80,6","0,5"
15/11/2011 17.00,"1,4",43,"33,9","0,8",71,"46,8","1,1"
15/11/2011 18.00,"1,9","43,8","31,5","1,4",71,"29,7","7,4"
15/11/2011 19.00,"2,4","136,1","67,6","1,3",71,"13,8","8,3"
15/11/2011 20.00,"2,7","160,8",80,"1,5",71,"6,8","6,2"
15/11/2011 21.00,"2,7","153,6","73,1","2,1",71,"8,3",8
15/11/2011 22.00,"3,1","149,8","61,5","2,3",71,"4,4","12,8"
15/11/2011 23.00,"3,3","99,9","51,6","1,6",71,"1,8","8,5"
16/11/2011 0.00,"2,6","55,5","36,2","1,3",71,"4,4","5,1"
16/11/2011 1.00,,"34,9","23,8","0,9","96,3","8,6","4,6"
16/11/2011 2.00,"1,5",,,"1,1","96,3","14,1","3,1"
16/11/2011 3.00,2,"28,9","21,5",,"96,3","17,3","8,9"
16/11/2011 4.00,"1,7","20,7","15,2","0,5","96,3",,"2,3"
16/11/2011 5.00,"1,6","29,2","23,2","0,4","96,3","15,3","1,7"
16/11/2011 6.00,"1,2",40,32,"0,4","96,3","8,7","1,5"
16/11/2011 7.00,"1,2","51,5","38,9","0,4","96,3","8,7","1,5"
16/11/2011 8.00,"1,2","67,6","44,7","0,5","96,3","9,2","2,3"
16/11/2011 9.00,"1,5","76,7",44,"0,5","96,3","10,6","1,9"
16/11/2011 10.00,"1,3","40,8","26,1","0,4","96,3","35,5","2,4"
16/11/2011 11.00,1,"26,6","17,5","0,2","96,3","54,8","1,1"
16/11/2011 12.00,"0,9","21,3","14,8","0,3","96,3","59,9","0,8"
16/11/2011 13.00,"0,5","23,8","17,3","0,2","96,3","67,4","0,7"
16/11/2011 14.00,"0,5","16,2","11,1","0,2","96,3","79,7","0,8"
16/11/2011 15.00,"0,5","20,3","14,6","0,2","96,3","80,5","0,5"
16/11/2011 16.00,"0,5","19,7","14,5","0,2","96,3","80,2","0,4"
16/11/2011 17.00,"0,3","25,6","18,9","0,4","96,3","61,7","1,2"
16/11/2011 18.00,"0,9","81,1","50,9","1,1","96,3","20,1","2,6"
16/11/2011 19.00,"4,1","312,1","85,4","2,3","96,3","10,3","7,5"
16/11/2011 20.00,"3,5","260,9","82,6","2,5","96,3",9,14
16/11/2011 21.00,"3,9","222,9","68,8","2,8","96,3","6,2","20,6"
16/11/2011 22.00,3,"155,1","57,8","2,3","96,3",5,"12,7"
16/11/2011 23.00,"3,2","110,8","48,1",2,"96,3","3,9","11,1"
17/11/2011 0.00,"2,4","76,7","39,6","1,6","96,3",4,"9,3"
17/11/2011 1.00,2,"54,6","30,5","1,2","88,5","3,6","8,4"
17/11/2011 2.00,"1,6","42,3","25,4","1,2","88,5","7,3","4,6"
17/11/2011 3.00,"1,7","43,3","27,7","1,1","88,5","4,6","13,6"
17/11/2011 4.00,"1,2","33,3","21,5","0,6","88,5","7,5","3,5"
17/11/2011 5.00,"1,1","30,5",20,"0,5","88,5","10,6","2,7"
17/11/2011 6.00,"0,5","43,7","31,3","0,4","88,5","7,7","2,4"
17/11/2011 7.00,"0,7","63,6","42,5","0,4","88,5","4,5","1,9"
17/11/2011 8.00,"0,9","99,9","51,6","0,5","88,5",3,2
17/11/2011 9.00,"1,8","155,1",63,"0,7","88,5","3,8","2,8"
17/11/2011 10.00,"1,1","61,3","33,6","0,4","88,5","16,9","3,7"
17/11/2011 11.00,"0,4","16,7","10,4","0,3","88,5","55,4","1,4"
17/11/2011 12.00,"0,4","11,6","7,2","0,3","88,5","65,8","0,8"
17/11/2011 13.00,"0,2","14,1","8,6","0,2","88,5","71,7","0,8"
17/11/2011 14.00,"0,3","13,6","8,9","0,2","88,5","75,1","0,7"
17/11/2011 15.00,"0,2","10,9","7,1","0,2","88,5","82,9","0,6"
17/11/2011 16.00,"0,2","13,5","9,5","0,2","88,5","79,7","0,5"
17/11/2011 17.00,"0,2","28,9","21,9","0,6","88,5","57,2",1
17/11/2011 18.00,"0,1",54,"40,1",1,"88,5","34,3","4,9"
17/11/2011 19.00,"0,4","137,1","89,4",1,"88,5","4,8","6,4"
17/11/2011 20.00,"0,8","177,2","96,5","1,3","88,5","6,3","7,3"
17/11/2011 21.00,"0,9","149,9","78,3","1,4","88,5","3,3","8,1"
17/11/2011 22.00,"2,1","130,4","66,7","1,7","88,5","3,5","8,9"
17/11/2011 23.00,"3,5","96,5","51,7","1,7","88,5","5,5","7,7"
18/11/2011 0.00,"3,4","66,4","38,9","1,5","88,5","5,2","9,9"
18/11/2011 1.00,,42,"25,2",1,"82,1",8,"5,9"
18/11/2011 2.00,"2,6",,,"0,7","82,1","14,4","3,2"
18/11/2011 3.00,"2,3","30,4",21,,"82,1","22,7","2,2"
18/11/2011 4.00,2,"24,9","16,8","0,5","82,1",,"1,5"
18/11/2011 5.00,"2,3","39,2",30,"0,5","82,1","15,9","1,5"
18/11/2011 6.00,"2,1","33,5","24,4","0,6","82,1","18,9","1,5"
18/11/2011 7.00,"1,9","48,1","32,3","0,7","82,1","10,8","2,5"
18/11/2011 8.00,"2,6","95,3","45,7","0,7","82,1","3,4","3,3"
18/11/2011 9.00,"3,1","83,7","37,5","0,7","82,1","6,5","3,6"
18/11/2011 10.00,"3,8","45,4","25,4","0,5","82,1","22,6",3
18/11/2011 11.00,"3,3","29,3","18,3","0,4","82,1","45,4","1,3"
18/11/2011 12.00,"3,2","20,7","14,1","0,4","82,1","64,1",1
18/11/2011 13.00,"2,9","17,4","11,2","0,3","82,1",79,1
18/11/2011 14.00,"2,8","29,6","20,3","0,2","82,1","76,1","0,8"
18/11/2011 15.00,"3,7","18,3","12,6","0,3","82,1","71,1","0,9"
18/11/2011 16.00,"4,7","37,5",26,"0,6","82,1","48,6","1,7"
18/11/2011 17.00,"5,1","84,8",58,"0,9","82,1",20,"3,2"
18/11/2011 18.00,"8,4","145,8",90,1,"82,1","3,1",7
18/11/2011 19.00,8,"130,1","84,6","1,1","82,1",3,"6,4"
18/11/2011 20.00,"8,8","153,8","83,3","1,4","82,1","5,8","6,1"
18/11/2011 21.00,"9,3","117,2","59,4","1,5","82,1","4,3","8,3"
18/11/2011 22.00,"8,1","67,7","42,7","1,3","82,1","8,1","5,5"
18/11/2011 23.00,"5,9","59,6","36,4","1,2","82,1","9,7","5,7"
19/11/2011 0.00,"4,8",52,"29,5","0,9","82,1","13,7",3
19/11/2011 1.00,"3,2","29,7","16,9","0,6","92,4","25,4","2,2"
19/11/2011 2.00,"2,8","23,7","14,3","0,5","92,4","25,7","1,5"
19/11/2011 3.00,"2,3","22,5","14,5","0,5","92,4","24,5","1,6"
19/11/2011 4.00,"1,9",18,"11,3","0,4","92,4","25,1","1,2"
19/11/2011 5.00,"1,5","15,6","9,3","0,3","92,4","31,6","1,1"
19/11/2011 6.00,"1,4","19,5","12,6","0,3","92,4","30,4","0,8"
19/11/2011 7.00,"1,9","32,4","24,2","0,4","92,4","25,5","1,1"
19/11/2011 8.00,"2,3","43,9","32,7","0,4","92,4","30,6","1,3"
19/11/2011 9.00,"1,7","30,1","21,5","0,4","92,4","39,9","1,6"
19/11/2011 10.00,"2,2","32,6","23,5","0,4","92,4","36,6","1,3"
19/11/2011 11.00,"1,9","28,3","18,6","0,3","92,4",42,"1,5"
19/11/2011 12.00,"1,2","17,1","11,4","0,3","92,4","64,7","1,1"
19/11/2011 13.00,"1,5","21,3","14,9","0,3","92,4","68,8","0,9"
19/11/2011 14.00,"1,8","18,9","13,2","0,4","92,4","73,3","1,3"
19/11/2011 15.00,"1,4","24,5","17,2","0,4","92,4","75,2","1,1"
19/11/2011 16.00,"0,5","20,3","15,2","0,3","92,4","79,7","0,9"
