"NetC","","","","","","",""
"Stat","SS7 Wind","","","","","",""
,SO2,NO2,NOX,CO,PM10,BENZENE
28/03/2012 19.00,"0,809824","6,153211","8,24811","0,78149",,"0,09804"
28/03/2012 20.00,"0,788157","7,520519","10,009402","0,688786","21,73382","0,101121"
28/03/2012 21.00,"0,659054","29,780318","35,313988","0,842057",,"0,10101"
28/03/2012 22.00,"0,873021","31,464942","46,081493","0,566841","17,094","0,226449"
28/03/2012 23.00,"0,666276","24,511609","28,698144","0,777023",,"0,157678"
29/03/2012 0.00,"0,714125","29,770584","33,866586","0,547589","18,80341","0,170552"
29/03/2012 1.00,"0,650026","19,817841","22,616627","0,764681",,"0,16241"
29/03/2012 2.00,"0,650026","7,566594","10,059984","0,677009","26,12941","0,137982"
29/03/2012 3.00,"0,705097","14,458945","20,920185","0,757091",,"0,118506"
29/03/2012 4.00,"0,841422","14,606893","23,329326","0,444125","30,28083","0,091878"
29/03/2012 5.00,"0,993095","23,800365","45,859721","0,627007",,"0,078344"
29/03/2012 6.00,"2,232659","58,31078","112,782301","0,571327","28,327221","0,138312"
29/03/2012 7.00,"2,972062","60,571681","152,341329","0,817463",,"0,184086"
29/03/2012 8.00,"1,031013","41,381337","64,715119","0,712432","58,36385","0,318658"
29/03/2012 9.00,"1,181783","18,677675","26,300037","0,660075",,"0,118727"
29/03/2012 10.00,"1,55916","23,735472","36,249759","0,803609","31,50182","0,09617"
29/03/2012 11.00,"1,592563","20,148158","31,882867","0,784375",,"0,072843"
29/03/2012 12.00,"4,496012","22,536896","34,310131","0,786059","31,01343","0,13127"
29/03/2012 13.00,"1,449918","16,26168","25,516021","0,84556",,"0,13281"
29/03/2012 14.00,"1,615133","18,377869","28,052252","0,841013","25,88522","0,047204"
29/03/2012 15.00,"1,706318","18,321407","28,021124",,,"0,093638"
29/03/2012 16.00,"1,300051","20,329206","29,080104","0,151974","22,46641","0,650848"
29/03/2012 17.00,"8,129837","27,815985","35,182366","0,283733",,"0,351777"
29/03/2012 18.00,"6,426229","27,630388","31,196745","0,219199","20,26862","0,159328"
29/03/2012 19.00,"2,390651","23,394772","25,543899","0,164294",,"0,079224"
29/03/2012 20.00,"0,91455","9,575701","11,874451","0,179373","20,757021","2,463211"
29/03/2012 21.00,"1,000317","13,727589","16,052657","0,232608",,"1,282331"
29/03/2012 22.00,"0,945246","15,649742","17,928728","0,122615","29,05983","0,565242"
29/03/2012 23.00,"0,768295","11,774293","13,840017","0,208789",,"0,358489"
30/03/2012 0.00,"0,838714","7,686647","9,797996","0,197191","28,81562","0,384348"
30/03/2012 1.00,,"5,865733","7,894684","0,192053",,"0,307103"
30/03/2012 2.00,"0,774614",,,"0,185383","30,28083","0,111134"
30/03/2012 3.00,"1,013859","5,686626","7,704029",,,"0,140403"
30/03/2012 4.00,"1,076154","7,904041","13,143541","0,581554","20,51281","0,138533"
30/03/2012 5.00,"0,854964","7,698327","11,866669","0,369944",,"0,133471"
30/03/2012 6.00,"0,775517","12,652956","18,292529","0,382953","26,86202","0,076914"
30/03/2012 7.00,"1,138448","20,120243","30,676683","0,542691",,"0,083736"
30/03/2012 8.00,"1,27387","19,61408","26,639856","0,47055","20,26862","0,187938"
30/03/2012 9.00,"1,300051","23,440201","33,046913","0,795072",,"0,13039"
30/03/2012 10.00,"1,300051","26,558349","39,317125","0,656254","21,48962","0,161529"
30/03/2012 11.00,"1,300051","23,669929","35,811415","0,623621",,"0,383577"
30/03/2012 12.00,"1,2513","17,40835","27,084072","0,61927","16,36141","0,073062"
30/03/2012 13.00,"1,23866","15,502433","22,995356","0,65576",,"0,061729"
30/03/2012 14.00,"1,614231","18,06703","26,264378","0,603928","26,12941","0,066681"
30/03/2012 15.00,"2,090014","19,531021","26,506916","0,622078",,"1,419654"
30/03/2012 16.00,"5,653419","21,309756","26,679415","0,843783","17,094","1,133786"
30/03/2012 17.00,"7,42474","29,360441","36,865195","0,579411",,"0,201801"
30/03/2012 18.00,"2,5026","27,710845","33,002801","0,523203","24,908421","0,463022"
30/03/2012 19.00,"2,994633","31,494157","35,708931","0,802001",,"0,123348"
30/03/2012 20.00,"1,300051","17,705572","19,901416","1,273268","28,571421","0,154707"
30/03/2012 21.00,"1,266648","16,196793","18,450113","0,508162",,"0,178695"
30/03/2012 22.00,"0,745724","9,24669","11,858238","0,552925","33,943821","0,09661"
30/03/2012 23.00,"1,048167","4,162925","6,169708","0,492375",,"0,079224"
31/03/2012 0.00,"0,843228","11,094201","14,124702","0,598702","28,81562","0,075923"
31/03/2012 1.00,"0,813435","12,266182","14,482667","0,528182",,"0,104092"
31/03/2012 2.00,"0,650026","10,159094","12,401023","0,404302","30,036631","0,110804"
31/03/2012 3.00,"0,684333","6,499094","10,903017","0,402464",,"0,066021"
31/03/2012 4.00,"0,816144","19,501806","25,665826","0,297634","16,11721","0,078564"
31/03/2012 5.00,"0,841422","6,286245","10,248045","0,485357",,"0,123238"
31/03/2012 6.00,"1,19352","18,179936","33,004752","0,494962","28,08301","0,060188"
31/03/2012 7.00,"0,967816","20,581646","25,108115","0,528478",,"0,055457"
31/03/2012 8.00,"2,0855","23,732871","30,650104","0,722097","36,141621","0,279265"
31/03/2012 9.00,"6,178856","39,891373","54,580562","1,085621",,"0,9486"
31/03/2012 10.00,"2,705733","33,198246","47,514002","0,837374","49,08424","0,870035"
31/03/2012 11.00,"1,300051","13,645179","20,350811","0,600601",,"0,015185"
31/03/2012 12.00,"1,356929","12,438797","18,494209","0,619013","32,722832","0,03213"
31/03/2012 13.00,"1,300051","9,598414","14,447649","0,604595",,"0,00121"
31/03/2012 14.00,"1,300051","8,804763","13,720693","0,682043","20,757021","0,026078"
31/03/2012 15.00,"1,367763","10,270059","14,677213","0,573267",,"0,108494"
31/03/2012 16.00,"1,419223","12,484876","17,184913","0,526342","13,67521","0,498562"
31/03/2012 17.00,"1,849865","20,771126","26,452443","0,713093",,"0,712687"
31/03/2012 18.00,"1,300051","22,819815","27,501691","0,490714","24,42001","0,803245"
31/03/2012 19.00,"1,300051","24,971694","28,814872","0,484157",,"0,698163"
31/03/2012 20.00,"1,265745","17,449231","19,734765","0,510187","31,01343","0,118176"
31/03/2012 21.00,"1,062611","8,985169","11,292757","0,467714",,"0,081315"
31/03/2012 22.00,"1,235952","11,295381","13,489833","0,503477","25,88522","0,118727"
31/03/2012 23.00,"0,805309","5,249893","7,15087","0,510123",,"0,095729"
01/04/2012 0.00,"1,181783","3,6295","5,505009","0,410338","21,24542","0,077904"
01/04/2012 1.00,,"4,887785","7,00885","0,530361",,"0,055677"
01/04/2012 2.00,"1,137545",,,"0,707753","23,44322","0,176824"
01/04/2012 3.00,"0,919967","6,772944","8,984144",,,"0,409435"
01/04/2012 4.00,"1,184492","7,011105","8,667681","0,232902","24,664221","0,276185"
01/04/2012 5.00,"0,663568","5,148658","7,250088","0,298777",,"0,402943"
01/04/2012 6.00,"0,906425","9,584785","12,742127","0,252658","22,46641","0,195639"
01/04/2012 7.00,"1,114072","9,011776","12,443823","0,285786",,"0,111464"
01/04/2012 8.00,"1,679234","24,290314","32,277139","0,364887","31,25762","0,096389"
01/04/2012 9.00,"1,551937","14,344074","18,93583","0,218846",,"0,407234"
01/04/2012 10.00,"1,300051","7,480935","10,825847","0,348093","16,36141","0,188378"
01/04/2012 11.00,"1,308177","7,007212","10,48215","0,30404",,"0,060409"
01/04/2012 12.00,"1,300051","6,18501","9,500988","0,281605","9,27961","0,039172"
01/04/2012 13.00,"1,421932","6,701564","9,801887","0,319789",,"0,025638"
01/04/2012 14.00,"2,261549","7,332977","10,814174","0,301992","9,523809","0,091437"
01/04/2012 15.00,"3,264574","8,924818","12,171459","0,369447",,"0,158228"
01/04/2012 16.00,"4,533027","12,984556","16,513728","0,36064","14,40781","0,378186"
01/04/2012 17.00,"2,080082","2,680106","5,012807","0,182006",,"0,151406"
01/04/2012 18.00,"1,300051","2,814437","5,147044","0,253467","23,44322","0,073503"
01/04/2012 19.00,"1,300051","3,151882","5,091274","0,1844",,"0,071302"
01/04/2012 20.00,"1,295538","2,656745","4,931098","0,191613","20,26862","0,064149"
01/04/2012 21.00,"1,232341","2,918915","5,195032","0,274545",,"0,06569"
01/04/2012 22.00,"1,297343","6,266127","8,995168","0,210228","31,01343","0,071412"
01/04/2012 23.00,"1,254008","2,688542","4,624363","0,199784",,"0,073943"
02/04/2012 0.00,"1,300051","7,33038","9,725364","0,19303","32,722832","0,076473"
02/04/2012 1.00,"1,133032","10,758703","13,068317","0,185008",,"0,075373"
02/04/2012 2.00,"1,288315","6,479626","8,484808","0,069596","31,990231","0,059308"
02/04/2012 3.00,"1,235049","2,64117","4,553678","0,083532",,"0,073722"
02/04/2012 4.00,"1,298246","13,51214","18,728962","0,061097","30,28083","0,077133"
02/04/2012 5.00,"1,542006","18,872353","41,038191","0,222226",,"0,09738"
02/04/2012 6.00,"1,505893","17,920361","38,376172","0,141134","47,619041","0,09727"
02/04/2012 7.00,"1,500477","25,04957","45,632748","0,126291",,"0,072072"
02/04/2012 8.00,"1,299149","20,417463","27,342154","0,245156","23,93162","0,071742"
02/04/2012 9.00,"1,94466","30,092452","45,05427","0,163972",,"0,380386"
02/04/2012 10.00,"3,384648","23,427869","36,20634","0,210996","11,96581","0,281576"
02/04/2012 11.00,"4,813802","21,130639","31,664326","0,399948",,"0,342425"
02/04/2012 12.00,"4,788524","19,08521","28,417998","0,282504","6,105006","0,22997"
02/04/2012 13.00,"3,251935","14,237006","22,306654","0,23148",,"0,041703"
02/04/2012 14.00,"2,616354","14,248682","22,950615","0,305216","2,930403","0,136771"
02/04/2012 15.00,"3,19596","14,896323","22,320268","0,215234",,"0,169672"
02/04/2012 16.00,"3,239295","15,523846","21,844293","0,336155","4,395605","1,83437"
02/04/2012 17.00,"2,27148","18,213035","25,347421","0,13949",,"0,081315"
02/04/2012 18.00,"1,378596","21,846416","28,030205","0,185191","14,40781","0,116195"
02/04/2012 19.00,"1,52756","47,669543","53,385409","0,219562",,"0,107503"
02/04/2012 20.00,"1,300051","46,299633","49,953599","0,20671","20,757021","0,541035"
02/04/2012 21.00,"1,300051","35,601918","37,911863","0,206355",,"0,897985"
02/04/2012 22.00,"1,300051","30,023657","32,456141","0,212963","30,52503","0,159549"
02/04/2012 23.00,"1,300051","17,328532","19,856023","0,236581",,"1,312261"
03/04/2012 0.00,"1,285607","10,672396","12,820594","0,186989","32,47863","0,103321"
03/04/2012 1.00,,"14,385606","16,768585","0,173526",,"0,369492"
03/04/2012 2.00,"1,300051",,,"0,173061","35,89743","0,118506"
03/04/2012 3.00,"1,300051","15,192233","17,739369",,,"0,420768"
03/04/2012 4.00,"1,300051","13,563406","15,935278","0,120437","24,42001","0,162189"
03/04/2012 5.00,"1,300051","17,512836","20,808659","0,091322",,"0,079004"
03/04/2012 6.00,"1,300051","29,106719","35,267316","0,092952","31,990231","0,058978"
03/04/2012 7.00,"1,446307","20,815905","23,381847","0,114272",,"0,090008"
03/04/2012 8.00,"1,300051","31,808891","40,640039","0,074732","36,630032","0,243835"
03/04/2012 9.00,"1,616939","23,475249","30,45814","0,092934",,"0,960483"
03/04/2012 10.00,"2,648856","21,466788","29,641697","0,090483","19,0476","0,197401"
03/04/2012 11.00,"3,345827","17,692591","25,677491","0,046582",,"0,09903"
03/04/2012 12.00,"3,193252","18,122181","26,414184","0,056787","12,21001","0,078784"
03/04/2012 13.00,"3,215822","20,225365","30,122221","0,058394",,"0,19542"
03/04/2012 14.00,"2,540518","17,965137","27,194949","0,089368","16,11721","0,913719"
03/04/2012 15.00,"3,354856","13,857373","20,571304","0,076108",,"0,135122"
03/04/2012 16.00,"2,92963","14,46348","20,143302","0,078552","15,87301","0,079224"
03/04/2012 17.00,"1,300051","12,619856","15,500792","0,093191",,"0,079224"
03/04/2012 18.00,"1,557353","10,5199","12,847182","0,101896","55,189251","0,124008"
03/04/2012 19.00,"1,365054","10,732746","12,915921","0,132081",,"0,257258"
03/04/2012 20.00,"2,759902","11,572471","13,899027","0,181979","52,503052","0,355078"
03/04/2012 21.00,"1,706318","8,251873","10,39201","0,169709",,"0,270242"
03/04/2012 22.00,"2,463779","12,085132","14,352969","0,16763","56,410252","0,36135"
03/04/2012 23.00,"4,596224","19,466129","21,742479","0,843231",,"0,577016"
04/04/2012 0.00,"6,154481","21,509616","23,829312","0,389591","63,492062","1,110348"
04/04/2012 1.00,"4,592613","13,941085","16,266007","0,358549",,"0,888521"
04/04/2012 2.00,"3,217628","7,88717","10,216269","0,181278","32,47863","0,299071"
04/04/2012 3.00,"1,394847","5,634712","7,856423","0,062106",,"0,135122"
04/04/2012 4.00,"1,300051","9,03384","11,305728","0,038099","16,60561","0,078894"
04/04/2012 5.00,"1,300051","12,142238","14,611067","0,041253",,"0,079224"
04/04/2012 6.00,"1,300051","19,468709","22,232736","0,054292","19,78022","0,908657"
04/04/2012 7.00,"1,300051","24,067071","27,270836","0,02448",,"0,079224"
04/04/2012 8.00,"0,500159","24,847759","29,100849","0,033352","26,617821","0,079224"
04/04/2012 9.00,,"20,684819","24,639274","0,040426",,"0,079224"
04/04/2012 10.00,,"20,683519","25,608753","0,033007","32,722832","0,079224"
04/04/2012 11.00,,"26,126792","36,599963","0,04298",,"0,078344"
04/04/2012 12.00,,"13,562114","22,143235","0,013552","39,316231","0,093419"
04/04/2012 13.00,,"13,294747","21,272969","0,015232",,"0,908878"
04/04/2012 14.00,,"12,826864","21,179587","0,018027","28,81562","0,079224"
04/04/2012 15.00,,"16,119568","26,922584","0,037127",,"1,70354"
04/04/2012 16.00,,"20,262363","28,271442","0,071216","20,26862","0,136992"
04/04/2012 17.00,,"26,276061","36,572735","0,027683",,"1,011319"
04/04/2012 18.00,,"27,001569","33,474893","0,026637","33,699631","0,180455"
04/04/2012 19.00,,"13,853485","16,221262","0,004807",,"0,097049"
04/04/2012 20.00,,"13,029985","15,355531","0,026613","42,735031","0,95014"
04/04/2012 21.00,"0,026182","10,262267","12,589734","0,036686",,"0,079224"
04/04/2012 22.00,"1,282899","9,107169","11,435425","0,019536","34,18803","0,079224"
04/04/2012 23.00,"1,266648","8,408264","10,737004","0,033328",,"0,079224"
05/04/2012 0.00,"1,154699","9,358307","11,655263","0,007976","37,606831","0,079224"
05/04/2012 1.00,,"9,181797","11,474983","0,023325",,"0,95036"
05/04/2012 2.00,"1,299149",,,"0,020358","40,781441","1,738531"
05/04/2012 3.00,"1,300051","16,469988","19,522056",,,"0,126649"
05/04/2012 4.00,"1,300051","11,332366","15,199245","0,0114","51,282051","0,091988"
05/04/2012 5.00,"1,300051","22,494067","29,27142","0,025649",,"0,06382"
05/04/2012 6.00,"1,300051","36,025022","44,767642","0,016743","56,898651","0,108713"
05/04/2012 7.00,"1,300051","32,670667","39,685472","0,034429",,"0,061509"
05/04/2012 8.00,"1,262134","33,523381","43,397408","0,030868","67,399261","0,057768"
05/04/2012 9.00,"1,263037","21,345453","26,690429","0,037362",,"0,06591"
05/04/2012 10.00,"1,29644","27,027535","34,161646","0,006182","71,062271","0,083626"
05/04/2012 11.00,"1,300051","32,680401","43,78975","0,020468",,"0,141833"
05/04/2012 12.00,"1,300051","30,546703","42,283306","0,015761","61,53846","0,162079"
05/04/2012 13.00,"1,300051","28,735524","43,967432","0,013441",,"0,26221"
05/04/2012 14.00,"1,300051","19,425232","30,163729","0,003771","50,793652","0,128189"
05/04/2012 15.00,"1,300051","24,128082","34,013791","0,016879",,"0,120927"
05/04/2012 16.00,"1,300051","28,340982","37,5234","0,011812","44,688641","0,079114"
05/04/2012 17.00,"1,203451","35,971811","48,919283","0,017988",,"0,079004"
05/04/2012 18.00,"1,282899","38,718743","49,202012","0,027192","38,09523","0,078784"
05/04/2012 19.00,"1,215187","17,841844","22,512232","0,029923",,"0,117296"
05/04/2012 20.00,"0,97233","16,144224","20,044088","0,006004","33,943821","0,081204"
05/04/2012 21.00,"1,021985","18,795129","21,984367","0,013325",,"0,077024"
05/04/2012 22.00,"1,249494","20,325955","30,037271","0,03098","22,22221","0,087147"
05/04/2012 23.00,"1,224216","21,531682","26,108091","0,029645",,"0,142054"
06/04/2012 0.00,"1,249494","19,264298","21,988898","0,021859","29,54822","0,076804"
06/04/2012 1.00,"1,270258","10,057211","12,597513","0,014836",,"0,036751"
06/04/2012 2.00,"1,233244","6,336211","8,388183","0,014553","22,954821","0,053256"
06/04/2012 3.00,"1,133934","5,057808","8,091177","0,021704",,"0,061398"
06/04/2012 4.00,"1,2513","6,0682","10,77786","0,010928","20,757021","0,078894"
06/04/2012 5.00,"1,173658","7,333625","14,74271","0,042048",,"0,09617"
06/04/2012 6.00,"1,207062","9,281733","15,906743","0,013029","24,42001","0,152287"
06/04/2012 7.00,"1,309982","14,457643","29,685137","0,028301",,"0,09903"
06/04/2012 8.00,"1,300051","29,421453","45,780602","0,021166","32,722832","0,080435"
06/04/2012 9.00,"1,298246","25,88085","44,883091","0,046154",,"0,354088"
06/04/2012 10.00,"1,272065","17,383694","33,089701","0,028113","28,08301","0,118836"
06/04/2012 11.00,"1,23866","18,185135","31,974298","0,010539",,"0,079114"
06/04/2012 12.00,"1,204354","13,226606","22,79886","0,004923","23,19902","0,076583"
06/04/2012 13.00,"1,295538","14,456991","26,120404","0,01001",,"0,077904"
06/04/2012 14.00,"1,300051","14,799631","25,08607","0,005594","24,908421","0,058758"
06/04/2012 15.00,"1,300051","12,573126","20,480521","0,015715",,"0,026188"
06/04/2012 16.00,"1,565479","16,542677","23,22556","0,001054","42,490841","0,161529"
06/04/2012 17.00,"5,429522","23,23969","30,207822","0,010797",,"0,189038"
06/04/2012 18.00,"2,901643","20,761394","25,42524","0,009296","41,75824","0,338023"
06/04/2012 19.00,"2,226339","19,152044","21,579711","0,068157",,"0,081645"
06/04/2012 20.00,"1,345192","11,957944","14,28423","0,00391","43,956032","0,079224"
06/04/2012 21.00,"1,248591","8,026042","10,074899","0,009244",,"0,078564"
06/04/2012 22.00,"1,297343","8,290806","10,596282","0,023609","53,96825","0,079224"
06/04/2012 23.00,"1,299149","7,201892","9,391394","0,000223",,"0,079224"
07/04/2012 0.00,"1,227827","7,079243","9,27272","0,000835","50,793652","0,079114"
07/04/2012 1.00,,"4,979936","7,188481","0,002689",,"0,079224"
07/04/2012 2.00,"1,086988",,,"0,007078","42,97924","0,074273"
07/04/2012 3.00,"1,218798","6,140233","8,454978",,,"0,061729"
07/04/2012 4.00,"1,300051","5,535425","7,925811","0,732329","46,153831","0,068551"
07/04/2012 5.00,"1,300051","5,062999","7,355143","0,949329",,"0,079224"
07/04/2012 6.00,"1,259425","5,250541","7,287701","0,657545","40,781441","0,908657"
07/04/2012 7.00,"1,272968","8,068871","10,397845","0,691623",,"0,09903"
07/04/2012 8.00,"1,279287","9,874212","12,557308","0,721684","46,88644","0,079224"
07/04/2012 9.00,"1,300051","9,90471","13,244056","0,854944",,"0,09903"
07/04/2012 10.00,"1,300051","12,952109","18,081123","0,862438","58,608051","0,09903"
07/04/2012 11.00,"1,300051","11,922251","17,570115","0,720119",,"0,101121"
07/04/2012 12.00,"1,300051","11,47708","16,527995","0,575638","35,164822","0,195089"
07/04/2012 13.00,"1,300051","11,815823","15,087706","0,743983",,"0,079224"
07/04/2012 14.00,"1,300051","15,014429","19,962369","0,615418","38,827831","0,079224"
07/04/2012 15.00,"1,300051","10,074733","13,618233","0,709206",,"0,081315"
07/04/2012 16.00,"1,300051","8,490029","12,250574","0,595652","38,58363","0,096939"
07/04/2012 17.00,"1,300051","12,027377","16,785444","0,729818",,"0,079224"
07/04/2012 18.00,"1,297343","13,019599","16,934597","0,803283","39,56044","0,09914"
07/04/2012 19.00,"1,300051","12,730179","15,153202","0,788005",,"0,079224"
07/04/2012 20.00,"1,28651","12,132502","14,87565","0,851752","26,37361","0,079224"
