"NetC","SIMAGE Brindisi","","","","","","","","","","","","","","","","",""
"Stat","Via Taranto","","","","","","","","","","","","","","","","",""
,SO2,NOX,NO2,CO,O3,BENZENE,PM10
08/10/2011 23.00,1,"25,5","21,1","0,3",53,,10
09/10/2011 0.00,"0,9","17,3","14,5","0,2","50,7","0,6",10
09/10/2011 1.00,,"17,8","14,9","0,2","48,6","0,6","6,8"
09/10/2011 2.00,"0,8",,,"0,2","50,8","0,5","6,8"
09/10/2011 3.00,"0,8","11,8","10,2",,"54,2","0,4","6,8"
09/10/2011 4.00,"0,8","8,6","7,3","0,2",,"0,4","6,8"
09/10/2011 5.00,"0,8","9,4","7,9","0,2","57,2","0,4","6,8"
09/10/2011 6.00,"0,8","7,4","5,9","0,2","65,7","0,4","6,8"
09/10/2011 7.00,"0,8","8,5","6,9","0,2","64,6","0,5","6,8"
09/10/2011 8.00,"0,8","9,9","8,1","0,2",66,"0,5","6,8"
09/10/2011 9.00,"0,9","10,1","7,5","0,2","73,8","0,4","6,8"
09/10/2011 10.00,"0,9","13,6","10,5","0,2","64,9","0,3","6,8"
09/10/2011 11.00,"0,8","12,8","9,1","0,2","65,8","0,5","6,8"
09/10/2011 12.00,"0,8","17,3","11,9","0,2","66,6","0,4","6,8"
09/10/2011 13.00,"0,9","27,1","19,3","0,2","66,2","0,5","6,8"
09/10/2011 14.00,"0,8","18,7","14,8","0,2","69,5","0,4","6,8"
09/10/2011 15.00,"0,8","11,7",9,"0,2","63,9","0,2","6,8"
09/10/2011 16.00,"0,8",11,"9,3","0,2","66,3","0,2","6,8"
09/10/2011 17.00,"0,8","15,1",12,"0,3","66,8","0,4","6,8"
09/10/2011 18.00,"0,9",14,"10,5","0,2","66,6","0,6","6,8"
09/10/2011 19.00,"0,8","17,7","13,4","0,3","65,3","0,5","6,8"
09/10/2011 20.00,"0,8","12,7","9,4","0,2","69,8","0,7","6,8"
09/10/2011 21.00,"0,8",9,"6,6","0,2","69,9","0,4","6,8"
09/10/2011 22.00,"0,8","9,8","6,9","0,2","66,2","0,4","6,8"
09/10/2011 23.00,"0,8","7,3","5,3","0,2","64,5","0,5","6,8"
10/10/2011 0.00,"0,8","5,3","3,6","0,2","62,1","0,5","6,8"
10/10/2011 1.00,"0,8","4,4",3,"0,2","66,3","0,4","13,1"
10/10/2011 2.00,"0,8","4,1","2,8","0,2","66,9","0,4","13,1"
10/10/2011 3.00,"0,8","4,6","3,4","0,2","68,7","0,3","13,1"
10/10/2011 4.00,"0,8","4,2","3,1","0,2","66,2","0,3","13,1"
10/10/2011 5.00,"0,8","5,1","4,1","0,2","64,4","0,4","13,1"
10/10/2011 6.00,"0,8","5,7",4,"0,2","65,1","0,4","13,1"
10/10/2011 7.00,"0,8","9,4","6,7","0,2","64,2","0,4","13,1"
10/10/2011 8.00,"0,8","13,9","9,1","0,2","61,5","0,5","13,1"
10/10/2011 9.00,"0,8","12,4","8,5","0,2","64,2","0,6","13,1"
10/10/2011 10.00,"0,9","10,5",7,"0,2","67,3","0,6","13,1"
10/10/2011 11.00,"0,9",10,"6,7","0,2","71,3","0,5","13,1"
10/10/2011 12.00,"0,9","10,3","6,6","0,2","72,9","0,5","13,1"
10/10/2011 13.00,"0,9","11,9","7,3","0,2","72,6","0,5","13,1"
10/10/2011 14.00,"0,9","10,6","6,8","0,2","75,3","0,6","13,1"
10/10/2011 15.00,"0,9","11,1","7,3","0,2","75,4","0,5","13,1"
10/10/2011 16.00,"0,8","11,7",8,"0,3","76,3","0,5","13,1"
10/10/2011 17.00,"0,8","14,3","9,9","0,3","74,9","0,7","13,1"
10/10/2011 18.00,"0,8","13,4","9,6","0,2","75,3","0,6","13,1"
10/10/2011 19.00,"0,8","13,6","9,6","0,2","74,9","0,5","13,1"
10/10/2011 20.00,"0,8",13,"9,1","0,2","72,9","0,6","13,1"
10/10/2011 21.00,"0,8","8,9","6,4","0,2","75,2","0,6","13,1"
10/10/2011 22.00,"0,8","6,7","4,9","0,2","75,4","0,4","13,1"
10/10/2011 23.00,"0,8","6,1","4,6","0,2","74,6","0,4","13,1"
11/10/2011 0.00,"0,8","5,6","4,1","0,2","74,1","0,4","13,1"
11/10/2011 1.00,,"5,2","3,8","0,2","74,3","0,3","16,2"
11/10/2011 2.00,"0,8",,,"0,2","74,7","0,4","16,2"
11/10/2011 3.00,"0,8","8,1","6,9",,"74,2","0,4","16,2"
11/10/2011 4.00,"0,8","6,7","5,6","0,2",,"0,4","16,2"
11/10/2011 5.00,"0,8","6,4","5,1","0,2","75,2","0,4","16,2"
11/10/2011 6.00,"0,8","10,7","9,2","0,2","69,5","0,4","16,2"
11/10/2011 7.00,"0,8",30,"22,7","0,3","56,6","0,5","16,2"
11/10/2011 8.00,"0,9","26,7","19,2","0,3","61,7","0,9","16,2"
11/10/2011 9.00,"0,8","17,3","12,1","0,2","65,9","0,7","16,2"
11/10/2011 10.00,"0,9","15,8","10,5","0,3","69,5","0,5","16,2"
11/10/2011 11.00,"0,9","17,1","11,5","0,3",71,"0,3","16,2"
11/10/2011 12.00,"0,9","16,8","11,3","0,2","75,4","0,7","16,2"
11/10/2011 13.00,"0,9","18,5","12,7","0,3","75,5","0,6","16,2"
11/10/2011 14.00,"0,9","11,6","8,5","0,2","76,6","0,7","16,2"
11/10/2011 15.00,"0,9","14,9","9,9","0,2","69,9","0,4","16,2"
11/10/2011 16.00,"0,9","16,3","10,9","0,3","66,7","0,5","16,2"
11/10/2011 17.00,"0,9","14,8","10,6","0,3","70,9","0,6","16,2"
11/10/2011 18.00,"0,8",22,"16,4","0,4","72,7","0,6","16,2"
11/10/2011 19.00,"0,8","23,8",19,"0,4","76,9","0,9","16,2"
11/10/2011 20.00,"0,8","22,9","18,4","0,4","78,4","0,8","16,2"
11/10/2011 21.00,"0,8","18,4","14,4","0,4","79,6","0,7","16,2"
11/10/2011 22.00,1,"11,4","9,3","0,3","85,2","0,6","16,2"
11/10/2011 23.00,"0,9","9,9","8,4","0,3","85,5","0,5","16,2"
12/10/2011 0.00,1,"11,3","9,6","0,3","84,9","0,5","16,2"
12/10/2011 1.00,"0,9","7,1","5,8","0,3","82,8","0,5","33,1"
12/10/2011 2.00,"0,8","8,7","7,4","0,3","71,2","0,5","33,1"
12/10/2011 3.00,"0,8","5,5","4,5","0,3","71,4","0,6","33,1"
12/10/2011 4.00,"0,8","5,1","3,8","0,3","66,4","0,6","33,1"
12/10/2011 5.00,"0,8","5,9","4,5","0,3","60,2","0,5","33,1"
12/10/2011 6.00,"0,9","11,3","9,5","0,3","55,8","0,5","33,1"
12/10/2011 7.00,"0,8","35,4","29,9","0,4","39,7","0,6","33,1"
12/10/2011 8.00,,"88,3","59,3","0,4","23,6","0,9","33,1"
12/10/2011 9.00,,"33,3","23,9","0,4",50,1,"33,1"
12/10/2011 10.00,"1,1","47,6","31,8","0,4","42,4","1,3","33,1"
12/10/2011 11.00,"1,1","30,6","21,5","0,4","53,3","0,8","33,1"
12/10/2011 12.00,1,"23,5","16,5","0,3","59,4","0,8","33,1"
12/10/2011 13.00,1,"27,6","18,3","0,4","61,6","0,7","33,1"
12/10/2011 14.00,1,"20,1","14,6","0,3","73,7",1,"33,1"
12/10/2011 15.00,"0,9","17,2","12,6","0,3","73,4","0,4","33,1"
12/10/2011 16.00,1,"54,8","36,3","0,3","65,4","0,4","33,1"
12/10/2011 17.00,"1,3","88,4","61,8","0,5","46,8","0,6","33,1"
12/10/2011 18.00,"0,9","55,1","44,5","0,4","51,9","1,5","33,1"
12/10/2011 19.00,"1,1","100,6","76,5","0,6","25,8",1,"33,1"
12/10/2011 20.00,"2,8","191,8","97,3","0,9","6,2","2,2","33,1"
12/10/2011 21.00,"2,4","156,4","78,9","0,8","4,9","3,9","33,1"
12/10/2011 22.00,"1,4","108,7","65,9","0,7","5,1","3,1","33,1"
12/10/2011 23.00,1,"44,8","28,7","0,4","27,5","3,6","33,1"
13/10/2011 0.00,"0,8","12,1","9,5","0,3","39,9","1,2","33,1"
13/10/2011 1.00,,"9,2","7,3","0,3","38,7","0,7","53,6"
13/10/2011 2.00,"0,8",,,"0,3","36,6","0,6","53,6"
13/10/2011 3.00,"0,8","8,5","6,9",,"33,9","0,5","53,6"
13/10/2011 4.00,"0,8",9,"7,5","0,3",,"0,5","53,6"
13/10/2011 5.00,"0,8","16,1","12,6","0,3","33,9","0,5","53,6"
13/10/2011 6.00,"0,8","31,2","24,6","0,3","22,3","0,6","53,6"
13/10/2011 7.00,1,"69,1","39,4","0,5","9,6","0,8","53,6"
13/10/2011 8.00,"2,3","149,9","57,9","0,6","8,5","1,5","53,6"
13/10/2011 9.00,"1,2","66,1","36,8","0,5","29,6",2,"53,6"
13/10/2011 10.00,"0,8","35,2","22,8","0,4","51,3","1,6","53,6"
13/10/2011 11.00,"0,9",33,"21,7","0,3","58,3",1,"53,6"
13/10/2011 12.00,1,32,"22,3","0,3","67,4","0,8","53,6"
13/10/2011 13.00,1,"38,1","25,9","0,3","62,6","0,8","53,6"
13/10/2011 14.00,"0,9","28,5",20,"0,3","62,9",1,"53,6"
13/10/2011 15.00,"0,9","27,9","19,9","0,3",62,"0,6","53,6"
13/10/2011 16.00,"0,8","24,9",19,"0,3","62,3","0,3","53,6"
13/10/2011 17.00,"0,8",30,"24,3","0,4","59,6","0,6","53,6"
13/10/2011 18.00,1,"77,9","58,6","0,6","30,8","0,5","53,6"
13/10/2011 19.00,"0,9","71,6","54,5","0,5","28,5","0,9","53,6"
13/10/2011 20.00,"1,1","77,7",59,"0,6","23,9","1,8","53,6"
13/10/2011 21.00,"0,9","57,1","46,9","0,6","40,2","1,9","53,6"
13/10/2011 22.00,"0,8","33,4","29,5","0,4","56,6","1,7","53,6"
13/10/2011 23.00,"0,8","34,7","30,3","0,4","50,8","1,2","53,6"
14/10/2011 0.00,"0,8",37,"32,4","0,4","38,9","1,2","53,6"
14/10/2011 1.00,"0,8","29,3","26,1","0,4","34,5",1,"19,3"
14/10/2011 2.00,"0,8","20,4","18,1","0,3","59,4","0,8","19,3"
14/10/2011 3.00,"0,8","14,9","13,3","0,3","66,3",2,"19,3"
14/10/2011 4.00,"0,8","16,3","14,9","0,2","58,9","1,7","19,3"
14/10/2011 5.00,"0,8","13,1",11,"0,3",48,"0,6","19,3"
14/10/2011 6.00,"0,8","12,6","10,2","0,3","53,8","0,5","19,3"
14/10/2011 7.00,"0,8","26,2",20,"0,3","48,5","0,6","19,3"
14/10/2011 8.00,"0,8",41,"27,7","0,3","49,7","0,5","19,3"
14/10/2011 9.00,"0,8","15,8","10,5","0,3","61,4","0,3","19,3"
14/10/2011 10.00,"0,8","16,5","10,7","0,3","62,8","0,5","19,3"
14/10/2011 11.00,"0,8","23,2",15,"0,3","61,5","0,5","19,3"
14/10/2011 12.00,"0,8","20,3","13,3","0,3","64,4","0,6","19,3"
14/10/2011 13.00,"0,8","21,6","13,7","0,3","66,9","0,5","19,3"
14/10/2011 14.00,"0,8","15,5","10,8","0,3","68,3","0,6","19,3"
14/10/2011 15.00,"0,8","11,6","8,2","0,3","71,4","0,5","19,3"
14/10/2011 16.00,"0,8",16,"11,4","0,2","70,8","0,4","19,3"
14/10/2011 17.00,"0,8","14,6","10,3","0,3","72,3","0,4","19,3"
14/10/2011 18.00,"0,8","11,4","8,7","0,3",73,"0,5","19,3"
14/10/2011 19.00,"0,8","9,3","6,5","0,2","73,1","0,5","19,3"
14/10/2011 20.00,"0,8","14,5","11,2","0,3","66,8","0,4","19,3"
14/10/2011 21.00,"0,8","13,7","10,2","0,3","63,6","0,3","19,3"
14/10/2011 22.00,"0,8","7,9","5,6","0,3","65,4","0,5","19,3"
14/10/2011 23.00,"0,8","6,9","5,1","0,2","65,3","0,5","19,3"
15/10/2011 0.00,"0,8","6,8",5,"0,2","68,6","0,4","19,3"
15/10/2011 1.00,,"9,3","7,4","0,2","65,3","0,4","18,1"
15/10/2011 2.00,"0,8",,,"0,2","67,5","0,2","18,1"
15/10/2011 3.00,"0,8","8,9","7,7",,"65,3",,"18,1"
15/10/2011 4.00,"0,8","8,7","7,1","0,2",,,"18,1"
15/10/2011 5.00,"0,8","9,7","8,1","0,3",60,"0,2","18,1"
15/10/2011 6.00,"0,8",11,"8,9","0,3","58,2",,"18,1"
15/10/2011 7.00,"0,8","20,8","16,2","0,3",50,"0,3","18,1"
15/10/2011 8.00,"0,8","26,4","19,7","0,3","49,5",,"18,1"
15/10/2011 9.00,"0,8","22,1","15,6","0,3","54,1",,"18,1"
15/10/2011 10.00,"0,8","25,4","16,6","0,3","55,6",,"18,1"
15/10/2011 11.00,"0,8","23,9","16,3","0,3","58,2",,"18,1"
15/10/2011 12.00,"0,8","21,8","14,5","0,3","62,1",,"18,1"
15/10/2011 13.00,"0,8","17,4","11,6","0,3","67,2",,"18,1"
15/10/2011 14.00,"0,9","8,4","5,8","0,3","73,2",,"18,1"
15/10/2011 15.00,"0,8","8,3","5,9","0,2","75,5",,"18,1"
15/10/2011 16.00,"0,8","7,8","5,8","0,2","76,8",,"18,1"
15/10/2011 17.00,"0,8","8,2",6,"0,2","76,2",,"18,1"
15/10/2011 18.00,"0,8",8,6,"0,3","75,6",,"18,1"
15/10/2011 19.00,"0,8","9,1","6,8","0,3","73,9",,"18,1"
15/10/2011 20.00,"0,8","9,5",7,"0,3","72,8","0,3","18,1"
15/10/2011 21.00,"0,8","10,9","7,8","0,3","70,6",,"18,1"
15/10/2011 22.00,"0,8",10,"7,1","0,3","68,9","0,5","18,1"
15/10/2011 23.00,"0,8","10,5","7,3","0,3","67,5","0,5","18,1"
16/10/2011 0.00,"0,8","14,9",11,"0,3","63,6","0,6","18,1"
16/10/2011 1.00,"0,8","8,1","5,9","0,2",67,"0,6","19,1"
16/10/2011 2.00,"0,8","12,1","9,6","0,3","62,2","0,5","19,1"
16/10/2011 3.00,"0,8","5,3","3,7","0,2","67,6","0,3","19,1"
16/10/2011 4.00,"0,8","5,1","3,6","0,2","67,3","0,5","19,1"
16/10/2011 5.00,"0,8","4,5","3,1","0,2","67,6","0,5","19,1"
16/10/2011 6.00,"0,8","5,2","3,6","0,2","66,9","0,5","19,1"
16/10/2011 7.00,"0,8","6,9","5,2","0,3","66,9","0,2","19,1"
16/10/2011 8.00,"0,8","7,3","5,4","0,2","67,6","0,5","19,1"
16/10/2011 9.00,"0,8","9,4","5,9","0,2","70,3","0,2","19,1"
16/10/2011 10.00,"0,8","8,7","5,6","0,2","71,8","0,4","19,1"
16/10/2011 11.00,"0,9","12,4","8,1","0,3","74,4","0,6","19,1"
16/10/2011 12.00,"0,9","12,9","8,3","0,3",77,"0,6","19,1"
16/10/2011 13.00,"0,9","8,2","5,7","0,3","78,8","0,7","19,1"
16/10/2011 14.00,"0,9","6,1","4,4","0,2","79,2","0,6","19,1"
16/10/2011 15.00,"0,8",7,"5,2","0,2","78,7","0,5","19,1"
16/10/2011 16.00,"0,8","6,6","4,4","0,2","76,7","0,7","19,1"
16/10/2011 17.00,"0,8","7,2","4,8","0,2","73,3","0,6","19,1"
16/10/2011 18.00,"0,8","9,5",6,"0,2",69,"0,5","19,1"
16/10/2011 19.00,"0,8","8,4","5,3","0,2","68,6","0,5","19,1"
16/10/2011 20.00,"0,8","8,8","5,7","0,3","66,4","0,5","19,1"
16/10/2011 21.00,"0,8","10,6","7,2","0,2","64,3","0,7","19,1"
16/10/2011 22.00,"0,8","9,4","6,4","0,2","62,1","0,5","19,1"
16/10/2011 23.00,"0,8","8,5","5,9","0,2","60,9","0,6","19,1"
17/10/2011 0.00,"0,8",7,"4,9","0,2","60,3","0,5","19,1"
17/10/2011 1.00,,"6,6","4,7","0,2","58,2","0,4","20,6"
17/10/2011 2.00,"0,8",,,"0,2","55,6","0,4","20,6"
17/10/2011 3.00,"0,8",11,"9,3",,"53,3","0,4","20,6"
17/10/2011 4.00,"0,8","9,7","8,2","0,2",,"0,4","20,6"
17/10/2011 5.00,"0,8","10,4","8,5","0,2","52,9","0,4","20,6"
17/10/2011 6.00,"0,8","11,9","9,2","0,2","52,6","0,4","20,6"
17/10/2011 7.00,"0,8","20,3","13,8","0,2","49,5","0,5","20,6"
17/10/2011 8.00,"0,8","27,4","17,5","0,2","47,8","0,6","20,6"
17/10/2011 9.00,"2,3",49,"27,1","0,2",45,"0,6","20,6"
17/10/2011 10.00,"2,1","18,4","11,5","0,2","58,4","0,6","20,6"
17/10/2011 11.00,"1,8","18,6","11,9","0,2","59,2","0,7","20,6"
17/10/2011 12.00,"1,3","16,5","10,6","0,3","60,7","0,7","20,6"
17/10/2011 13.00,1,"20,1",12,"0,3","62,6","0,7","20,6"
17/10/2011 14.00,1,"13,9","8,8","0,2","64,9","0,8","20,6"
17/10/2011 15.00,"0,9","11,1","7,3","0,2","66,5","0,6","20,6"
17/10/2011 16.00,"0,8","11,4",8,"0,2",68,"0,7","20,6"
17/10/2011 17.00,"0,8","18,7","13,9","0,3","64,1","0,7","20,6"
17/10/2011 18.00,"0,8","26,1","19,8","0,3","60,6","0,8","20,6"
17/10/2011 19.00,"0,8","19,8","14,8","0,3","65,1","0,9","20,6"
17/10/2011 20.00,"0,8","14,7","10,8","0,2","67,4","0,7","20,6"
17/10/2011 21.00,"0,8","21,3","15,7","0,3","66,1","0,8","20,6"
17/10/2011 22.00,"0,8","12,4","9,8","0,2","67,5","0,7","20,6"
17/10/2011 23.00,"0,8","14,7","12,2","0,3","64,4","0,6","20,6"
18/10/2011 0.00,"0,8","32,2",29,"0,3","36,5","0,7","20,6"
18/10/2011 1.00,"0,8","20,3","17,2","0,3","41,4",1,"82,6"
18/10/2011 2.00,"0,8","12,4","11,1","0,3","45,1","0,9","82,6"
18/10/2011 3.00,"0,8","10,2","8,3","0,3",44,"0,7","82,6"
18/10/2011 4.00,"0,8","14,6","12,7","0,3","36,9","0,7","82,6"
18/10/2011 5.00,"0,8","22,3","19,2","0,2",49,"0,8","82,6"
18/10/2011 6.00,"0,8","65,9","42,7","0,4","23,9","0,7","82,6"
18/10/2011 7.00,"1,2","124,1","59,9","0,6",9,"1,2","82,6"
18/10/2011 8.00,4,"267,5",84,1,5,"2,3","82,6"
18/10/2011 9.00,"1,5","130,5","61,8","0,7","17,4",4,"82,6"
18/10/2011 10.00,"0,8","39,3","25,8","0,3","47,3","2,5","82,6"
18/10/2011 11.00,"0,9","34,8","23,4","0,3","54,4","0,6","82,6"
18/10/2011 12.00,"0,9","43,3","29,4","0,3",59,"1,1","82,6"
18/10/2011 13.00,"0,9","40,2","27,9","0,3",67,"0,9","82,6"
18/10/2011 14.00,"0,9","30,9","22,7","0,4","72,2",1,"82,6"
18/10/2011 15.00,"0,8","30,1","22,2","0,3","73,5","1,1","82,6"
18/10/2011 16.00,"0,9",29,"21,5","0,3","73,1","0,9","82,6"
18/10/2011 17.00,"0,8","37,6","27,2","0,3","68,2",1,"82,6"
18/10/2011 18.00,"0,8","45,7","36,8","0,3","59,3","0,9","82,6"
18/10/2011 19.00,"0,8","89,9","66,9","0,4","30,3","1,2","82,6"
18/10/2011 20.00,"0,8","64,1","50,4","0,4","42,4","1,7","82,6"
18/10/2011 21.00,"0,8","68,5","57,4","0,4","30,2","1,3","82,6"
18/10/2011 22.00,"0,8","30,5","27,8","0,3","46,1","1,4","82,6"
18/10/2011 23.00,"0,8","24,2","22,1","0,3",49,"1,4","82,6"
19/10/2011 0.00,"0,8",16,"14,3","0,3","55,1","1,4","82,6"
19/10/2011 1.00,,"11,5","9,9","0,3",59,"1,1","40,6"
19/10/2011 2.00,"0,8",,,"0,3","60,3","0,9","40,6"
19/10/2011 3.00,"0,8","14,4",13,,"59,5","0,8","40,6"
19/10/2011 4.00,"0,8",14,"12,7","0,3",,"0,8","40,6"
19/10/2011 5.00,"0,8","21,8","19,9","0,3","52,3",,"40,6"
19/10/2011 6.00,"0,8","41,5","37,6","0,4","38,4",1,"40,6"
19/10/2011 7.00,1,"131,4","78,1","0,5","16,3","1,1","40,6"
19/10/2011 8.00,"3,9","185,5","92,3","0,6",14,"1,6","40,6"
19/10/2011 9.00,"1,3",110,"62,6","0,5","34,7","2,2","40,6"
19/10/2011 10.00,1,"76,5",45,"0,4","55,8","1,8","40,6"
19/10/2011 11.00,"0,9","68,4","41,1","0,4",69,"1,6","40,6"
19/10/2011 12.00,"0,8","46,7","32,5","0,4","81,5","1,2","40,6"
19/10/2011 13.00,"0,9","52,2","35,5","0,4","80,5","1,2","40,6"
19/10/2011 14.00,"0,9","29,3","22,5","0,3","91,8","1,1","40,6"
19/10/2011 15.00,"1,1",33,"24,4","0,3","91,8","0,8","40,6"
19/10/2011 16.00,"1,3","49,1","35,9","0,3","85,5","0,8","40,6"
19/10/2011 17.00,"0,8","30,4","25,8","0,3",83,"1,2","40,6"
19/10/2011 18.00,"0,9","38,3","33,4","0,4",69,1,"40,6"
19/10/2011 19.00,"0,8","42,2","36,8","0,4","65,6","1,3","40,6"
19/10/2011 20.00,"0,8","33,9",30,"0,4","67,3","1,2","40,6"
19/10/2011 21.00,"0,8","40,5","35,8","0,4","53,6","1,3","40,6"
19/10/2011 22.00,"0,8","57,9","51,3","0,5","35,3","1,5","40,6"
19/10/2011 23.00,"0,8","36,5","32,6","0,4","54,7","1,6","40,6"
20/10/2011 0.00,"0,8","20,5","18,5","0,4","58,3","1,4","40,6"
20/10/2011 1.00,"0,8","15,6","13,7","0,4","52,3","1,4","32,5"
20/10/2011 2.00,"0,8","16,6","14,7","0,4","41,1","0,7","32,5"
20/10/2011 3.00,"0,8","9,8","8,4","0,4","53,7","1,4","32,5"
20/10/2011 4.00,"0,8","8,5","6,7","0,3","60,2","1,1","32,5"
20/10/2011 5.00,"0,8",11,"8,9","0,3",55,1,"32,5"
20/10/2011 6.00,"0,8","21,1","18,1","0,4","43,5",1,"32,5"
20/10/2011 7.00,"0,8","35,2","27,9","0,4","39,1","1,2","32,5"
20/10/2011 8.00,1,"88,7","54,7","0,7","24,2","1,4","32,5"
20/10/2011 9.00,"1,9","113,8","61,2","0,6","32,9","2,4","32,5"
20/10/2011 10.00,"0,8","65,8","40,3","0,4","70,1",,"32,5"
20/10/2011 11.00,"0,9","42,2","27,5","0,4","81,8","0,5","32,5"
20/10/2011 12.00,"0,8","30,6","22,4","0,4","86,6","1,6","32,5"
20/10/2011 13.00,"0,8","32,9","23,6","0,3","80,7","1,8","32,5"
20/10/2011 14.00,"0,8","25,4",18,"0,3",84,"3,2","32,5"
20/10/2011 15.00,"1,4","41,1","27,7","0,3","78,7","0,8","32,5"
20/10/2011 16.00,"0,8","22,9","18,3","0,3",79,"0,7","32,5"
20/10/2011 17.00,"0,8","22,6","18,6","0,3","79,7","0,7","32,5"
20/10/2011 18.00,"0,7","28,4",24,"0,4","75,1","0,8","32,5"
20/10/2011 19.00,"0,8","37,1","31,6","0,4","63,8","0,8","32,5"
20/10/2011 20.00,"0,8","35,4","30,3","0,4","59,5","1,1","32,5"
20/10/2011 21.00,"0,9",33,"27,8","0,4","54,3","0,5","32,5"
20/10/2011 22.00,"0,8","26,9","22,5","0,4","49,3","1,2","32,5"
20/10/2011 23.00,"0,8","31,3","27,8","0,4","37,5","1,1","32,5"
21/10/2011 0.00,"0,8","30,4","26,6","0,4","30,9","1,2","32,5"
21/10/2011 1.00,,"26,7","23,5","0,4",28,1,"24,2"
21/10/2011 2.00,"0,8",,,"0,3","34,2",1,"24,2"
21/10/2011 3.00,"0,8","13,6","11,7",,"44,6","0,8","24,2"
21/10/2011 4.00,"0,7","9,1","7,6","0,3",,"0,5","24,2"
21/10/2011 5.00,"0,8","28,3","23,8","0,3","29,4","0,5","24,2"
21/10/2011 6.00,"0,8","52,4","40,7","0,4","12,1","0,6","24,2"
21/10/2011 7.00,"0,7","63,9","42,9","0,4","14,3","0,9","24,2"
21/10/2011 8.00,"0,8","77,9",47,"0,5","20,2",1,"24,2"
21/10/2011 9.00,"0,8","59,3","36,3","0,4","47,9","1,6","24,2"
21/10/2011 10.00,"3,3",49,"31,1","0,4","87,5",,"24,2"
21/10/2011 11.00,"4,6","43,9","29,2","0,4","53,7",,"24,2"
21/10/2011 12.00,"4,5","45,6","31,6","0,4","55,4",,"24,2"
21/10/2011 13.00,"4,8","42,7","32,3","0,5",55,,"24,2"
21/10/2011 14.00,"4,8","44,2","33,4","0,4","52,3",,"24,2"
21/10/2011 15.00,"4,8","52,2","36,9","0,4","48,7",,"24,2"
21/10/2011 16.00,"4,4","28,2","22,5","0,4","59,2",,"24,2"
21/10/2011 17.00,"4,2","25,6","20,8","0,4","64,3",,"24,2"
21/10/2011 18.00,"4,3","31,5","25,3","0,4","63,9",,"24,2"
21/10/2011 19.00,"4,3",25,"19,9","0,4","68,3",,"24,2"
21/10/2011 20.00,"3,6","26,6","20,7","0,4","62,8",,"24,2"
21/10/2011 21.00,"3,8","21,8","17,5","0,4","62,6",,"24,2"
21/10/2011 22.00,"3,7","14,9","11,7","0,3",61,,"24,2"
21/10/2011 23.00,"3,8","13,4","10,1","0,3","58,8",,"24,2"
22/10/2011 0.00,"3,6","16,8","13,8","0,3","52,2",,"24,2"
22/10/2011 1.00,"3,4","7,9","5,9","0,3","60,3",,"13,7"
22/10/2011 2.00,"3,5",6,"4,5","0,3","63,6",,"13,7"
22/10/2011 3.00,"3,5","5,7","4,1","0,3","57,1",,"13,7"
22/10/2011 4.00,"3,4","6,2",5,"0,3","52,3",,"13,7"
22/10/2011 5.00,"3,3",7,"5,3","0,3","52,5",,"13,7"
22/10/2011 6.00,"3,7","11,7","9,1","0,3","49,5",,"13,7"
22/10/2011 7.00,"3,6","17,7","13,1","0,3","46,6",,"13,7"
22/10/2011 8.00,"4,2","45,6",30,"0,5","27,6",,"13,7"
22/10/2011 9.00,"3,7","30,8","20,8","0,4","40,1",,"13,7"
22/10/2011 10.00,"3,7","24,9","14,9","0,4","48,9",,"13,7"
22/10/2011 11.00,"3,7","15,4",10,"0,3","62,5",,"13,7"
22/10/2011 12.00,"3,7",17,"11,5","0,3","65,2",,"13,7"
22/10/2011 13.00,"3,8","16,7","11,4","0,3","71,2",,"13,7"
22/10/2011 14.00,"3,4","15,1","10,8","0,3","77,1",,"13,7"
22/10/2011 15.00,"3,4","14,1","10,2","0,3","77,4",,"13,7"
22/10/2011 16.00,"3,3","17,8","13,5","0,3","75,9",,"13,7"
22/10/2011 17.00,"3,7","24,8",19,"0,4","71,5",,"13,7"
22/10/2011 18.00,"3,6","30,3","22,5","0,4","68,3",,"13,7"
22/10/2011 19.00,"3,7","29,1","21,5","0,3","66,7",,"13,7"
22/10/2011 20.00,"3,8","38,7","28,6","0,4","58,9",,"13,7"
22/10/2011 21.00,"3,7","32,6","24,4","0,4","63,3",,"13,7"
22/10/2011 22.00,"3,4","21,5","17,1","0,3","68,9",,"13,7"
22/10/2011 23.00,"3,5","23,5","18,8","0,4","61,8",,"13,7"
23/10/2011 0.00,"3,9","37,7","29,9","0,4","57,6",,"13,7"
23/10/2011 1.00,,"27,6","24,2","0,3","63,9",,15
23/10/2011 2.00,"3,4",,,"0,3","65,3",,15
23/10/2011 3.00,"3,3","14,9","12,8",,"75,7",,15
23/10/2011 4.00,3,"8,4",7,"0,3",,,15
23/10/2011 5.00,"2,9",7,"5,1","0,3","82,2",,15
23/10/2011 6.00,"3,2","9,4","7,9","0,3","76,8",,15
23/10/2011 7.00,"3,3","14,1","11,9","0,3","59,4",,15
23/10/2011 8.00,"3,4","13,1","10,5","0,3",65,,15
23/10/2011 9.00,"3,3","9,4","6,7","0,3","78,5",,15
23/10/2011 10.00,"3,1","13,4",9,"0,3","83,6",,15
23/10/2011 11.00,"3,1","21,5","15,3","0,3",79,,15
23/10/2011 12.00,"3,4",25,"17,5","0,3","77,1",,15
